"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_101",2025-06-24 14:30:00,0.489,5,0.0516652687982943,0.101263926844657
"2",1,"mussel_102",2025-06-24 14:30:00,0.523,5,0.0112561094522042,0.0220619745263202
"3",1,"mussel_103",2025-06-24 14:30:00,0.243,5,0.119350324674883,0.233926636362771
"4",1,"mussel_104",2025-06-24 14:30:00,0.42,5,0.115962493936617,0.22728648811577
"5",1,"mussel_105",2025-06-24 14:30:00,0.418,5,0.0958331884056875,0.187833049275148
"6",1,"mussel_106",2025-06-24 14:30:00,0.337,5,0.15263453082445,0.299163680415922
"7",1,"mussel_107",2025-06-24 14:30:00,0.632,5,0.153757926624939,0.30136553618488
"8",1,"mussel_108",2025-06-24 14:30:00,0.612,5,0.263340464038476,0.516147309515413
"9",1,"mussel_109",2025-06-24 14:30:00,0.456,5,0.254561976736511,0.498941474403562
"10",1,"mussel_110",2025-06-24 14:30:00,0.623,5,0.370630948518874,0.726436659096993
"11",2,"mussel_101",2025-06-24 14:35:00,0.464,5,0.0244601717083098,0.0479419365482872
"12",2,"mussel_102",2025-06-24 14:35:00,0.486,5,0.0189129585205488,0.0370693987002757
"13",2,"mussel_103",2025-06-24 14:35:00,0.552,5,0.0768147121325075,0.150556835779715
"14",2,"mussel_104",2025-06-24 14:35:00,0.353,5,0.0733600708832809,0.143785738931231
"15",2,"mussel_105",2025-06-24 14:35:00,0.569,5,0.0519740319775174,0.101869102675934
"16",2,"mussel_106",2025-06-24 14:35:00,0.587,5,0.140930834099568,0.276224434835154
"17",2,"mussel_107",2025-06-24 14:35:00,0.678,5,0.0109635760589326,0.0214886090755078
"18",2,"mussel_108",2025-06-24 14:35:00,0.516,5,0.28585188472354,0.560269694058138
"19",2,"mussel_109",2025-06-24 14:35:00,0.587,5,0.0842009501134043,0.165033862222272
"20",2,"mussel_110",2025-06-24 14:35:00,0.589,5,0.303194162212929,0.594260557937341
"21",3,"mussel_101",2025-06-24 14:40:00,0.462,5,0.032807011445726,0.064301742433623
"22",3,"mussel_102",2025-06-24 14:40:00,0.518,5,0.0466829733414658,0.0914986277492729
"23",3,"mussel_103",2025-06-24 14:40:00,0.531,5,0.139795207357048,0.273998606419814
"24",3,"mussel_104",2025-06-24 14:40:00,0.283,5,0.108368353314056,0.212401972495549
"25",3,"mussel_105",2025-06-24 14:40:00,0.53,5,0.123364095262763,0.241793626715015
"26",3,"mussel_106",2025-06-24 14:40:00,0.55,5,0.0166042163320043,0.0325442640107285
"27",3,"mussel_107",2025-06-24 14:40:00,0.619,5,0.0175982953719956,0.0344926589291113
"28",3,"mussel_108",2025-06-24 14:40:00,0.516,5,0.0217025344142107,0.042536967451853
"29",3,"mussel_109",2025-06-24 14:40:00,0.675,5,0.406697922296144,0.797127927700441
"30",3,"mussel_110",2025-06-24 14:40:00,0.826,5,0.200356432389879,0.392698607484162
"31",4,"mussel_101",2025-06-24 14:45:00,0.414,5,0.0993790722436067,0.194782981597469
"32",4,"mussel_102",2025-06-24 14:45:00,0.448,5,0.109488812213851,0.214598071939149
"33",4,"mussel_103",2025-06-24 14:45:00,0.458,5,0.0955546963785663,0.18728720490199
"34",4,"mussel_104",2025-06-24 14:45:00,0.459,5,0.0337831318856023,0.0662149384957805
"35",4,"mussel_105",2025-06-24 14:45:00,0.495,5,0.0223226342531521,0.0437523631361781
"36",4,"mussel_106",2025-06-24 14:45:00,0.478,5,0.118484176158675,0.232228985271004
"37",4,"mussel_107",2025-06-24 14:45:00,0.603,5,0.00801872807869179,0.0157167070342359
"38",4,"mussel_108",2025-06-24 14:45:00,0.526,5,0.0369824282599182,0.0724855593894397
"39",4,"mussel_109",2025-06-24 14:45:00,0.518,5,0.190392226732081,0.373168764394878
"40",4,"mussel_110",2025-06-24 14:45:00,0.936,5,0.321632243408524,0.630399197080707
"41",5,"mussel_101",2025-06-24 14:50:00,0.435,5,0.106772187389788,0.209273487283984
"42",5,"mussel_102",2025-06-24 14:50:00,0.438,5,0.111118405316131,0.217792074419617
"43",5,"mussel_103",2025-06-24 14:50:00,0.486,5,0.0207436737344184,0.0406576005194601
"44",5,"mussel_104",2025-06-24 14:50:00,0.343,5,0.10103613215083,0.198030819015627
"45",5,"mussel_105",2025-06-24 14:50:00,0.489,5,0.214979068748564,0.421358974747186
"46",5,"mussel_106",2025-06-24 14:50:00,0.424,5,0.0499769947075652,0.0979549096268278
"47",5,"mussel_107",2025-06-24 14:50:00,0.579,5,0.0215939806427624,0.0423242020598144
"48",5,"mussel_108",2025-06-24 14:50:00,0.485,5,0.0278872730828957,0.0546590552424756
"49",5,"mussel_109",2025-06-24 14:50:00,0.667,5,0.276470251564251,0.541881693065931
"50",5,"mussel_110",2025-06-24 14:50:00,0.841,5,0.165149931880095,0.323693866484986
