"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_61",2025-06-24 12:25:00,0.652,5,0.380209547486646,0.745210713073826
"2",1,"mussel_62",2025-06-24 12:25:00,0.564,5,0.121584127253519,0.238304889416898
"3",1,"mussel_63",2025-06-24 12:25:00,0.335,5,0.167988690095494,0.329257832587169
"4",1,"mussel_64",2025-06-24 12:25:00,0.317,5,0.107861021689951,0.211407602512303
"5",1,"mussel_65",2025-06-24 12:25:00,0.348,5,0.277090238009209,0.543096866498049
"6",1,"mussel_66",2025-06-24 12:25:00,0.252,5,0.0519133894096696,0.101750243242952
"7",1,"mussel_67",2025-06-24 12:25:00,0.437,5,0.131151439183869,0.257056820800383
"8",1,"mussel_68",2025-06-24 12:25:00,0.203,5,0.0834805366537614,0.163621851841372
"9",1,"mussel_69",2025-06-24 12:25:00,0.678,5,0.482384493946478,0.945473608135098
"10",1,"mussel_70",2025-06-24 12:25:00,0.473,5,0.237853526356033,0.466192911657824
"11",2,"mussel_61",2025-06-24 12:30:00,0.43,5,0.249946994380809,0.489896108986385
"12",2,"mussel_62",2025-06-24 12:30:00,0.587,5,0.0196341539160718,0.0384829416755008
"13",2,"mussel_63",2025-06-24 12:30:00,0.43,5,0.2174702278474,0.426241646580904
"14",2,"mussel_64",2025-06-24 12:30:00,0.241,5,0.113122499972375,0.221720099945855
"15",2,"mussel_65",2025-06-24 12:30:00,0.503,5,0.291185851304626,0.570724268557068
"16",2,"mussel_66",2025-06-24 12:30:00,0.212,5,0.0608374884425713,0.11924147734744
"17",2,"mussel_67",2025-06-24 12:30:00,0.462,5,0.00864291617453277,0.0169401157020842
"18",2,"mussel_68",2025-06-24 12:30:00,0.166,5,0.0191650723974631,0.0375635418990276
"19",2,"mussel_69",2025-06-24 12:30:00,0.717,5,0.4073564777931,0.798418696474475
"20",2,"mussel_70",2025-06-24 12:30:00,0.722,5,0.133212987354837,0.261097455215481
"21",3,"mussel_61",2025-06-24 12:35:00,0.512,5,0.0122759928315391,0.0240609459498167
"22",3,"mussel_62",2025-06-24 12:35:00,0.532,5,0.0203666393889615,0.0399186132023646
"23",3,"mussel_63",2025-06-24 12:35:00,0.436,5,0.329611437908335,0.646038418300336
"24",3,"mussel_64",2025-06-24 12:35:00,0.276,5,0.107975923242175,0.211632809554662
"25",3,"mussel_65",2025-06-24 12:35:00,0.213,5,0.149447984262084,0.292918049153684
"26",3,"mussel_66",2025-06-24 12:35:00,0.16,5,0.0213377599574088,0.0418220095165213
"27",3,"mussel_67",2025-06-24 12:35:00,0.425,5,0.0301463098902668,0.059086767384923
"28",3,"mussel_68",2025-06-24 12:35:00,0.281,5,0.0455049447862537,0.0891896917810573
"29",3,"mussel_69",2025-06-24 12:35:00,0.651,5,0.230059340171183,0.450916306735518
"30",3,"mussel_70",2025-06-24 12:35:00,1.12,5,0.282485928853102,0.553672420552081
"31",4,"mussel_61",2025-06-24 12:40:00,0.489,5,0.0232056027717446,0.0454829814326194
"32",4,"mussel_62",2025-06-24 12:40:00,0.494,5,0.0204523837241531,0.04008667209934
"33",4,"mussel_63",2025-06-24 12:40:00,0.364,5,0.0601306909988568,0.117856154357759
"34",4,"mussel_64",2025-06-24 12:40:00,0.243,5,0.0960276001991094,0.188214096390254
"35",4,"mussel_65",2025-06-24 12:40:00,0.508,5,0.140394088194625,0.275172412861464
"36",4,"mussel_66",2025-06-24 12:40:00,0.181,5,0.0187696563633967,0.0367885264722576
"37",4,"mussel_67",2025-06-24 12:40:00,0.418,5,0.0272304976083802,0.0533717753124252
"38",4,"mussel_68",2025-06-24 12:40:00,0.48,5,0.17679281659615,0.346513920528454
"39",4,"mussel_69",2025-06-24 12:40:00,0.693,5,0.116143445790109,0.227641153748614
"40",4,"mussel_70",2025-06-24 12:40:00,0.649,5,0.135704458290802,0.265980738249972
"41",5,"mussel_61",2025-06-24 12:45:00,0.433,5,0.0954918844719278,0.187164093564978
"42",5,"mussel_62",2025-06-24 12:45:00,0.494,5,0.162450915663778,0.318403794701005
"43",5,"mussel_63",2025-06-24 12:45:00,0.342,5,0.109228201486612,0.21408727491376
"44",5,"mussel_64",2025-06-24 12:45:00,0.68,5,0.403709920611322,0.791271444398191
"45",5,"mussel_65",2025-06-24 12:45:00,0.525,5,0.0275735380392143,0.0540441345568601
"46",5,"mussel_66",2025-06-24 12:45:00,0.162,5,0.145717878106978,0.285607041089676
"47",5,"mussel_67",2025-06-24 12:45:00,0.434,5,0.0563142965862133,0.110376021308978
"48",5,"mussel_68",2025-06-24 12:45:00,0.459,5,0.0232335963638865,0.0455378488732175
"49",5,"mussel_69",2025-06-24 12:45:00,0.692,5,0.371834909603711,0.728796422823274
"50",5,"mussel_70",2025-06-24 12:45:00,0.879,5,0.465852229789662,0.913070370387737
"51",6,"mussel_61",2025-06-24 12:50:00,0.307,4,0.114969561189038,0.225340339930515
"52",6,"mussel_62",2025-06-24 12:50:00,0.5055,4,0.272546479216543,0.534191099264424
"53",6,"mussel_63",2025-06-24 12:50:00,0.401,4,0.00895823643358445,0.0175581434098255
"54",6,"mussel_64",2025-06-24 12:50:00,0.5995,4,0.273462977384508,0.535987435673636
"55",6,"mussel_65",2025-06-24 12:50:00,0.471,4,0.0279090785707208,0.0547017939986128
"56",6,"mussel_66",2025-06-24 12:50:00,0.483,4,0.193522393191761,0.379303890655852
"57",6,"mussel_67",2025-06-24 12:50:00,0.43,4,0.015326991442115,0.0300409032265454
"58",6,"mussel_68",2025-06-24 12:50:00,0.439,4,0.0214864298259778,0.0421134024589164
"59",6,"mussel_69",2025-06-24 12:50:00,0.7125,4,0.33421001381367,0.655051627074793
"60",6,"mussel_70",2025-06-24 12:50:00,0.979,4,0.502965538912293,0.985812456268094
