"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_41",2025-06-24 11:15:00,0.2455,4,0.372202901654461,0.729517687242743
"2",1,"mussel_42",2025-06-24 11:15:00,0.61,4,0.19222621222577,0.376763375962509
"3",1,"mussel_43",2025-06-24 11:15:00,0.18,4,0.134788723563954,0.26418589818535
"4",1,"mussel_44",2025-06-24 11:15:00,0.4805,4,0.115974135047432,0.227309304692967
"5",1,"mussel_45",2025-06-24 11:15:00,0.2375,4,0.09405317644822,0.184344225838511
"6",1,"mussel_46",2025-06-24 11:15:00,0.4955,4,0.174629846628042,0.342274499390962
"7",1,"mussel_47",2025-06-24 11:15:00,0.7625,4,0.288851028502006,0.566148015863932
"8",1,"mussel_48",2025-06-24 11:15:00,0.4725,4,0.322307306774141,0.631722321277316
"9",1,"mussel_49",2025-06-24 11:15:00,0.5275,4,0.26747258426488,0.524246265159165
"10",1,"mussel_50",2025-06-24 11:15:00,0.8445,4,0.280403726794064,0.549591304516365
"11",2,"mussel_41",2025-06-24 11:20:00,0.574,5,0.0369526724338038,0.0724272379702554
"12",2,"mussel_42",2025-06-24 11:20:00,0.49,5,0.130970225623994,0.256701642223029
"13",2,"mussel_43",2025-06-24 11:20:00,0.168,5,0.0910098895725074,0.178379383562115
"14",2,"mussel_44",2025-06-24 11:20:00,0.54,5,0.0393725792906688,0.0771702554097108
"15",2,"mussel_45",2025-06-24 11:20:00,0.679,5,0.198927876377344,0.389898637699595
"16",2,"mussel_46",2025-06-24 11:20:00,0.368,5,0.15208780358727,0.298092095031049
"17",2,"mussel_47",2025-06-24 11:20:00,0.233,5,0.388106299871569,0.760688347748275
"18",2,"mussel_48",2025-06-24 11:20:00,0.356,5,0.312877452047922,0.613239806013928
"19",2,"mussel_49",2025-06-24 11:20:00,0.572,5,0.187123488637851,0.366762037730188
"20",2,"mussel_50",2025-06-24 11:20:00,0.435,5,0.312678269152175,0.612849407538263
"21",3,"mussel_41",2025-06-24 11:25:00,0.49,5,0.124136215505387,0.243306982390559
"22",3,"mussel_42",2025-06-24 11:25:00,0.478,5,0.0174499283666152,0.0342018595985657
"23",3,"mussel_43",2025-06-24 11:25:00,0.322,5,0.116654189809025,0.228642212025689
"24",3,"mussel_44",2025-06-24 11:25:00,0.475,5,0.111192625654762,0.217937546283333
"25",3,"mussel_45",2025-06-24 11:25:00,0.773,5,0.266264342336709,0.521878110979949
"26",3,"mussel_46",2025-06-24 11:25:00,0.342,5,0.141575774763905,0.277488518537254
"27",3,"mussel_47",2025-06-24 11:25:00,0.492,5,0.0644802295281275,0.12638124987513
"28",3,"mussel_48",2025-06-24 11:25:00,0.249,5,0.205472139230602,0.40272539289198
"29",3,"mussel_49",2025-06-24 11:25:00,0.719,5,0.338437882040412,0.663338248799208
"30",3,"mussel_50",2025-06-24 11:25:00,1.033,5,0.358766915977491,0.703183155315882
"31",4,"mussel_41",2025-06-24 11:30:00,0.455,5,0.154229698826134,0.302290209699223
"32",4,"mussel_42",2025-06-24 11:30:00,0.462,5,0.14380959634183,0.281866808829986
"33",4,"mussel_43",2025-06-24 11:30:00,0.322,5,0.0824924238945614,0.16168515083334
"34",4,"mussel_44",2025-06-24 11:30:00,0.497,5,0.0103682206766639,0.0203217125262612
"35",4,"mussel_45",2025-06-24 11:30:00,1.003,5,0.384431138176917,0.753485030826758
"36",4,"mussel_46",2025-06-24 11:30:00,0.597,5,0.0370985174905952,0.0727130942815666
"37",4,"mussel_47",2025-06-24 11:30:00,0.533,5,0.0251256840702895,0.0492463407777675
"38",4,"mussel_48",2025-06-24 11:30:00,0.525,5,0.252417313193846,0.494737933859938
"39",4,"mussel_49",2025-06-24 11:30:00,0.456,5,0.124014112100196,0.243067659716384
"40",4,"mussel_50",2025-06-24 11:30:00,0.592,5,0.5570774631952,1.09187182786259
"41",5,"mussel_41",2025-06-24 11:35:00,0.47,5,0.135966172263545,0.266493697636548
"42",5,"mussel_42",2025-06-24 11:35:00,0.258,5,0.139711488432412,0.273834517327528
"43",5,"mussel_43",2025-06-24 11:35:00,0.237,5,0.114272481376751,0.223974063498433
"44",5,"mussel_44",2025-06-24 11:35:00,0.491,5,0.113408553469304,0.222280764799836
"45",5,"mussel_45",2025-06-24 11:35:00,0.488,5,0.330038937096822,0.646876316709771
"46",5,"mussel_46",2025-06-24 11:35:00,0.566,5,0.0725168945832625,0.142133113383194
"47",5,"mussel_47",2025-06-24 11:35:00,0.509,5,0.0175128524232919,0.0343251907496521
"48",5,"mussel_48",2025-06-24 11:35:00,0.485,5,0.129605941221844,0.254027644794814
"49",5,"mussel_49",2025-06-24 11:35:00,0.555,5,0.140316784455745,0.27502089753326
"50",5,"mussel_50",2025-06-24 11:35:00,0.709,5,0.374168812169053,0.733370871851344
"51",6,"mussel_41",2025-06-24 11:40:00,0.506,5,0.237556940542683,0.465611603463659
"52",6,"mussel_42",2025-06-24 11:40:00,0.531,5,0.04655319537905,0.091244262942938
"53",6,"mussel_43",2025-06-24 11:40:00,0.215,5,0.139564680345709,0.27354677347759
"54",6,"mussel_44",2025-06-24 11:40:00,0.464,5,0.00998999499499373,0.0195803901901877
"55",6,"mussel_45",2025-06-24 11:40:00,0.508,5,0.0302109251761676,0.0592134133452886
"56",6,"mussel_46",2025-06-24 11:40:00,0.503,5,0.0244642596454502,0.0479499489050823
"57",6,"mussel_47",2025-06-24 11:40:00,0.454,5,0.128640973255025,0.252136307579849
"58",6,"mussel_48",2025-06-24 11:40:00,0.473,5,0.0355274541727943,0.0696338101786769
"59",6,"mussel_49",2025-06-24 11:40:00,0.483,5,0.441192361674587,0.864737028882191
"60",6,"mussel_50",2025-06-24 11:40:00,0.818,5,0.520076725108902,1.01935038121345
