"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_151",2025-06-27 08:50:00,0.5805,4,0.168488130145717,0.330236735085605
"2",1,"mussel_152",2025-06-27 08:50:00,0.2205,4,0.0110453610171873,0.021648907593687
"3",1,"mussel_153",2025-06-27 08:50:00,0.55,4,0.374451153912852,0.733924261669191
"4",1,"mussel_154",2025-06-27 08:50:00,0.22,4,0.0589710380893311,0.115583234655089
"5",1,"mussel_155",2025-06-27 08:50:00,0.5205,4,0.0673417898980022,0.131989908200084
"6",1,"mussel_156",2025-06-27 08:50:00,0.2685,4,0.0837874294469841,0.164223361716089
"7",1,"mussel_157",2025-06-27 08:50:00,0.496,4,0.0484243396100212,0.0949117056356416
"8",1,"mussel_158",2025-06-27 08:50:00,0.214,4,0.0712039324756716,0.139559707652316
"9",1,"mussel_159",2025-06-27 08:50:00,0.7675,4,0.362135333818726,0.709785254284703
"10",1,"mussel_160",2025-06-27 08:50:00,0.77,4,0.196384614129179,0.384913843693192
"11",2,"mussel_151",2025-06-27 08:55:00,0.576,5,0.0156460857724863,0.0306663281140732
"12",2,"mussel_152",2025-06-27 08:55:00,0.195,5,0.0825439276991348,0.161786098290304
"13",2,"mussel_153",2025-06-27 08:55:00,0.589,5,0.373443837812328,0.731949922112162
"14",2,"mussel_154",2025-06-27 08:55:00,0.203,5,0.0132022725316515,0.025876454162037
"15",2,"mussel_155",2025-06-27 08:55:00,0.538,5,0.0186681547025945,0.0365895832170852
"16",2,"mussel_156",2025-06-27 08:55:00,0.541,5,0.159589160032879,0.312794753664444
"17",2,"mussel_157",2025-06-27 08:55:00,0.469,5,0.0499779951578692,0.0979568705094236
"18",2,"mussel_158",2025-06-27 08:55:00,0.453,5,0.118521306101477,0.232301759958895
"19",2,"mussel_159",2025-06-27 08:55:00,0.75,5,0.216772461350606,0.424874024247188
"20",2,"mussel_160",2025-06-27 08:55:00,0.781,5,0.354947883498409,0.695697851656881
"21",3,"mussel_151",2025-06-27 09:00:00,0.586,5,0.131712945453361,0.258157373088587
"22",3,"mussel_152",2025-06-27 09:00:00,0.482,5,0.117935575633479,0.231153728241618
"23",3,"mussel_153",2025-06-27 09:00:00,0.763,5,0.250893802235129,0.491751852380853
"24",3,"mussel_154",2025-06-27 09:00:00,0.175,5,0.0546973491130969,0.10720680426167
"25",3,"mussel_155",2025-06-27 09:00:00,0.532,5,0.00965919251283461,0.0189320173251558
"26",3,"mussel_156",2025-06-27 09:00:00,0.528,5,0.111204766084912,0.217961341526428
"27",3,"mussel_157",2025-06-27 09:00:00,0.44,5,0.189924195404377,0.372251422992579
"28",3,"mussel_158",2025-06-27 09:00:00,0.441,5,0.00836660026534076,0.0163985365200679
"29",3,"mussel_159",2025-06-27 09:00:00,0.316,5,0.426959834176471,0.836841274985884
"30",3,"mussel_160",2025-06-27 09:00:00,1.027,5,0.55931341839795,1.09625430005998
"31",4,"mussel_151",2025-06-27 09:05:00,0.509,5,0.220019317333729,0.431237861974108
"32",4,"mussel_152",2025-06-27 09:05:00,0.502,5,0.0364238932570367,0.0713908307837919
"33",4,"mussel_153",2025-06-27 09:05:00,0.918,5,0.366603737024052,0.718543324567141
"34",4,"mussel_154",2025-06-27 09:05:00,0.265,5,0.062771808959118,0.123032745559871
"35",4,"mussel_155",2025-06-27 09:05:00,0.535,5,0.123837797138031,0.24272208239054
"36",4,"mussel_156",2025-06-27 09:05:00,0.457,5,0.0303776233435073,0.0595401417532743
"37",4,"mussel_157",2025-06-27 09:05:00,0.691,5,0.228263444291897,0.447396350812118
"38",4,"mussel_158",2025-06-27 09:05:00,0.428,5,0.102646480699535,0.201187102171088
"39",4,"mussel_159",2025-06-27 09:05:00,0.886,5,0.3387705713311,0.663990319808956
"40",4,"mussel_160",2025-06-27 09:05:00,0.701,5,0.411443799321365,0.806429846669876
"41",5,"mussel_151",2025-06-27 09:10:00,0.556,5,0.0687604537506843,0.134770489351341
"42",5,"mussel_152",2025-06-27 09:10:00,0.417,5,0.0117686022959398,0.023066460500042
"43",5,"mussel_153",2025-06-27 09:10:00,0.726,5,0.394031978397693,0.772302677659478
"44",5,"mussel_154",2025-06-27 09:10:00,0.238,5,0.104157092893379,0.204147902071023
"45",5,"mussel_155",2025-06-27 09:10:00,0.537,5,0.00918150314491043,0.0179957461640244
"46",5,"mussel_156",2025-06-27 09:10:00,0.458,5,0.103666291532012,0.203185931402743
"47",5,"mussel_157",2025-06-27 09:10:00,0.718,5,0.159379107790199,0.312383051268791
"48",5,"mussel_158",2025-06-27 09:10:00,0.415,5,0.0951236038005289,0.186442263449037
"49",5,"mussel_159",2025-06-27 09:10:00,0.677,5,0.367992255353289,0.721264820492446
"50",5,"mussel_160",2025-06-27 09:10:00,1.074,5,0.326326217150875,0.639599385615715
"51",6,"mussel_151",2025-06-27 09:15:00,0.422,5,0.135716616521338,0.266004568381823
"52",6,"mussel_152",2025-06-27 09:15:00,0.425,5,0.196900990347941,0.385925941081965
"53",6,"mussel_153",2025-06-27 09:15:00,0.698,5,0.477110574185901,0.935136725404366
"54",6,"mussel_154",2025-06-27 09:15:00,0.158,5,0.0366701513495649,0.0718734966451473
"55",6,"mussel_155",2025-06-27 09:15:00,0.543,5,0.025475478405714,0.0499319376751994
"56",6,"mussel_156",2025-06-27 09:15:00,0.45,5,0.00449444101084885,0.00880910438126375
"57",6,"mussel_157",2025-06-27 09:15:00,0.359,5,0.191841601327762,0.376009538602414
"58",6,"mussel_158",2025-06-27 09:15:00,0.415,5,0.00646529195009783,0.0126719722221917
