"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_141",2025-06-27 08:25:00,0.498,5,0.154431861997452,0.302686449515006
"2",1,"mussel_142",2025-06-27 08:25:00,0.198,5,0.0618247523246151,0.121176514556246
"3",1,"mussel_143",2025-06-27 08:25:00,0.243,5,0.138055061479107,0.27058792049905
"4",1,"mussel_144",2025-06-27 08:25:00,0.354,5,0.159344595138963,0.312315406472367
"5",1,"mussel_145",2025-06-27 08:25:00,0.535,5,0.0198040399918805,0.0388159183840857
"6",1,"mussel_146",2025-06-27 08:25:00,0.606,5,0.143044398701941,0.280367021455805
"7",1,"mussel_147",2025-06-27 08:25:00,0.575,5,0.0281921975021458,0.0552567071042059
"8",1,"mussel_148",2025-06-27 08:25:00,0.555,5,0.10476020236712,0.205329996639556
"9",1,"mussel_149",2025-06-27 08:25:00,0.469,5,0.449913547251025,0.881830552612008
"10",1,"mussel_150",2025-06-27 08:25:00,0.848,5,0.401572782942271,0.78708265456685
"11",2,"mussel_141",2025-06-27 08:30:00,0.519,5,0.119351581472555,0.233929099686208
"12",2,"mussel_142",2025-06-27 08:30:00,0.198,5,0.120269281198484,0.235727791149029
"13",2,"mussel_143",2025-06-27 08:30:00,0.235,5,0.239788865462932,0.469986176307346
"14",2,"mussel_144",2025-06-27 08:30:00,0.554,5,0.0177115781340907,0.0347146931428177
"15",2,"mussel_145",2025-06-27 08:30:00,0.545,5,0.0322071420650762,0.0631259984475493
"16",2,"mussel_146",2025-06-27 08:30:00,0.625,5,0.154692275178821,0.303196859350489
"17",2,"mussel_147",2025-06-27 08:30:00,0.507,5,0.0203150190745665,0.0398174373861503
"18",2,"mussel_148",2025-06-27 08:30:00,0.231,5,0.0561008021333029,0.109957572181274
"19",2,"mussel_149",2025-06-27 08:30:00,0.585,5,0.133696671611525,0.262045476358589
"20",2,"mussel_150",2025-06-27 08:30:00,0.442,5,0.141546105562817,0.27743036690312
"21",3,"mussel_141",2025-06-27 08:35:00,0.485,5,0.13570114222069,0.265974238752553
"22",3,"mussel_142",2025-06-27 08:35:00,0.514,5,0.111584049039278,0.218704736116985
"23",3,"mussel_143",2025-06-27 08:35:00,0.629,5,0.52584912284799,1.03066428078206
"24",3,"mussel_144",2025-06-27 08:35:00,0.507,5,0.0242322099693776,0.04749513153998
"25",3,"mussel_145",2025-06-27 08:35:00,0.478,5,0.112417525324124,0.220338349635283
"26",3,"mussel_146",2025-06-27 08:35:00,0.567,5,0.0458835482498902,0.0899317545697847
"27",3,"mussel_147",2025-06-27 08:35:00,0.445,5,0.0255538646783613,0.0500855747695881
"28",3,"mussel_148",2025-06-27 08:35:00,0.552,5,0.164399817518147,0.322223642335568
"29",3,"mussel_149",2025-06-27 08:35:00,0.547,5,0.0563888286808655,0.110522104214496
"30",3,"mussel_150",2025-06-27 08:35:00,1.073,5,0.45378937845657,0.889427181774877
"31",4,"mussel_141",2025-06-27 08:40:00,0.46,5,0.0119791485507109,0.0234791311593934
"32",4,"mussel_142",2025-06-27 08:40:00,0.478,5,0.0282931087015902,0.0554544930551168
"33",4,"mussel_143",2025-06-27 08:40:00,0.691,5,0.287205849522603,0.562923465064302
"34",4,"mussel_144",2025-06-27 08:40:00,0.481,5,0.0199574547475373,0.0391166113051732
"35",4,"mussel_145",2025-06-27 08:40:00,0.47,5,0.0997281304346973,0.195467135652007
"36",4,"mussel_146",2025-06-27 08:40:00,0.543,5,0.0248555828738736,0.0487169424327923
"37",4,"mussel_147",2025-06-27 08:40:00,0.472,5,0.0550926492374436,0.10798159250539
"38",4,"mussel_148",2025-06-27 08:40:00,0.679,5,0.21125647919058,0.414062699213537
"39",4,"mussel_149",2025-06-27 08:40:00,0.58,5,0.163532259814386,0.320523229236197
"40",4,"mussel_150",2025-06-27 08:40:00,0.659,5,0.200553484138272,0.393084828911013
"41",5,"mussel_141",2025-06-27 08:45:00,0.441,5,0.0194216374180964,0.0380664093394689
