"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_81",2025-06-24 13:25:00,0.221,3,0.0122882057274445,0.0240848832257912
"2",1,"mussel_82",2025-06-24 13:25:00,0.369,3,0.131720664033148,0.258172501504969
"3",1,"mussel_83",2025-06-24 13:25:00,0.211,3,0.0267644042215278,0.0524582322741944
"4",1,"mussel_84",2025-06-24 13:25:00,0.403,3,0.042453896562428,0.0832096372623588
"5",1,"mussel_85",2025-06-24 13:25:00,0.199,3,0.0975106831754005,0.191120939023785
"6",1,"mussel_86",2025-06-24 13:25:00,0.422,3,0.187960102149366,0.368401800212757
"7",1,"mussel_87",2025-06-24 13:25:00,0.217,3,0.0563589685261657,0.110463578311285
"8",1,"mussel_88",2025-06-24 13:25:00,0.207,3,0.448589270194165,0.879234969580563
"9",1,"mussel_89",2025-06-24 13:25:00,0.538,3,0.111894295356525,0.21931281889879
"10",1,"mussel_90",2025-06-24 13:25:00,0.577,3,0.355863737967217,0.697492926415745
"11",2,"mussel_81",2025-06-24 13:30:00,0.231,5,0.13796448818446,0.270410396841542
"12",2,"mussel_82",2025-06-24 13:30:00,0.498,5,0.0480468521341409,0.0941718301829161
"13",2,"mussel_83",2025-06-24 13:30:00,0.185,5,0.0810413474715222,0.158841041044184
"14",2,"mussel_84",2025-06-24 13:30:00,0.481,5,0.0822666396542365,0.161242613722304
"15",2,"mussel_85",2025-06-24 13:30:00,0.555,5,0.170047640383511,0.333293375151682
"16",2,"mussel_86",2025-06-24 13:30:00,0.315,5,0.0824639315094787,0.161629305758578
"17",2,"mussel_87",2025-06-24 13:30:00,0.205,5,0.118593001479851,0.232442282900508
"18",2,"mussel_88",2025-06-24 13:30:00,0.582,5,0.0277524773668946,0.0543948556391135
"19",2,"mussel_89",2025-06-24 13:30:00,0.492,5,0.156598211994901,0.306932495510006
"20",2,"mussel_90",2025-06-24 13:30:00,0.729,5,0.348530916849567,0.683120597025152
"21",3,"mussel_81",2025-06-24 13:35:00,0.489,5,0.0166823259769134,0.0326973589147503
"22",3,"mussel_82",2025-06-24 13:35:00,0.581,5,0.0275463246187218,0.0539907962526948
"23",3,"mussel_83",2025-06-24 13:35:00,0.425,5,0.0720465127539147,0.141211164997673
"24",3,"mussel_84",2025-06-24 13:35:00,0.512,5,0.0227310360520589,0.0445528306620354
"25",3,"mussel_85",2025-06-24 13:35:00,0.545,5,0.0314515500412937,0.0616450380809356
"26",3,"mussel_86",2025-06-24 13:35:00,0.212,5,0.0923108877652035,0.180929340019799
"27",3,"mussel_87",2025-06-24 13:35:00,0.518,5,0.12297032162274,0.241021830380569
"28",3,"mussel_88",2025-06-24 13:35:00,0.553,5,0.162060791063107,0.31763915048369
"29",3,"mussel_89",2025-06-24 13:35:00,0.476,5,0.0833306666239986,0.163328106583037
"30",3,"mussel_90",2025-06-24 13:35:00,0.761,5,0.308987378383001,0.605615261630682
"31",4,"mussel_81",2025-06-24 13:40:00,0.405,5,0.0770370040954346,0.150992528027052
"32",4,"mussel_82",2025-06-24 13:40:00,0.623,5,0.0126015872016187,0.0246991109151727
"33",4,"mussel_83",2025-06-24 13:40:00,0.257,5,0.056265442324752,0.110280266956514
"34",4,"mussel_84",2025-06-24 13:40:00,0.507,5,0.153716297119076,0.301283942353389
"35",4,"mussel_85",2025-06-24 13:40:00,0.533,5,0.00763544366752844,0.0149654695883557
"36",4,"mussel_86",2025-06-24 13:40:00,0.241,5,0.15234730059965,0.298600709175313
"37",4,"mussel_87",2025-06-24 13:40:00,0.532,5,0.15414376406459,0.302121777566596
"38",4,"mussel_88",2025-06-24 13:40:00,0.532,5,0.193483849455194,0.379228344932179
"39",4,"mussel_89",2025-06-24 13:40:00,0.543,5,0.0712404379548582,0.139631258391522
"40",4,"mussel_90",2025-06-24 13:40:00,0.508,5,0.292394767395041,0.57309374409428
"41",5,"mussel_81",2025-06-24 13:45:00,0.401,5,0.11631938789385,0.227986000271947
"42",5,"mussel_82",2025-06-24 13:45:00,0.633,5,0.0164529632589391,0.0322478079875207
"43",5,"mussel_83",2025-06-24 13:45:00,0.376,5,0.164047858870514,0.321533803386207
"44",5,"mussel_84",2025-06-24 13:45:00,0.51,5,0.146590245241626,0.287316880673587
"45",5,"mussel_85",2025-06-24 13:45:00,0.535,5,0.0167779617355625,0.0328848050017026
"46",5,"mussel_86",2025-06-24 13:45:00,0.611,5,0.0163248277173145,0.0319966623259365
"47",5,"mussel_87",2025-06-24 13:45:00,0.497,5,0.127241895616185,0.249394115407722
"48",5,"mussel_88",2025-06-24 13:45:00,0.16,5,0.0535509103564076,0.104959784298559
"49",5,"mussel_89",2025-06-24 13:45:00,0.578,5,0.0341730888273214,0.06697925410155
"50",5,"mussel_90",2025-06-24 13:45:00,0.598,5,0.402307966612644,0.788523614560781
