"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_121",2025-06-24 15:25:00,0.6015,4,0.0164595463687997,0.0322607108828474
"2",1,"mussel_122",2025-06-24 15:25:00,0.5625,4,0.213236175792633,0.417942904553561
"3",1,"mussel_123",2025-06-24 15:25:00,0.6035,4,0.0859045012402338,0.168372822430858
"4",1,"mussel_124",2025-06-24 15:25:00,0.5225,4,0.0210554822631384,0.0412687452357512
"5",1,"mussel_125",2025-06-24 15:25:00,0.1875,4,0.0520672641877792,0.102051837808047
"6",1,"mussel_126",2025-06-24 15:25:00,0.561,4,0.209884889086058,0.411374382608673
"7",1,"mussel_127",2025-06-24 15:25:00,0.251,4,0.09073036977771,0.177831524764312
"8",1,"mussel_128",2025-06-24 15:25:00,0.4005,4,0.0936780835272228,0.183609043713357
"9",1,"mussel_129",2025-06-24 15:25:00,0.6445,4,0.451897480999102,0.885719062758239
"10",1,"mussel_130",2025-06-24 15:25:00,0.4925,4,0.106678645160751,0.209090144515071
"11",2,"mussel_121",2025-06-24 15:30:00,0.529,5,0.0424051883618031,0.083114169189134
"12",2,"mussel_122",2025-06-24 15:30:00,0.593,5,0.00482700735445887,0.00946093441473939
"13",2,"mussel_123",2025-06-24 15:30:00,0.656,5,0.031535694062443,0.0618099603623882
"14",2,"mussel_124",2025-06-24 15:30:00,0.495,5,0.0333736422944814,0.0654123388971836
"15",2,"mussel_125",2025-06-24 15:30:00,0.536,5,0.0290120664551838,0.0568636502521603
"16",2,"mussel_126",2025-06-24 15:30:00,0.547,5,0.0348324561293056,0.068271614013439
"17",2,"mussel_127",2025-06-24 15:30:00,0.239,5,0.0896783139895036,0.175769495419427
"18",2,"mussel_128",2025-06-24 15:30:00,0.522,5,0.0365786823163438,0.0716942173400338
"19",2,"mussel_129",2025-06-24 15:30:00,0.655,5,0.100118429871827,0.196232122548782
"20",2,"mussel_130",2025-06-24 15:30:00,0.598,5,0.207674745696245,0.40704250156464
"21",3,"mussel_121",2025-06-24 15:35:00,0.472,5,0.00921954445729288,0.018070307136294
"22",3,"mussel_122",2025-06-24 15:35:00,0.577,5,0.0200324736365732,0.0392636483276834
"23",3,"mussel_123",2025-06-24 15:35:00,0.61,5,0.0193649167310371,0.0379552367928327
"24",3,"mussel_124",2025-06-24 15:35:00,0.435,5,0.0252230053720805,0.0494370905292777
"25",3,"mussel_125",2025-06-24 15:35:00,0.524,5,0.0142126704035519,0.0278568339909617
"26",3,"mussel_126",2025-06-24 15:35:00,0.545,5,0.0643094083319074,0.126046440330538
"27",3,"mussel_127",2025-06-24 15:35:00,0.27,5,0.132788177184567,0.260264827281752
"28",3,"mussel_128",2025-06-24 15:35:00,0.484,5,0.0213611797427015,0.0418679122956949
"29",3,"mussel_129",2025-06-24 15:35:00,0.703,5,0.497696393396617,0.975484931057369
"30",3,"mussel_130",2025-06-24 15:35:00,0.794,5,0.487461588230293,0.955424712931375
"31",4,"mussel_121",2025-06-24 15:40:00,0.439,5,0.130060370597657,0.254918326371409
"32",4,"mussel_122",2025-06-24 15:40:00,0.523,5,0.0250559374201006,0.0491096373433972
"33",4,"mussel_123",2025-06-24 15:40:00,0.563,5,0.136977005369514,0.268474930524248
"34",4,"mussel_124",2025-06-24 15:40:00,0.402,5,0.0145327216996679,0.0284841345313492
"35",4,"mussel_125",2025-06-24 15:40:00,0.496,5,0.00676017751246223,0.013249947924426
"36",4,"mussel_126",2025-06-24 15:40:00,0.531,5,0.123817203974246,0.242681719789522
"37",4,"mussel_127",2025-06-24 15:40:00,0.5,5,0.12675290923683,0.248435702104186
"38",4,"mussel_128",2025-06-24 15:40:00,0.431,5,0.100599701788822,0.197175415506092
"39",4,"mussel_129",2025-06-24 15:40:00,0.673,5,0.129138297959978,0.253111064001556
"40",4,"mussel_130",2025-06-24 15:40:00,0.695,5,0.248098166055294,0.486272405468375
"41",5,"mussel_121",2025-06-24 15:45:00,0.441,5,0.0446855681400606,0.0875837135545188
"42",5,"mussel_122",2025-06-24 15:45:00,0.489,5,0.147233488038557,0.288577636555572
"43",5,"mussel_123",2025-06-24 15:45:00,0.54,5,0.0165740761431821,0.032485189240637
"44",5,"mussel_124",2025-06-24 15:45:00,0.39,5,0.0259903828367341,0.0509411503599987
"45",5,"mussel_125",2025-06-24 15:45:00,0.48,5,0.0104976187776085,0.0205753328041128
"46",5,"mussel_126",2025-06-24 15:45:00,0.494,5,0.110644475686769,0.216863172346067
"47",5,"mussel_127",2025-06-24 15:45:00,0.429,5,0.185599838361999,0.363775683189517
