"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_1",2025-06-24 08:45:00,0.215,4,0.0117756811551038,0.0230803350640034
"2",1,"mussel_10",2025-06-24 08:45:00,0.5845,4,0.347968748596767,0.682018747249663
"3",1,"mussel_2",2025-06-24 08:45:00,0.512,4,0.295361924876357,0.578909372757659
"4",1,"mussel_3",2025-06-24 08:45:00,0.403,4,0.199955620076056,0.39191301534907
"5",1,"mussel_4",2025-06-24 08:45:00,0.221,4,0.0647784686450676,0.126965798544332
"6",1,"mussel_5",2025-06-24 08:45:00,0.4175,4,0.159145635608814,0.311925445793275
"7",1,"mussel_6",2025-06-24 08:45:00,0.478,4,0.056332347131407,0.110411400377558
"8",1,"mussel_7",2025-06-24 08:45:00,0.2275,4,0.058767905072979,0.115185093943039
"9",1,"mussel_8",2025-06-24 08:45:00,0.4335,4,0.129158816965781,0.25315128125293
"10",1,"mussel_9",2025-06-24 08:45:00,0.9295,4,0.336397086788813,0.659338290106073
"11",2,"mussel_1",2025-06-24 08:50:00,0.481,5,0.189451313006799,0.371324573493325
"12",2,"mussel_10",2025-06-24 08:50:00,0.7,5,0.339295593841123,0.6650193639286
"13",2,"mussel_2",2025-06-24 08:50:00,0.51,5,0.278115982999899,0.545107326679802
"14",2,"mussel_3",2025-06-24 08:50:00,0.619,5,0.0155402702679201,0.0304589297251233
"15",2,"mussel_4",2025-06-24 08:50:00,0.715,5,0.0836570379585603,0.163967794398778
"16",2,"mussel_5",2025-06-24 08:50:00,0.377,5,0.0755016556109864,0.147983244997533
"17",2,"mussel_6",2025-06-24 08:50:00,0.26,5,0.149279268486954,0.292587366234429
"18",2,"mussel_7",2025-06-24 08:50:00,0.279,5,0.145307604756255,0.28480290532226
"19",2,"mussel_8",2025-06-24 08:50:00,0.539,5,0.197216125101372,0.386543605198689
"20",2,"mussel_9",2025-06-24 08:50:00,0.642,5,0.174643923455699,0.34230208997317
"21",3,"mussel_1",2025-06-24 08:55:00,0.621,5,0.0348381974275363,0.0682828669579712
"22",3,"mussel_10",2025-06-24 08:55:00,0.829,5,0.197852723003753,0.387791337087357
"23",3,"mussel_2",2025-06-24 08:55:00,0.461,5,0.0187829710109982,0.0368146231815565
"24",3,"mussel_3",2025-06-24 08:55:00,0.577,5,0.0262392835268038,0.0514289957125355
"25",3,"mussel_4",2025-06-24 08:55:00,0.691,5,0.0339308119560968,0.0665043914339497
"26",3,"mussel_5",2025-06-24 08:55:00,0.4,5,0.0768784755311914,0.150681812041135
"27",3,"mussel_6",2025-06-24 08:55:00,0.468,5,0.113228529973678,0.221927918748408
"28",3,"mussel_7",2025-06-24 08:55:00,0.477,5,0.00933809402394299,0.0183026642869283
"29",3,"mussel_8",2025-06-24 08:55:00,0.513,5,0.195471992878775,0.3831251060424
"30",3,"mussel_9",2025-06-24 08:55:00,0.898,5,0.432809195835763,0.848306023838096
"31",4,"mussel_1",2025-06-24 09:00:00,0.578,5,0.0337979289306312,0.0662439407040372
"32",4,"mussel_10",2025-06-24 09:00:00,0.881,5,0.433269315784074,0.849207858936786
"33",4,"mussel_2",2025-06-24 09:00:00,0.445,5,0.00987420882906576,0.0193534493049689
"34",4,"mussel_3",2025-06-24 09:00:00,0.436,5,0.0921547611358198,0.180623331826207
"35",4,"mussel_4",2025-06-24 09:00:00,0.601,5,0.0147071411225976,0.0288259966002912
"36",4,"mussel_5",2025-06-24 09:00:00,0.257,5,0.0958331884056875,0.187833049275148
"37",4,"mussel_6",2025-06-24 09:00:00,0.475,5,0.0101833196944808,0.0199593066011823
"38",4,"mussel_7",2025-06-24 09:00:00,0.439,5,0.102155273970559,0.200224336982296
"39",4,"mussel_8",2025-06-24 09:00:00,0.447,5,0.027700180504827,0.054292353789461
"40",4,"mussel_9",2025-06-24 09:00:00,0.66,5,0.368693910988506,0.722640065537471
"41",5,"mussel_1",2025-06-24 09:05:00,0.482,5,0.0113446022407134,0.0222354203917983
"42",5,"mussel_10",2025-06-24 09:05:00,0.613,5,0.276227623528133,0.541406142115141
"43",5,"mussel_2",2025-06-24 09:05:00,0.415,5,0.0998333611574808,0.195673387868662
"44",5,"mussel_3",2025-06-24 09:05:00,0.425,5,0.0100598210719674,0.0197172493010562
"45",5,"mussel_4",2025-06-24 09:05:00,0.558,5,0.0357728947668483,0.0701148737430226
"46",5,"mussel_5",2025-06-24 09:05:00,0.354,5,0.0825693647789542,0.16183595496675
"47",5,"mussel_6",2025-06-24 09:05:00,0.459,5,0.0101636607578175,0.0199207750853223
"48",5,"mussel_7",2025-06-24 09:05:00,0.413,5,0.0970401978563523,0.19019878779845
"49",5,"mussel_8",2025-06-24 09:05:00,0.454,5,0.0910565758196518,0.178470888606518
"50",5,"mussel_9",2025-06-24 09:05:00,0.863,5,0.291139657209388,0.570633728130401
"51",6,"mussel_1",2025-06-24 09:10:00,0.48,5,0.0172973986483517,0.0339029013507694
"52",6,"mussel_10",2025-06-24 09:10:00,0.794,5,0.177533658780525,0.34796597120983
"53",6,"mussel_2",2025-06-24 09:10:00,0.433,5,0.00820365772079748,0.0160791691327631
"54",6,"mussel_3",2025-06-24 09:10:00,0.41,5,0.092669844070226,0.181632894377643
"55",6,"mussel_4",2025-06-24 09:10:00,0.508,5,0.100856333464984,0.197678413591368
"56",6,"mussel_5",2025-06-24 09:10:00,0.367,5,0.106330616475218,0.208408008291428
"57",6,"mussel_6",2025-06-24 09:10:00,0.442,5,0.14300279717544,0.280285482463862
"58",6,"mussel_7",2025-06-24 09:10:00,0.406,5,0.011458621208505,0.0224588975686697
"59",6,"mussel_8",2025-06-24 09:10:00,0.44,5,0.135021479772664,0.264642100354422
"60",6,"mussel_9",2025-06-24 09:10:00,0.756,5,0.187431854283097,0.36736643439487
