"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_131",2025-06-24 16:00:00,0.168,4,0.139459372817558,0.273340370722414
"2",1,"mussel_132",2025-06-24 16:00:00,0.5695,4,0.0311180547806789,0.0609913873701306
"3",1,"mussel_133",2025-06-24 16:00:00,0.3025,4,0.15317827304593,0.300229415170022
"4",1,"mussel_134",2025-06-24 16:00:00,0.3335,4,0.0526331644498029,0.103161002321614
"5",1,"mussel_135",2025-06-24 16:00:00,0.1865,4,0.0341308755625558,0.0668965161026093
"6",1,"mussel_136",2025-06-24 16:00:00,0.3775,4,0.132410976382876,0.259525513710438
"7",1,"mussel_137",2025-06-24 16:00:00,0.249,4,0.142037553719665,0.278393605290543
"8",1,"mussel_138",2025-06-24 16:00:00,0.551,4,0.0618169340337527,0.121161190706155
"9",1,"mussel_139",2025-06-24 16:00:00,0.7065,4,0.434754336761962,0.852118500053445
"10",1,"mussel_140",2025-06-24 16:00:00,0.5935,4,0.278034770007878,0.54494814921544
"11",2,"mussel_131",2025-06-24 16:05:00,0.444,5,0.160786504408797,0.315141548641242
"12",2,"mussel_132",2025-06-24 16:05:00,0.544,5,0.036293250061134,0.0711347701198226
"13",2,"mussel_133",2025-06-24 16:05:00,0.559,5,0.0252329150119442,0.0494565134234106
"14",2,"mussel_134",2025-06-24 16:05:00,0.475,5,0.280329805764567,0.549446419298552
"15",2,"mussel_135",2025-06-24 16:05:00,0.437,5,0.146678901004882,0.287490645969569
"16",2,"mussel_136",2025-06-24 16:05:00,0.522,5,0.0266326866838477,0.0522000659003416
"17",2,"mussel_137",2025-06-24 16:05:00,0.531,5,0.172543327891866,0.338184922668057
"18",2,"mussel_138",2025-06-24 16:05:00,0.552,5,0.0122474487139159,0.0240049994792752
"19",2,"mussel_139",2025-06-24 16:05:00,0.653,5,0.277074899621023,0.543066803257205
"20",2,"mussel_140",2025-06-24 16:05:00,0.675,5,0.415120705337616,0.813636582461728
"21",3,"mussel_131",2025-06-24 16:10:00,0.57,5,0.0175584737377711,0.0344146085260314
"22",3,"mussel_132",2025-06-24 16:10:00,0.531,5,0.0288062493219788,0.0564602486710784
"23",3,"mussel_133",2025-06-24 16:10:00,0.516,5,0.15775075277158,0.309191475432296
"24",3,"mussel_134",2025-06-24 16:10:00,0.619,5,0.331136376739252,0.649027298408934
"25",3,"mussel_135",2025-06-24 16:10:00,0.453,5,0.0400936403934589,0.0785835351711795
"26",3,"mussel_136",2025-06-24 16:10:00,0.465,5,0.0331918664735806,0.0650560582882179
"27",3,"mussel_137",2025-06-24 16:10:00,0.52,5,0.106598311431279,0.208932690405307
"28",3,"mussel_138",2025-06-24 16:10:00,0.53,5,0.0128569047597001,0.0251995333290123
"29",3,"mussel_139",2025-06-24 16:10:00,0.59,5,0.21617747338703,0.423707847838579
"30",3,"mussel_140",2025-06-24 16:10:00,0.831,5,0.406140616043262,0.796035607444793
"31",4,"mussel_131",2025-06-24 16:15:00,0.517,5,0.0267805899860328,0.0524899563726242
"32",4,"mussel_132",2025-06-24 16:15:00,0.519,5,0.116888836079414,0.22910211871565
"33",4,"mussel_133",2025-06-24 16:15:00,0.522,5,0.0185930094390338,0.0364422985005063
"34",4,"mussel_134",2025-06-24 16:15:00,0.506,5,0.241436741197358,0.473216012746822
"35",4,"mussel_135",2025-06-24 16:15:00,0.433,5,0.107641999238216,0.210978318506902
"36",4,"mussel_136",2025-06-24 16:15:00,0.42,5,0.128478792024209,0.25181843236745
"37",4,"mussel_137",2025-06-24 16:15:00,0.507,5,0.161624564964612,0.316784147330639
"38",4,"mussel_138",2025-06-24 16:15:00,0.482,5,0.0169056203672033,0.0331350159197185
"39",4,"mussel_139",2025-06-24 16:15:00,0.449,5,0.32373260571033,0.634515907192247
"40",4,"mussel_140",2025-06-24 16:15:00,0.502,5,0.167525520443901,0.328350020070047
"41",5,"mussel_131",2025-06-24 16:20:00,0.489,5,0.0581145420699501,0.113904502457102
"42",5,"mussel_132",2025-06-24 16:20:00,0.471,5,0.0198922095303664,0.0389887306795181
"43",5,"mussel_133",2025-06-24 16:20:00,0.472,5,0.032744465181157,0.0641791517550676
"44",5,"mussel_134",2025-06-24 16:20:00,0.443,5,0.100544517503442,0.197067254306747
"45",5,"mussel_135",2025-06-24 16:20:00,0.391,5,0.0433335897428311,0.084933835895949
"46",5,"mussel_136",2025-06-24 16:20:00,0.417,5,0.0348238424071785,0.0682547311180698
"47",5,"mussel_137",2025-06-24 16:20:00,0.45,5,0.045423562167668,0.0890301818486293
"48",5,"mussel_138",2025-06-24 16:20:00,0.475,5,0.00474341649025257,0.00929709632089504
"49",5,"mussel_139",2025-06-24 16:20:00,0.44,5,0.450758028214695,0.883485735300803
"50",5,"mussel_140",2025-06-24 16:20:00,0.453,5,0.402269561364019,0.788448340273477
"51",6,"mussel_131",2025-06-24 16:25:00,0.44,5,0.136942323625678,0.268406954306329
"52",6,"mussel_132",2025-06-24 16:25:00,0.494,5,0.113883712619496,0.223212076734213
