"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_291",2025-07-01 10:00:00,0.282,3,0.00986576572463248,0.0193369008202797
"2",1,"mussel_292",2025-07-01 10:00:00,0.493,3,0.0221885856541902,0.0434896278822127
"3",1,"mussel_293",2025-07-01 10:00:00,0.714,3,0.275231417780262,0.539453578849314
"4",1,"mussel_294",2025-07-01 10:00:00,0.535,3,0.186405472022685,0.365354725164463
"5",1,"mussel_295",2025-07-01 10:00:00,0.522,3,0.00321455025366432,0.00630051849718207
"6",1,"mussel_296",2025-07-01 10:00:00,0.178,3,0.181016573826818,0.354792484700564
"7",1,"mussel_297",2025-07-01 10:00:00,0.475,3,0.143684840304513,0.281622286996845
"8",1,"mussel_298",2025-07-01 10:00:00,0.48,3,0.141937779795702,0.278198048399577
"9",1,"mussel_299",2025-07-01 10:00:00,0.617,3,0.653437831778969,1.28073815028678
"10",1,"mussel_300",2025-07-01 10:00:00,0.941,3,0.366640150556373,0.718614695090491
"11",2,"mussel_291",2025-07-01 10:05:00,0.388,5,0.095604916191585,0.187385635735507
"12",2,"mussel_292",2025-07-01 10:05:00,0.529,5,0.0208398656425611,0.0408461366594198
"13",2,"mussel_293",2025-07-01 10:05:00,0.574,5,0.0963965767027025,0.188937290337297
"14",2,"mussel_294",2025-07-01 10:05:00,0.559,5,0.0127867118525444,0.025061955230987
"15",2,"mussel_295",2025-07-01 10:05:00,0.501,5,0.0556668662671072,0.10910705788353
"16",2,"mussel_296",2025-07-01 10:05:00,0.431,5,0.101750675673432,0.199431324319927
"17",2,"mussel_297",2025-07-01 10:05:00,0.509,5,0.0421188793773054,0.0825530035795186
"18",2,"mussel_298",2025-07-01 10:05:00,0.457,5,0.00864869932417585,0.0169514506753847
"19",2,"mussel_299",2025-07-01 10:05:00,0.715,5,0.261852630309493,0.513231155406606
"20",2,"mussel_300",2025-07-01 10:05:00,0.74,5,0.734764452052493,1.44013832602289
"21",3,"mussel_291",2025-07-01 10:10:00,0.483,5,0.115623094578895,0.226621265374633
"22",3,"mussel_292",2025-07-01 10:10:00,0.484,5,0.111032878013677,0.217624440906806
"23",3,"mussel_293",2025-07-01 10:10:00,0.492,5,0.119546225369101,0.234310601723439
"24",3,"mussel_294",2025-07-01 10:10:00,0.467,5,0.0214895323355349,0.0421194833776484
"25",3,"mussel_295",2025-07-01 10:10:00,0.439,5,0.0285867101989718,0.0560299519899848
"26",3,"mussel_296",2025-07-01 10:10:00,0.425,5,0.0919728220726101,0.180266731262316
"27",3,"mussel_297",2025-07-01 10:10:00,0.44,5,0.120597263650549,0.236370636755076
"28",3,"mussel_298",2025-07-01 10:10:00,0.451,5,0.0139534941860453,0.0273488486046488
"29",3,"mussel_299",2025-07-01 10:10:00,0.422,5,0.270904595752822,0.530973007675531
"30",3,"mussel_300",2025-07-01 10:10:00,0.87,5,0.392150863826666,0.768615693100264
"31",4,"mussel_291",2025-07-01 10:15:00,0.409,5,0.0914549069213894,0.179251617565923
"32",4,"mussel_292",2025-07-01 10:15:00,0.493,5,0.00960208310732625,0.0188200828903595
"33",4,"mussel_293",2025-07-01 10:15:00,0.463,5,0.112754157351292,0.220998148408533
"34",4,"mussel_294",2025-07-01 10:15:00,0.443,5,0.100401693212814,0.196787318697115
"35",4,"mussel_295",2025-07-01 10:15:00,0.441,5,0.0233130864537495,0.0456936494493491
"36",4,"mussel_296",2025-07-01 10:15:00,0.433,5,0.0969185224815154,0.18996030406377
"37",4,"mussel_297",2025-07-01 10:15:00,0.455,5,0.0154854770672395,0.0303515350517894
"38",4,"mussel_298",2025-07-01 10:15:00,0.432,5,0.0107842477716343,0.0211371256324033
"39",4,"mussel_299",2025-07-01 10:15:00,0.71,5,0.208943293742585,0.409528855735466
"40",4,"mussel_300",2025-07-01 10:15:00,0.733,5,0.483981197981905,0.948603148044534
"41",5,"mussel_291",2025-07-01 10:20:00,0.431,5,0.116518238915631,0.228375748274636
"42",5,"mussel_292",2025-07-01 10:20:00,0.489,5,0.00712741187248219,0.0139697272700651
"43",5,"mussel_293",2025-07-01 10:20:00,0.504,5,0.13673880210094,0.268008052117842
"44",5,"mussel_294",2025-07-01 10:20:00,0.454,5,0.0114105214604767,0.0223646220625344
"45",5,"mussel_295",2025-07-01 10:20:00,0.423,5,0.0283954221662577,0.0556550274458651
"46",5,"mussel_296",2025-07-01 10:20:00,0.516,5,0.0892373240298027,0.174905155098413
"47",5,"mussel_297",2025-07-01 10:20:00,0.437,5,0.0989989898938368,0.19403802019192
"48",5,"mussel_298",2025-07-01 10:20:00,0.4,5,0.0990116154802052,0.194062766341202
"49",5,"mussel_299",2025-07-01 10:20:00,0.83,5,0.13999357128097,0.274387399710701
"50",5,"mussel_300",2025-07-01 10:20:00,1.025,5,0.233697026082918,0.458046171122519
"51",6,"mussel_291",2025-07-01 10:25:00,0.405,5,0.0211352785645233,0.0414251459864657
"52",6,"mussel_292",2025-07-01 10:25:00,0.469,5,0.110036357627831,0.215671260950549
"53",6,"mussel_293",2025-07-01 10:25:00,0.402,5,0.130867490233442,0.256500280857546
"54",6,"mussel_294",2025-07-01 10:25:00,0.451,5,0.145163011817749,0.284519503162789
"55",6,"mussel_295",2025-07-01 10:25:00,0.41,5,0.0978227989785612,0.19173268599798
"56",6,"mussel_296",2025-07-01 10:25:00,0.427,5,0.174159983922829,0.341353568488745
"57",6,"mussel_297",2025-07-01 10:25:00,0.413,5,0.094240649403535,0.184711672830929
"58",6,"mussel_298",2025-07-01 10:25:00,0.397,5,0.0181741574770331,0.035621348654985
"59",6,"mussel_299",2025-07-01 10:25:00,0.386,5,0.456420091582305,0.894583379501318
"60",6,"mussel_300",2025-07-01 10:25:00,0.775,5,0.440095671417023,0.862587515977364
