"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_261",2025-07-01 08:25:00,0.21,4,0.107633250748394,0.210961171466852
"2",1,"mussel_262",2025-07-01 08:25:00,0.343,4,0.182889766435049,0.358463942212696
"3",1,"mussel_263",2025-07-01 08:25:00,0.2355,4,0.00288675134594812,0.00565803263805831
"4",1,"mussel_264",2025-07-01 08:25:00,0.2955,4,0.0870287308881383,0.170576312540751
"5",1,"mussel_265",2025-07-01 08:25:00,0.2865,4,0.0854107721543366,0.1674051134225
"6",1,"mussel_266",2025-07-01 08:25:00,0.799,4,0.0453311886747598,0.0888491298025292
"7",1,"mussel_267",2025-07-01 08:25:00,0.38,4,0.102444700529928,0.200791613038659
"8",1,"mussel_268",2025-07-01 08:25:00,0.521,4,0.064922389563745,0.12724788354494
"9",1,"mussel_269",2025-07-01 08:25:00,0.56,4,0.45504212259233,0.891882560280967
"10",1,"mussel_270",2025-07-01 08:25:00,0.6795,4,0.505915012625639,0.991593424746252
"11",2,"mussel_261",2025-07-01 08:30:00,0.408,5,0.0197281524730523,0.0386671788471825
"12",2,"mussel_262",2025-07-01 08:30:00,0.167,5,0.130375227708334,0.255535446308335
"13",2,"mussel_263",2025-07-01 08:30:00,0.521,5,0.197821384081701,0.387729912800135
"14",2,"mussel_264",2025-07-01 08:30:00,0.5,5,0.19025640593683,0.372902555636188
"15",2,"mussel_265",2025-07-01 08:30:00,0.507,5,0.0404573849871689,0.0792964745748511
"16",2,"mussel_266",2025-07-01 08:30:00,0.784,5,0.0185337529928507,0.0363261558659873
"17",2,"mussel_267",2025-07-01 08:30:00,0.46,5,0.114928238479496,0.225259347419813
"18",2,"mussel_268",2025-07-01 08:30:00,0.469,5,0.136116494224616,0.266788328680248
"19",2,"mussel_269",2025-07-01 08:30:00,0.514,5,0.418307064248263,0.819881845926595
"20",2,"mussel_270",2025-07-01 08:30:00,0.392,5,0.652043940237159,1.27800612286483
"21",3,"mussel_261",2025-07-01 08:35:00,0.462,5,0.105018093679137,0.205835463611109
