"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_51",2025-06-24 11:50:00,0.463,3,0.145588461081227,0.285353383719205
"2",1,"mussel_52",2025-06-24 11:50:00,0.357,3,0.0961474561979324,0.188449014147947
"3",1,"mussel_53",2025-06-24 11:50:00,0.898,3,0.675575557086943,1.32412809189041
"4",1,"mussel_54",2025-06-24 11:50:00,0.19,3,0.0825489753621045,0.161795991709725
"5",1,"mussel_55",2025-06-24 11:50:00,0.231,3,0.111449540151586,0.218441098697109
"6",1,"mussel_56",2025-06-24 11:50:00,0.535,3,0.16616357402672,0.325680605092372
"7",1,"mussel_57",2025-06-24 11:50:00,0.404,3,0.16109107155064,0.315738500239254
"8",1,"mussel_58",2025-06-24 11:50:00,0.322,3,0.0145028732785381,0.0284256316259346
"9",1,"mussel_59",2025-06-24 11:50:00,0.431,3,0.0722241880074351,0.141559408494573
"10",1,"mussel_60",2025-06-24 11:50:00,0.667,3,0.250871148865973,0.491707451777308
"11",2,"mussel_51",2025-06-24 11:55:00,0.588,5,0.011861703081767,0.0232489380402633
"12",2,"mussel_52",2025-06-24 11:55:00,0.517,5,0.01907092027145,0.0373790037320419
"13",2,"mussel_53",2025-06-24 11:55:00,0.236,5,0.40389515966399,0.79163451294142
"14",2,"mussel_54",2025-06-24 11:55:00,0.215,5,0.0580620357893176,0.113801590147063
"15",2,"mussel_55",2025-06-24 11:55:00,0.436,5,0.17282737051752,0.338741646214338
"16",2,"mussel_56",2025-06-24 11:55:00,0.57,5,0.00978774744259368,0.0191839849874836
"17",2,"mussel_57",2025-06-24 11:55:00,0.468,5,0.0162634559672906,0.0318763736958895
"18",2,"mussel_58",2025-06-24 11:55:00,0.58,5,0.0968127057777025,0.189752903324297
"19",2,"mussel_59",2025-06-24 11:55:00,0.499,5,0.128673229539015,0.252199529896469
"20",2,"mussel_60",2025-06-24 11:55:00,0.474,5,0.123683871220139,0.242420387591473
"21",3,"mussel_51",2025-06-24 12:00:00,0.543,5,0.0110995495404093,0.0217551170992022
"22",3,"mussel_52",2025-06-24 12:00:00,0.453,5,0.102690311130116,0.201273009815027
"23",3,"mussel_53",2025-06-24 12:00:00,0.475,5,0.13291049619951,0.26050457255104
