"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_201",2025-06-27 11:35:00,0.528,5,0.02477296913977,0.0485550195139493
"2",1,"mussel_202",2025-06-27 11:35:00,0.566,5,0.0183248465205032,0.0359166991801863
"3",1,"mussel_203",2025-06-27 11:35:00,0.242,5,0.0646529195009785,0.126719722221918
"4",1,"mussel_204",2025-06-27 11:35:00,0.158,5,0.00696419413859207,0.0136498205116404
"5",1,"mussel_205",2025-06-27 11:35:00,0.577,5,0.0185930094390338,0.0364422985005063
"6",1,"mussel_206",2025-06-27 11:35:00,0.225,5,0.0727791178841843,0.142647071053001
"7",1,"mussel_207",2025-06-27 11:35:00,0.238,5,0.037049966261793,0.0726179338731143
"8",1,"mussel_208",2025-06-27 11:35:00,0.356,5,0.0494954543367368,0.0970110905000042
"9",1,"mussel_209",2025-06-27 11:35:00,0.791,5,0.379341930189638,0.74351018317169
"10",1,"mussel_210",2025-06-27 11:35:00,0.571,5,0.27829067537379,0.545449723732628
"11",2,"mussel_201",2025-06-27 11:40:00,0.498,5,0.0423497343557194,0.08300547933721
"12",2,"mussel_202",2025-06-27 11:40:00,0.497,5,0.147973646302306,0.29002834675252
"13",2,"mussel_203",2025-06-27 11:40:00,0.206,5,0.0436611955860121,0.0855759433485837
"14",2,"mussel_204",2025-06-27 11:40:00,0.169,5,0.00460434577328853,0.00902451771564551
"15",2,"mussel_205",2025-06-27 11:40:00,0.554,5,0.0302704476346155,0.0593300773638464
"16",2,"mussel_206",2025-06-27 11:40:00,0.545,5,0.0900127768708421,0.17642504266685
"17",2,"mussel_207",2025-06-27 11:40:00,0.471,5,0.104707688351907,0.205227069169737
"18",2,"mussel_208",2025-06-27 11:40:00,0.336,5,0.093324701981844,0.182916415884414
"19",2,"mussel_209",2025-06-27 11:40:00,0.452,5,0.166161668263171,0.325676869795815
"20",2,"mussel_210",2025-06-27 11:40:00,0.892,5,0.375099986670221,0.735195973873633
"21",3,"mussel_201",2025-06-27 11:45:00,0.425,5,0.13745908482163,0.269419806250394
"22",3,"mussel_202",2025-06-27 11:45:00,0.48,5,0.0335305830548769,0.0657199427875588
"23",3,"mussel_203",2025-06-27 11:45:00,0.193,5,0.120040409862679,0.235279203330851
"24",3,"mussel_204",2025-06-27 11:45:00,0.187,5,0.0145705181788432,0.0285582156305327
"25",3,"mussel_205",2025-06-27 11:45:00,0.528,5,0.0175128524232919,0.0343251907496521
"26",3,"mussel_206",2025-06-27 11:45:00,0.617,5,0.0637589209444451,0.124967485051112
"27",3,"mussel_207",2025-06-27 11:45:00,0.392,5,0.0967532945175512,0.1896364572544
"28",3,"mussel_208",2025-06-27 11:45:00,0.488,5,0.0675462804305315,0.132390709643842
"29",3,"mussel_209",2025-06-27 11:45:00,0.56,5,0.0814106872591062,0.159564947027848
"30",3,"mussel_210",2025-06-27 11:45:00,0.811,5,0.245047546406815,0.480293190957357
"31",4,"mussel_201",2025-06-27 11:50:00,0.402,5,0.0834703540186574,0.163601893876569
"32",4,"mussel_202",2025-06-27 11:50:00,0.474,5,0.0578990500785635,0.113482138153984
"33",4,"mussel_203",2025-06-27 11:50:00,0.241,5,0.078993670632526,0.154827594439751
"34",4,"mussel_204",2025-06-27 11:50:00,0.181,5,0.0099247166206396,0.0194524445764536
"35",4,"mussel_205",2025-06-27 11:50:00,0.514,5,0.0309402650279534,0.0606429194547887
"36",4,"mussel_206",2025-06-27 11:50:00,0.56,5,0.0380486530642019,0.0745753600058357
"37",4,"mussel_207",2025-06-27 11:50:00,0.484,5,0.0112605506082074,0.0220706791920865
"38",4,"mussel_208",2025-06-27 11:50:00,0.47,5,0.0681380950716998,0.133550666340532
"39",4,"mussel_209",2025-06-27 11:50:00,0.854,5,0.512573409376647,1.00464388237823
"40",4,"mussel_210",2025-06-27 11:50:00,0.82,5,0.514709141166154,1.00882991668566
"41",5,"mussel_201",2025-06-27 11:55:00,0.419,5,0.0738667719614171,0.144778873044378
"42",5,"mussel_202",2025-06-27 11:55:00,0.448,5,0.119769361691544,0.234747948915427
"43",5,"mussel_203",2025-06-27 11:55:00,0.421,5,0.109168218818482,0.213969708884225
"44",5,"mussel_204",2025-06-27 11:55:00,0.46,5,0.167535966287839,0.328370493924165
"45",5,"mussel_205",2025-06-27 11:55:00,0.47,5,0.0729438139940598,0.142969875428357
"46",5,"mussel_206",2025-06-27 11:55:00,0.532,5,0.030096511425745,0.0589891623944602
"47",5,"mussel_207",2025-06-27 11:55:00,0.453,5,0.0240769599409892,0.0471908414843389
"48",5,"mussel_208",2025-06-27 11:55:00,0.447,5,0.120789900240045,0.236748204470488
"49",5,"mussel_209",2025-06-27 11:55:00,0.474,5,0.36814372193479,0.721561694992188
"50",5,"mussel_210",2025-06-27 11:55:00,0.822,5,0.299034278971492,0.586107186784124
"51",6,"mussel_201",2025-06-27 12:00:00,0.438,3,0.00757187779440037,0.0148408804770247
"52",6,"mussel_202",2025-06-27 12:00:00,0.468,3,0.0175214154679352,0.034341974317153
"53",6,"mussel_203",2025-06-27 12:00:00,0.32,3,0.118494725621017,0.232249662217192
"54",6,"mussel_204",2025-06-27 12:00:00,0.559,3,0.0280950766742739,0.0550663502815769
"55",6,"mussel_205",2025-06-27 12:00:00,0.484,3,0.0186815416922694,0.036615821716848
"56",6,"mussel_206",2025-06-27 12:00:00,0.55,3,0.0235159520326097,0.046091265983915
"57",6,"mussel_207",2025-06-27 12:00:00,0.447,3,0.0194250697124446,0.0380731366363915
"58",6,"mussel_208",2025-06-27 12:00:00,0.403,3,0.0808352233456019,0.15843703775738
"59",6,"mussel_209",2025-06-27 12:00:00,0.575,3,0.293005119409201,0.574290034042033
"60",6,"mussel_210",2025-06-27 12:00:00,0.349,3,0.331989457663945,0.650699337021331
