"","i","id","time","hz","n","sd","ci"
"1",1,"mussel_171",2025-06-27 10:00:00,0.5575,4,0.174997857129737,0.342995799974285
"2",1,"mussel_172",2025-06-27 10:00:00,0.4645,4,0.0296127787731355,0.0580410463953457
"3",1,"mussel_173",2025-06-27 10:00:00,0.5785,4,0.0229927524813073,0.0450657948633624
"4",1,"mussel_174",2025-06-27 10:00:00,0.3935,4,0.0213756091531134,0.0418961939401023
"5",1,"mussel_175",2025-06-27 10:00:00,0.287,4,0.141356228491472,0.277058207843286
"6",1,"mussel_176",2025-06-27 10:00:00,0.194,4,0.0419791614971047,0.0822791565343253
"7",1,"mussel_177",2025-06-27 10:00:00,0.289,4,0.0719027120489902,0.140929315616021
"8",1,"mussel_178",2025-06-27 10:00:00,0.535,4,0.152656477098091,0.299206695112259
"9",1,"mussel_179",2025-06-27 10:00:00,0.5995,4,0.290481640268939,0.569344014927121
"10",1,"mussel_180",2025-06-27 10:00:00,0.7045,4,0.518263124934301,1.01579572487123
"11",2,"mussel_171",2025-06-27 10:05:00,0.526,5,0.119990416283968,0.235181215916578
"12",2,"mussel_172",2025-06-27 10:05:00,0.436,5,0.0925462046763669,0.181390561165679
"13",2,"mussel_173",2025-06-27 10:05:00,0.49,5,0.0472567455502387,0.0926232212784678
"14",2,"mussel_174",2025-06-27 10:05:00,0.421,5,0.0826722444354815,0.162037599093544
"15",2,"mussel_175",2025-06-27 10:05:00,0.464,5,0.00604152298679726,0.0118413850541226
"16",2,"mussel_176",2025-06-27 10:05:00,0.418,5,0.11165437743322,0.218842579769112
"17",2,"mussel_177",2025-06-27 10:05:00,0.583,5,0.124890752259725,0.244785874429061
"18",2,"mussel_178",2025-06-27 10:05:00,0.487,5,0.0217761337247915,0.0426812221005913
"19",2,"mussel_179",2025-06-27 10:05:00,0.488,5,0.0413557734784395,0.0810573160177415
"20",2,"mussel_180",2025-06-27 10:05:00,0.494,5,0.237746083038186,0.465982322754844
"21",3,"mussel_171",2025-06-27 10:10:00,0.505,5,0.138932357642127,0.27230742097857
"22",3,"mussel_172",2025-06-27 10:10:00,0.444,5,0.0259364608225563,0.0508354632122104
"23",3,"mussel_173",2025-06-27 10:10:00,0.485,5,0.0235796522451032,0.0462161184004023
"24",3,"mussel_174",2025-06-27 10:10:00,0.505,5,0.0353242126593078,0.0692354568122433
"25",3,"mussel_175",2025-06-27 10:10:00,0.467,5,0.00732802838422449,0.01436293563308
"26",3,"mussel_176",2025-06-27 10:10:00,0.422,5,0.00519615242270664,0.010184458748505
"27",3,"mussel_177",2025-06-27 10:10:00,0.531,5,0.0263153947338816,0.0515781736784079
"28",3,"mussel_178",2025-06-27 10:10:00,0.46,5,0.105563724830076,0.206904900666949
"29",3,"mussel_179",2025-06-27 10:10:00,0.45,5,0.259199344134973,0.508030714504546
"30",3,"mussel_180",2025-06-27 10:10:00,0.472,5,0.487473281319089,0.955447631385415
"31",4,"mussel_171",2025-06-27 10:15:00,0.512,5,0.0240520269416114,0.0471419728055583
"32",4,"mussel_172",2025-06-27 10:15:00,0.448,5,0.177447175238154,0.347796463466781
"33",4,"mussel_173",2025-06-27 10:15:00,0.456,5,0.105982073955929,0.207724864953621
"34",4,"mussel_174",2025-06-27 10:15:00,0.478,5,0.00804984471899922,0.0157776956492385
"35",4,"mussel_175",2025-06-27 10:15:00,0.447,5,0.00838450952650184,0.0164336386719436
"36",4,"mussel_176",2025-06-27 10:15:00,0.362,5,0.0984951775469236,0.19305054799197
"37",4,"mussel_177",2025-06-27 10:15:00,0.45,5,0.140564220198456,0.275505871588974
"38",4,"mussel_178",2025-06-27 10:15:00,0.441,5,0.028208154849263,0.0552879835045555
"39",4,"mussel_179",2025-06-27 10:15:00,0.479,5,0.23068419971901,0.452141031449259
"40",4,"mussel_180",2025-06-27 10:15:00,0.815,5,0.275919009856153,0.54080125931806
"41",5,"mussel_171",2025-06-27 10:20:00,0.467,5,0.0762646707198032,0.149478754610814
"42",5,"mussel_172",2025-06-27 10:20:00,0.41,5,0.0950804922158063,0.18635776474298
"43",5,"mussel_173",2025-06-27 10:20:00,0.449,5,0.0271053500254101,0.0531264860498038
"44",5,"mussel_174",2025-06-27 10:20:00,0.472,5,0.0359972221150466,0.0705545553454913
"45",5,"mussel_175",2025-06-27 10:20:00,0.44,5,0.0118025420990565,0.0231329825141507
"46",5,"mussel_176",2025-06-27 10:20:00,0.413,5,0.0392135180773162,0.0768584954315397
"47",5,"mussel_177",2025-06-27 10:20:00,0.444,5,0.065935574616439,0.129233726248221
"48",5,"mussel_178",2025-06-27 10:20:00,0.464,5,0.11393111954159,0.223304994301516
"49",5,"mussel_179",2025-06-27 10:20:00,0.531,5,0.272192395191343,0.533497094575031
