"Arena","Rep","Group","ID","NetDistance_px","NetDistance_mm","File"
3,"2A","CM2","2",8.24322191201636,2.99753524073322,"20250703_113459A_stabilized_2A_Corrected.csv"
3,"2A","CM2","7",43.6007491974554,15.8548178899838,"20250703_113459A_stabilized_2A_Corrected.csv"
3,"2A","CM2","5",0.655109555591202,0.238221656578619,"20250703_113459A_stabilized_2A_Corrected.csv"
3,"2A","CM2","3",21.8981994561283,7.9629816204103,"20250703_113459A_stabilized_2A_Corrected.csv"
4,"2A","HT1","4",64.7404559813566,23.5419839932206,"20250703_113459A_stabilized_2A_Corrected.csv"
4,"2A","HT1","3",26.6196191822413,9.679861520815,"20250703_113459A_stabilized_2A_Corrected.csv"
4,"2A","HT1","6",3.32383273664425,1.20866644968882,"20250703_113459A_stabilized_2A_Corrected.csv"
4,"2A","HT1","5",32.6103069876336,11.8582934500486,"20250703_113459A_stabilized_2A_Corrected.csv"
4,"2A","HT1","2",108.834624718519,39.5762271703705,"20250703_113459A_stabilized_2A_Corrected.csv"
4,"2A","HT1","1",116.169583643187,42.2434849611588,"20250703_113459A_stabilized_2A_Corrected.csv"
4,"2A","HT1","7",53.1436838274315,19.3249759372478,"20250703_113459A_stabilized_2A_Corrected.csv"
5,"2A","HS1","1",11.2753507374702,4.10012754089825,"20250703_113459A_stabilized_2A_Corrected.csv"
5,"2A","HS1","5",0.510880853437213,0.18577485579535,"20250703_113459A_stabilized_2A_Corrected.csv"
5,"2A","HS1","7",25.0247085220207,9.09989400800754,"20250703_113459A_stabilized_2A_Corrected.csv"
5,"2A","HS1","6",29.8730444145025,10.8629252416373,"20250703_113459A_stabilized_2A_Corrected.csv"
5,"2A","HS1","2",0.203556559780003,0.0740205671927283,"20250703_113459A_stabilized_2A_Corrected.csv"
5,"2A","HS1","4",4.50345833335713,1.63762121212986,"20250703_113459A_stabilized_2A_Corrected.csv"
5,"2A","HS1","3",0.543065366769197,0.197478315188799,"20250703_113459A_stabilized_2A_Corrected.csv"
6,"2A","Control1","4",50.8458700971474,18.4894073080536,"20250703_113459A_stabilized_2A_Corrected.csv"
6,"2A","Control1","7",14.6341033067568,5.32149211154792,"20250703_113459A_stabilized_2A_Corrected.csv"
6,"2A","Control1","2",10.9203592627281,3.97103973190113,"20250703_113459A_stabilized_2A_Corrected.csv"
6,"2A","Control1","1",23.3983638850174,8.50849595818815,"20250703_113459A_stabilized_2A_Corrected.csv"
6,"2A","Control1","3",54.7554764619903,19.9110823498147,"20250703_113459A_stabilized_2A_Corrected.csv"
6,"2A","Control1","6",19.8832544382297,7.23027434117444,"20250703_113459A_stabilized_2A_Corrected.csv"
6,"2A","Control1","5",6.74806676734515,2.45384246085278,"20250703_113459A_stabilized_2A_Corrected.csv"
7,"2A","HS2","3",3.96806626913969,1.44293318877807,"20250703_113459A_stabilized_2A_Corrected.csv"
7,"2A","HS2","1",32.4053570061891,11.7837661840688,"20250703_113459A_stabilized_2A_Corrected.csv"
7,"2A","HS2","6",4.49772124070044,1.63553499661834,"20250703_113459A_stabilized_2A_Corrected.csv"
7,"2A","HS2","5",20.8375511654952,7.57729133290734,"20250703_113459A_stabilized_2A_Corrected.csv"
7,"2A","HS2","2",25.1955058603589,9.1620021310396,"20250703_113459A_stabilized_2A_Corrected.csv"
7,"2A","HS2","7",7.12399909769594,2.59054512643489,"20250703_113459A_stabilized_2A_Corrected.csv"
7,"2A","HS2","4",25.8476863753213,9.39915868193502,"20250703_113459A_stabilized_2A_Corrected.csv"
0,"3A","HSB","5",16.1894969930335,6.07030258456447,"20250708_113829A_stabilized_3A_Corrected.csv"
0,"3A","HSB","6",19.9260668221684,7.47134114067058,"20250708_113829A_stabilized_3A_Corrected.csv"
0,"3A","HSB","7",22.2960012074942,8.35995545837804,"20250708_113829A_stabilized_3A_Corrected.csv"
0,"3A","HSB","2",0.661042536469907,0.24785996868013,"20250708_113829A_stabilized_3A_Corrected.csv"
0,"3A","HSB","4",10.4020804651866,3.90029263786523,"20250708_113829A_stabilized_3A_Corrected.csv"
0,"3A","HSB","1",5.54342538639973,2.07852470431186,"20250708_113829A_stabilized_3A_Corrected.csv"
0,"3A","HSB","3",29.3011983141807,10.986576045812,"20250708_113829A_stabilized_3A_Corrected.csv"
1,"3A","HTA","7",7.47770247633398,2.80378795513085,"20250708_113829A_stabilized_3A_Corrected.csv"
1,"3A","HTA","3",9.34303684689019,3.50320091746914,"20250708_113829A_stabilized_3A_Corrected.csv"
1,"3A","HTA","1",264.484837928598,99.1694180459685,"20250708_113829A_stabilized_3A_Corrected.csv"
1,"3A","HTA","6",26.9009067936758,10.0865792252253,"20250708_113829A_stabilized_3A_Corrected.csv"
1,"3A","HTA","4",103.877672341219,38.9492584706483,"20250708_113829A_stabilized_3A_Corrected.csv"
1,"3A","HTA","2",38.1339599373309,14.2984476705403,"20250708_113829A_stabilized_3A_Corrected.csv"
1,"3A","HTA","5",17.001113212209,6.37462062699999,"20250708_113829A_stabilized_3A_Corrected.csv"
2,"3A","ControlA","1",49.4792181017094,18.5523877396736,"20250708_113829A_stabilized_3A_Corrected.csv"
2,"3A","ControlA","4",1.52764477723453,0.572795192063941,"20250708_113829A_stabilized_3A_Corrected.csv"
2,"3A","ControlA","3",5.35474289672548,2.0077776140703,"20250708_113829A_stabilized_3A_Corrected.csv"
2,"3A","ControlA","6",11.0304188981542,4.13589010054527,"20250708_113829A_stabilized_3A_Corrected.csv"
2,"3A","ControlA","2",25.7956734748151,9.67216853198918,"20250708_113829A_stabilized_3A_Corrected.csv"
2,"3A","ControlA","7",20.1303559515216,7.54793998932195,"20250708_113829A_stabilized_3A_Corrected.csv"
2,"3A","ControlA","5",2.37088360680956,0.888970231274677,"20250708_113829A_stabilized_3A_Corrected.csv"
3,"3A","CMB","1",20.7281741190135,7.77209378290719,"20250708_113829A_stabilized_3A_Corrected.csv"
3,"3A","CMB","4",4.90082721317091,1.83758050737567,"20250708_113829A_stabilized_3A_Corrected.csv"
3,"3A","CMB","5",112.904970069354,42.3340720170057,"20250708_113829A_stabilized_3A_Corrected.csv"
3,"3A","CMB","3",8.87394414178783,3.32731313902806,"20250708_113829A_stabilized_3A_Corrected.csv"
3,"3A","CMB","2",3.68715376454847,1.38250984797468,"20250708_113829A_stabilized_3A_Corrected.csv"
3,"3A","CMB","7",31.8070193455637,11.9261414869005,"20250708_113829A_stabilized_3A_Corrected.csv"
3,"3A","CMB","6",2.52606551933891,0.947156175230189,"20250708_113829A_stabilized_3A_Corrected.csv"
4,"3A","CMA","1",15.714285926753,5.89212070744393,"20250708_113829A_stabilized_3A_Corrected.csv"
4,"3A","CMA","2",54.3197695541119,20.3673676618342,"20250708_113829A_stabilized_3A_Corrected.csv"
4,"3A","CMA","6",1.38572866314209,0.519583300765687,"20250708_113829A_stabilized_3A_Corrected.csv"
4,"3A","CMA","3",1.99263363062289,0.747144218456277,"20250708_113829A_stabilized_3A_Corrected.csv"
4,"3A","CMA","5",11.6891875169174,4.38289745666195,"20250708_113829A_stabilized_3A_Corrected.csv"
4,"3A","CMA","4",50.7597280496005,19.032518953731,"20250708_113829A_stabilized_3A_Corrected.csv"
4,"3A","CMA","7",4.37990916824745,1.64226065551086,"20250708_113829A_stabilized_3A_Corrected.csv"
5,"3A","ControlB","2",7.33298571845999,2.74952595367829,"20250708_113829A_stabilized_3A_Corrected.csv"
5,"3A","ControlB","6",2.95416224333606,1.10767238220325,"20250708_113829A_stabilized_3A_Corrected.csv"
5,"3A","ControlB","3",1.26725209747556,0.475160141535641,"20250708_113829A_stabilized_3A_Corrected.csv"
5,"3A","ControlB","4",263.09363199163,98.6477810242334,"20250708_113829A_stabilized_3A_Corrected.csv"
5,"3A","ControlB","5",35.8640106036322,13.4473230609795,"20250708_113829A_stabilized_3A_Corrected.csv"
5,"3A","ControlB","7",0.886597387014928,0.332432466072339,"20250708_113829A_stabilized_3A_Corrected.csv"
5,"3A","ControlB","1",54.7545413143168,20.530386694532,"20250708_113829A_stabilized_3A_Corrected.csv"
6,"3A","HTB","6",14.0196995853291,5.25673025321677,"20250708_113829A_stabilized_3A_Corrected.csv"
6,"3A","HTB","7",5.88979435619342,2.20839683396829,"20250708_113829A_stabilized_3A_Corrected.csv"
6,"3A","HTB","3",1.59481787753717,0.597981956331896,"20250708_113829A_stabilized_3A_Corrected.csv"
6,"3A","HTB","4",9.78069473889301,3.66730211432059,"20250708_113829A_stabilized_3A_Corrected.csv"
6,"3A","HTB","1",17.9297708319039,6.72282370900033,"20250708_113829A_stabilized_3A_Corrected.csv"
6,"3A","HTB","2",21.9113225685954,8.21571899834847,"20250708_113829A_stabilized_3A_Corrected.csv"
6,"3A","HTB","5",0.952276931882903,0.357059217053957,"20250708_113829A_stabilized_3A_Corrected.csv"
7,"3A","HSA","6",14.9606312261276,5.60953551785812,"20250708_113829A_stabilized_3A_Corrected.csv"
7,"3A","HSA","4",18.1578441011566,6.80834049537179,"20250708_113829A_stabilized_3A_Corrected.csv"
7,"3A","HSA","5",115.519315251923,43.3143289283551,"20250708_113829A_stabilized_3A_Corrected.csv"
7,"3A","HSA","2",15.5630465483675,5.83541302900919,"20250708_113829A_stabilized_3A_Corrected.csv"
7,"3A","HSA","1",62.4848495526638,23.4288899710025,"20250708_113829A_stabilized_3A_Corrected.csv"
7,"3A","HSA","7",14.5472169615072,5.45452454499708,"20250708_113829A_stabilized_3A_Corrected.csv"
7,"3A","HSA","3",12.8572849882609,4.82087926069024,"20250708_113829A_stabilized_3A_Corrected.csv"
0,"4A","HT2","6",107.581569605777,38.3945644560232,"20250708_123330A_stabilized_4A_Corrected.csv"
0,"4A","HT2","2",18.0800744269198,6.45256046642391,"20250708_123330A_stabilized_4A_Corrected.csv"
0,"4A","HT2","7",78.4566047442298,28.0002158259207,"20250708_123330A_stabilized_4A_Corrected.csv"
0,"4A","HT2","5",19.3270073429108,6.89757578262342,"20250708_123330A_stabilized_4A_Corrected.csv"
0,"4A","HT2","4",70.1903004380751,25.0500715339312,"20250708_123330A_stabilized_4A_Corrected.csv"
0,"4A","HT2","1",7.19083119932435,2.56632091339199,"20250708_123330A_stabilized_4A_Corrected.csv"
0,"4A","HT2","3",15.6001465735146,5.56750413044777,"20250708_123330A_stabilized_4A_Corrected.csv"
1,"4A","HS2","7",69.1212571010965,24.6685428626326,"20250708_123330A_stabilized_4A_Corrected.csv"
1,"4A","HS2","6",15.5869605053941,5.56279818179661,"20250708_123330A_stabilized_4A_Corrected.csv"
1,"4A","HS2","3",26.0341591436472,9.29127735319315,"20250708_123330A_stabilized_4A_Corrected.csv"
1,"4A","HS2","1",20.1915687179002,7.20612730831556,"20250708_123330A_stabilized_4A_Corrected.csv"
1,"4A","HS2","4",11.2438466220095,4.01279322698414,"20250708_123330A_stabilized_4A_Corrected.csv"
1,"4A","HS2","2",16.7329025915273,5.9717710890533,"20250708_123330A_stabilized_4A_Corrected.csv"
1,"4A","HS2","5",86.154372964243,30.7474564469104,"20250708_123330A_stabilized_4A_Corrected.csv"
2,"4A","CM1","1",9.49245259159986,3.38774182426833,"20250708_123330A_stabilized_4A_Corrected.csv"
2,"4A","CM1","2",2.01424093867064,0.718858293601227,"20250708_123330A_stabilized_4A_Corrected.csv"
2,"4A","CM1","4",5.26055849186411,1.87742986861674,"20250708_123330A_stabilized_4A_Corrected.csv"
2,"4A","CM1","7",10.1715672574973,3.63010965649439,"20250708_123330A_stabilized_4A_Corrected.csv"
2,"4A","CM1","6",8.37274880821053,2.98813305075322,"20250708_123330A_stabilized_4A_Corrected.csv"
2,"4A","CM1","3",8.67610287596812,3.09639645823273,"20250708_123330A_stabilized_4A_Corrected.csv"
2,"4A","CM1","5",1.56173092408874,0.557362927940306,"20250708_123330A_stabilized_4A_Corrected.csv"
3,"4A","Control1","5",36.756673188516,13.1180132721328,"20250708_123330A_stabilized_4A_Corrected.csv"
3,"4A","Control1","2",43.7762048150109,15.6231994343365,"20250708_123330A_stabilized_4A_Corrected.csv"
3,"4A","Control1","1",54.1416627262383,19.3225063262806,"20250708_123330A_stabilized_4A_Corrected.csv"
3,"4A","Control1","7",20.3852217994978,7.27523975713698,"20250708_123330A_stabilized_4A_Corrected.csv"
3,"4A","Control1","4",46.8345709728916,16.7146934235873,"20250708_123330A_stabilized_4A_Corrected.csv"
3,"4A","Control1","6",22.1241950388929,7.89585832936936,"20250708_123330A_stabilized_4A_Corrected.csv"
3,"4A","Control1","3",17.6327911235615,6.29293045094987,"20250708_123330A_stabilized_4A_Corrected.csv"
4,"4A","Control2","4",3.45901295223722,1.23447999722956,"20250708_123330A_stabilized_4A_Corrected.csv"
4,"4A","Control2","5",21.826517421184,7.78962077843827,"20250708_123330A_stabilized_4A_Corrected.csv"
4,"4A","Control2","3",5.03715987590599,1.79770159739686,"20250708_123330A_stabilized_4A_Corrected.csv"
4,"4A","Control2","6",35.016129412618,12.4968341943676,"20250708_123330A_stabilized_4A_Corrected.csv"
4,"4A","Control2","7",8.81693746788871,3.14665862522795,"20250708_123330A_stabilized_4A_Corrected.csv"
4,"4A","Control2","2",3.15667721411419,1.1265800193127,"20250708_123330A_stabilized_4A_Corrected.csv"
4,"4A","Control2","1",13.5210006329095,4.82548202459297,"20250708_123330A_stabilized_4A_Corrected.csv"
5,"4A","HT1","2",2.80778410411054,1.00206427698449,"20250708_123330A_stabilized_4A_Corrected.csv"
5,"4A","HT1","1",17.5297150211358,6.25614383338181,"20250708_123330A_stabilized_4A_Corrected.csv"
5,"4A","HT1","3",6.13274033145332,2.18870104620033,"20250708_123330A_stabilized_4A_Corrected.csv"
5,"4A","HT1","5",38.5982998269838,13.7752676042055,"20250708_123330A_stabilized_4A_Corrected.csv"
5,"4A","HT1","7",137.336145986662,49.0136138424917,"20250708_123330A_stabilized_4A_Corrected.csv"
5,"4A","HT1","4",1.34715354964665,0.480782851408511,"20250708_123330A_stabilized_4A_Corrected.csv"
5,"4A","HT1","6",30.4654827921555,10.8727633091204,"20250708_123330A_stabilized_4A_Corrected.csv"
6,"4A","HS1","6",2.78912013188529,0.995403330437292,"20250708_123330A_stabilized_4A_Corrected.csv"
6,"4A","HS1","3",1.33301732770596,0.475737804320471,"20250708_123330A_stabilized_4A_Corrected.csv"
6,"4A","HS1","2",1.33534229323623,0.476567556472601,"20250708_123330A_stabilized_4A_Corrected.csv"
6,"4A","HS1","7",2.77064933351308,0.988811325308023,"20250708_123330A_stabilized_4A_Corrected.csv"
6,"4A","HS1","4",26.7423537166651,9.54402345348504,"20250708_123330A_stabilized_4A_Corrected.csv"
6,"4A","HS1","5",5.18292949077099,1.84972501455068,"20250708_123330A_stabilized_4A_Corrected.csv"
6,"4A","HS1","1",14.7253091973559,5.25528522389575,"20250708_123330A_stabilized_4A_Corrected.csv"
7,"4A","CM2","1",9.22576161265338,3.29256303092555,"20250708_123330A_stabilized_4A_Corrected.csv"
7,"4A","CM2","4",2.98161920809056,1.06410392865473,"20250708_123330A_stabilized_4A_Corrected.csv"
7,"4A","CM2","3",13.8024987596653,4.92594531037307,"20250708_123330A_stabilized_4A_Corrected.csv"
7,"4A","CM2","7",52.7012777207317,18.8084502929092,"20250708_123330A_stabilized_4A_Corrected.csv"
