i,id,time,hz,n,sd,ci,Mussel_ID,Rep,Length(mm),Time_Machine,Time_real,Sensor_ID,Line_ID,Beaker_ID,Group,P_Status,Status,Intensity,Note,bpm
4,Mussel_62,2025-06-24T12:40:00Z,0.494,5,0.0204523837241531,0.04008667209934,B78,7,34.2,12:24-12:54,14:24-14:54,A,A2,2,CM,uninfected,uninfected,0,NA,29.64
4,Mussel_63,2025-06-24T12:40:00Z,0.364,5,0.0601306909988568,0.117856154357759,G59,7,33,12:24-12:54,14:24-14:54,A,A3,3,HS,infected,infected,26,NA,21.84
4,Mussel_64,2025-06-24T12:40:00Z,0.243,5,0.0960276001991094,0.188214096390254,B44,7,30.8,12:24-12:54,14:24-14:54,A,A4,4,HS,uninfected,uninfected,0,NA,14.58
4,Mussel_65,2025-06-24T12:40:00Z,0.508,5,0.140394088194625,0.275172412861464,G9,7,31,12:24-12:54,14:24-14:54,A,A5,5,HT,infected,infected,4,NA,30.48
4,Mussel_66,2025-06-24T12:40:00Z,0.181,5,0.0187696563633967,0.0367885264722576,B70,7,30.9,12:24-12:54,14:24-14:54,A,A6,6,HT,uninfected,uninfected,0,NA,10.86
4,Mussel_67,2025-06-24T12:40:00Z,0.418,5,0.0272304976083802,0.0533717753124252,G16,7,33.5,12:24-12:54,14:24-14:54,A,A7,7,Control,infected,infected,6,NA,25.08
4,Mussel_68,2025-06-24T12:40:00Z,0.48,5,0.17679281659615,0.346513920528454,B39,7,31.9,12:24-12:54,14:24-14:54,A,A8,8,Control,uninfected,uninfected,0,NA,28.799999999999997
5,Mussel_61,2025-06-24T12:45:00Z,0.433,5,0.0954918844719278,0.187164093564978,G81,7,30,12:24-12:54,14:24-14:54,A,A1,1,CM,infected,infected,18,NA,25.98
5,Mussel_62,2025-06-24T12:45:00Z,0.494,5,0.162450915663778,0.318403794701005,B78,7,34.2,12:24-12:54,14:24-14:54,A,A2,2,CM,uninfected,uninfected,0,NA,29.64
5,Mussel_63,2025-06-24T12:45:00Z,0.342,5,0.109228201486612,0.21408727491376,G59,7,33,12:24-12:54,14:24-14:54,A,A3,3,HS,infected,infected,26,NA,20.520000000000003
5,Mussel_64,2025-06-24T12:45:00Z,0.68,5,0.403709920611322,0.791271444398191,B44,7,30.8,12:24-12:54,14:24-14:54,A,A4,4,HS,uninfected,uninfected,0,NA,40.800000000000004
5,Mussel_65,2025-06-24T12:45:00Z,0.525,5,0.0275735380392143,0.0540441345568601,G9,7,31,12:24-12:54,14:24-14:54,A,A5,5,HT,infected,infected,4,NA,31.5
5,Mussel_66,2025-06-24T12:45:00Z,0.162,5,0.145717878106978,0.285607041089676,B70,7,30.9,12:24-12:54,14:24-14:54,A,A6,6,HT,uninfected,uninfected,0,NA,9.72
5,Mussel_67,2025-06-24T12:45:00Z,0.434,5,0.0563142965862133,0.110376021308978,G16,7,33.5,12:24-12:54,14:24-14:54,A,A7,7,Control,infected,infected,6,NA,26.04
5,Mussel_68,2025-06-24T12:45:00Z,0.459,5,0.0232335963638865,0.0455378488732175,B39,7,31.9,12:24-12:54,14:24-14:54,A,A8,8,Control,uninfected,uninfected,0,NA,27.540000000000003
6,Mussel_61,2025-06-24T12:50:00Z,0.307,4,0.114969561189038,0.225340339930515,G81,7,30,12:24-12:54,14:24-14:54,A,A1,1,CM,infected,infected,18,NA,18.419999999999998
6,Mussel_62,2025-06-24T12:50:00Z,0.5055,4,0.272546479216543,0.534191099264424,B78,7,34.2,12:24-12:54,14:24-14:54,A,A2,2,CM,uninfected,uninfected,0,NA,30.33
6,Mussel_63,2025-06-24T12:50:00Z,0.401,4,0.00895823643358445,0.0175581434098255,G59,7,33,12:24-12:54,14:24-14:54,A,A3,3,HS,infected,infected,26,NA,24.060000000000002
6,Mussel_64,2025-06-24T12:50:00Z,0.5995,4,0.273462977384508,0.535987435673636,B44,7,30.8,12:24-12:54,14:24-14:54,A,A4,4,HS,uninfected,uninfected,0,NA,35.97
6,Mussel_65,2025-06-24T12:50:00Z,0.471,4,0.0279090785707208,0.0547017939986128,G9,7,31,12:24-12:54,14:24-14:54,A,A5,5,HT,infected,infected,4,NA,28.259999999999998
6,Mussel_66,2025-06-24T12:50:00Z,0.483,4,0.193522393191761,0.379303890655852,B70,7,30.9,12:24-12:54,14:24-14:54,A,A6,6,HT,uninfected,uninfected,0,NA,28.98
6,Mussel_67,2025-06-24T12:50:00Z,0.43,4,0.015326991442115,0.0300409032265454,G16,7,33.5,12:24-12:54,14:24-14:54,A,A7,7,Control,infected,infected,6,NA,25.8
6,Mussel_68,2025-06-24T12:50:00Z,0.439,4,0.0214864298259778,0.0421134024589164,B39,7,31.9,12:24-12:54,14:24-14:54,A,A8,8,Control,uninfected,uninfected,0,NA,26.34
1,Mussel_71,2025-06-24T12:50:00Z,0.431,5,0.0362215405525497,0.0709942194829973,G54,8,31,12:48-13:18,14:48-15:18,B,B1,9,CM,infected,infected,6,NA,25.86
1,Mussel_72,2025-06-24T12:50:00Z,0.456,5,0.114636381659576,0.224687308052769,B85,8,31.6,12:48-13:18,14:48-15:18,B,B2,10,CM,uninfected,uninfected,0,NA,27.36
1,Mussel_73,2025-06-24T12:50:00Z,0.261,5,0.136549624679089,0.267637264371014,G7,8,34.2,12:48-13:18,14:48-15:18,B,B3,11,HS,infected,infected,2,NA,15.66
1,Mussel_74,2025-06-24T12:50:00Z,0.868,5,0.36926589336141,0.723761150988363,B80,8,28.7,12:48-13:18,14:48-15:18,B,B4,12,HS,uninfected,uninfected,0,NA,52.08
1,Mussel_75,2025-06-24T12:50:00Z,0.515,5,0.024304320603547,0.0476364683829522,G4,8,32.5,12:48-13:18,14:48-15:18,B,B5,13,HT,infected,infected,27,NA,30.900000000000002
1,Mussel_76,2025-06-24T12:50:00Z,0.573,5,0.104922828783826,0.205648744416298,B19,8,32.2,12:48-13:18,14:48-15:18,B,B6,14,HT,uninfected,uninfected,0,NA,34.379999999999995
1,Mussel_77,2025-06-24T12:50:00Z,0.49,5,0.0615467302137165,0.120631591218884,G73,8,31,12:48-13:18,14:48-15:18,B,B7,15,Control,infected,infected,14,NA,29.4
1,Mussel_78,2025-06-24T12:50:00Z,0.477,5,0.0245051015096857,0.048029998958984,B83,8,30.9,12:48-13:18,14:48-15:18,B,B8,16,Control,uninfected,uninfected,0,NA,28.619999999999997
2,Mussel_71,2025-06-24T12:55:00Z,0.384,5,0.0105261578935526,0.0206312694713631,G54,8,31,12:48-13:18,14:48-15:18,B,B1,9,CM,infected,infected,6,NA,23.04
2,Mussel_72,2025-06-24T12:55:00Z,0.379,5,0.0231235810375469,0.045322218833592,B85,8,31.6,12:48-13:18,14:48-15:18,B,B2,10,CM,uninfected,uninfected,0,NA,22.740000000000002
2,Mussel_73,2025-06-24T12:55:00Z,0.297,5,0.258991312595616,0.507622972687407,G7,8,34.2,12:48-13:18,14:48-15:18,B,B3,11,HS,infected,infected,2,NA,17.82
2,Mussel_74,2025-06-24T12:55:00Z,0.264,5,0.270654761642946,0.530483332820174,B80,8,28.7,12:48-13:18,14:48-15:18,B,B4,12,HS,uninfected,uninfected,0,NA,15.84
2,Mussel_75,2025-06-24T12:55:00Z,0.484,5,0.0385836753044601,0.0756240035967417,G4,8,32.5,12:48-13:18,14:48-15:18,B,B5,13,HT,infected,infected,27,NA,29.04
2,Mussel_76,2025-06-24T12:55:00Z,0.563,5,0.0555427763079952,0.108863841563671,B19,8,32.2,12:48-13:18,14:48-15:18,B,B6,14,HT,uninfected,uninfected,0,NA,33.779999999999994
2,Mussel_77,2025-06-24T12:55:00Z,0.435,5,0.040475918766595,0.0793328007825263,G73,8,31,12:48-13:18,14:48-15:18,B,B7,15,Control,infected,infected,14,NA,26.1
2,Mussel_78,2025-06-24T12:55:00Z,0.429,5,0.0193520024803636,0.0379299248615127,B83,8,30.9,12:48-13:18,14:48-15:18,B,B8,16,Control,uninfected,uninfected,0,NA,25.74
3,Mussel_71,2025-06-24T13:00:00Z,0.368,5,0.0898292825308095,0.176065393760387,G54,8,31,12:48-13:18,14:48-15:18,B,B1,9,CM,infected,infected,6,NA,22.08
3,Mussel_72,2025-06-24T13:00:00Z,0.341,5,0.0363386846212133,0.071223821857578,B85,8,31.6,12:48-13:18,14:48-15:18,B,B2,10,CM,uninfected,uninfected,0,NA,20.46
3,Mussel_73,2025-06-24T13:00:00Z,0.546,5,0.304507799571702,0.596835287160536,G7,8,34.2,12:48-13:18,14:48-15:18,B,B3,11,HS,infected,infected,2,NA,32.760000000000005
3,Mussel_74,2025-06-24T13:00:00Z,0.617,5,0.467329434125436,0.915965690885854,B80,8,28.7,12:48-13:18,14:48-15:18,B,B4,12,HS,uninfected,uninfected,0,NA,37.019999999999996
3,Mussel_75,2025-06-24T13:00:00Z,0.465,5,0.0425758147309009,0.0834485968725658,G4,8,32.5,12:48-13:18,14:48-15:18,B,B5,13,HT,infected,infected,27,NA,27.900000000000002
3,Mussel_76,2025-06-24T13:00:00Z,0.559,5,0.00554075807087798,0.0108598858189208,B19,8,32.2,12:48-13:18,14:48-15:18,B,B6,14,HT,uninfected,uninfected,0,NA,33.540000000000006
3,Mussel_77,2025-06-24T13:00:00Z,0.395,5,0.0360097209097766,0.0705790529831621,G73,8,31,12:48-13:18,14:48-15:18,B,B7,15,Control,infected,infected,14,NA,23.700000000000003
3,Mussel_78,2025-06-24T13:00:00Z,0.401,5,0.0950263121456368,0.186251571805448,B83,8,30.9,12:48-13:18,14:48-15:18,B,B8,16,Control,uninfected,uninfected,0,NA,24.060000000000002
4,Mussel_71,2025-06-24T13:05:00Z,0.386,5,0.124472888614348,0.243966861684123,G54,8,31,12:48-13:18,14:48-15:18,B,B1,9,CM,infected,infected,6,NA,23.16
4,Mussel_72,2025-06-24T13:05:00Z,0.372,5,0.0734540672801718,0.143969971869137,B85,8,31.6,12:48-13:18,14:48-15:18,B,B2,10,CM,uninfected,uninfected,0,NA,22.32
4,Mussel_73,2025-06-24T13:05:00Z,0.193,5,0.670775521318421,1.31472002178411,G7,8,34.2,12:48-13:18,14:48-15:18,B,B3,11,HS,infected,infected,2,NA,11.58
4,Mussel_74,2025-06-24T13:05:00Z,0.521,5,0.857028179233332,1.67977523129733,B80,8,28.7,12:48-13:18,14:48-15:18,B,B4,12,HS,uninfected,uninfected,0,NA,31.26
4,Mussel_75,2025-06-24T13:05:00Z,0.451,5,0.092321720087962,0.180950571372405,G4,8,32.5,12:48-13:18,14:48-15:18,B,B5,13,HT,infected,infected,27,NA,27.060000000000002
4,Mussel_76,2025-06-24T13:05:00Z,0.526,5,0.0389717846653191,0.0763846979440254,B19,8,32.2,12:48-13:18,14:48-15:18,B,B6,14,HT,uninfected,uninfected,0,NA,31.560000000000002
4,Mussel_77,2025-06-24T13:05:00Z,0.337,5,0.0145705181788432,0.0285582156305326,G73,8,31,12:48-13:18,14:48-15:18,B,B7,15,Control,infected,infected,14,NA,20.220000000000002
4,Mussel_78,2025-06-24T13:05:00Z,0.369,5,0.121810098103564,0.238747792282986,B83,8,30.9,12:48-13:18,14:48-15:18,B,B8,16,Control,uninfected,uninfected,0,NA,22.14
5,Mussel_71,2025-06-24T13:10:00Z,0.328,5,0.134810237000014,0.264228064520028,G54,8,31,12:48-13:18,14:48-15:18,B,B1,9,CM,infected,infected,6,NA,19.68
5,Mussel_72,2025-06-24T13:10:00Z,0.37,5,0.0243618554301597,0.0477492366431129,B85,8,31.6,12:48-13:18,14:48-15:18,B,B2,10,CM,uninfected,uninfected,0,NA,22.2
5,Mussel_73,2025-06-24T13:10:00Z,0.291,5,0.457011816039804,0.895743159438017,G7,8,34.2,12:48-13:18,14:48-15:18,B,B3,11,HS,infected,infected,2,NA,17.459999999999997
5,Mussel_74,2025-06-24T13:10:00Z,0.495,5,0.328671112207933,0.644195379927549,B80,8,28.7,12:48-13:18,14:48-15:18,B,B4,12,HS,uninfected,uninfected,0,NA,29.7
5,Mussel_75,2025-06-24T13:10:00Z,0.341,5,0.0575525846509086,0.112803065915781,G4,8,32.5,12:48-13:18,14:48-15:18,B,B5,13,HT,infected,infected,27,NA,20.46
5,Mussel_76,2025-06-24T13:10:00Z,0.534,5,0.17628442926135,0.345517481352247,B19,8,32.2,12:48-13:18,14:48-15:18,B,B6,14,HT,uninfected,uninfected,0,NA,32.04
5,Mussel_77,2025-06-24T13:10:00Z,0.312,5,0.0655148838051324,0.12840917225806,G73,8,31,12:48-13:18,14:48-15:18,B,B7,15,Control,infected,infected,14,NA,18.72
5,Mussel_78,2025-06-24T13:10:00Z,0.361,5,0.090247991667405,0.176886063668114,B83,8,30.9,12:48-13:18,14:48-15:18,B,B8,16,Control,uninfected,uninfected,0,NA,21.66
6,Mussel_71,2025-06-24T13:15:00Z,0.373,5,0.215843693445048,0.423053639152295,G54,8,31,12:48-13:18,14:48-15:18,B,B1,9,CM,infected,infected,6,NA,22.38
6,Mussel_72,2025-06-24T13:15:00Z,0.349,5,0.0866677564034053,0.169868802550674,B85,8,31.6,12:48-13:18,14:48-15:18,B,B2,10,CM,uninfected,uninfected,0,NA,20.939999999999998
6,Mussel_73,2025-06-24T13:15:00Z,0.244,5,0.118862525633607,0.232970550241871,G7,8,34.2,12:48-13:18,14:48-15:18,B,B3,11,HS,infected,infected,2,NA,14.64
6,Mussel_74,2025-06-24T13:15:00Z,0.483,5,0.47816126986614,0.937196088937635,B80,8,28.7,12:48-13:18,14:48-15:18,B,B4,12,HS,uninfected,uninfected,0,NA,28.98
6,Mussel_75,2025-06-24T13:15:00Z,0.472,5,0.16364504269913,0.320744283690294,G4,8,32.5,12:48-13:18,14:48-15:18,B,B5,13,HT,infected,infected,27,NA,28.32
6,Mussel_76,2025-06-24T13:15:00Z,0.505,5,0.0236959912221456,0.0464441427954053,B19,8,32.2,12:48-13:18,14:48-15:18,B,B6,14,HT,uninfected,uninfected,0,NA,30.3
6,Mussel_77,2025-06-24T13:15:00Z,0.312,5,0.175863583495845,0.344692623651856,G73,8,31,12:48-13:18,14:48-15:18,B,B7,15,Control,infected,infected,14,NA,18.72
6,Mussel_78,2025-06-24T13:15:00Z,0.375,5,0.027509998182479,0.0539195964376589,B83,8,30.9,12:48-13:18,14:48-15:18,B,B8,16,Control,uninfected,uninfected,0,NA,22.5
1,Mussel_81,2025-06-24T13:25:00Z,0.221,3,0.0122882057274445,0.0240848832257912,Y29,9,34.3,13:26-13:56,15:26-15:56,C,C1,17,CM,infected,infected,15,NA,13.26
1,Mussel_82,2025-06-24T13:25:00Z,0.369,3,0.131720664033148,0.258172501504969,B69,9,31.2,13:26-13:56,15:26-15:56,C,C2,18,CM,uninfected,uninfected,0,NA,22.14
1,Mussel_83,2025-06-24T13:25:00Z,0.211,3,0.0267644042215278,0.0524582322741944,Y14,9,34.6,13:26-13:56,15:26-15:56,C,C3,19,HS,infected,infected,4,NA,12.66
1,Mussel_84,2025-06-24T13:25:00Z,0.403,3,0.042453896562428,0.0832096372623588,B93,9,34.9,13:26-13:56,15:26-15:56,C,C4,20,HS,uninfected,uninfected,0,NA,24.18
1,Mussel_85,2025-06-24T13:25:00Z,0.199,3,0.0975106831754005,0.191120939023785,Y86,9,28.1,13:26-13:56,15:26-15:56,C,C5,21,HT,infected,infected,33,NA,11.940000000000001
1,Mussel_86,2025-06-24T13:25:00Z,0.422,3,0.187960102149366,0.368401800212757,B74,9,32.5,13:26-13:56,15:26-15:56,C,C6,22,HT,uninfected,uninfected,0,NA,25.32
1,Mussel_87,2025-06-24T13:25:00Z,0.217,3,0.0563589685261657,0.110463578311285,Y85,9,30.4,13:26-13:56,15:26-15:56,C,C7,23,Control,infected,infected,17,NA,13.02
1,Mussel_88,2025-06-24T13:25:00Z,0.207,3,0.448589270194165,0.879234969580563,B15,9,34.2,13:26-13:56,15:26-15:56,C,C8,24,Control,uninfected,uninfected,0,NA,12.42
2,Mussel_81,2025-06-24T13:30:00Z,0.231,5,0.13796448818446,0.270410396841542,Y29,9,34.3,13:26-13:56,15:26-15:56,C,C1,17,CM,infected,infected,15,NA,13.860000000000001
2,Mussel_82,2025-06-24T13:30:00Z,0.498,5,0.0480468521341409,0.0941718301829161,B69,9,31.2,13:26-13:56,15:26-15:56,C,C2,18,CM,uninfected,uninfected,0,NA,29.88
2,Mussel_83,2025-06-24T13:30:00Z,0.185,5,0.0810413474715222,0.158841041044184,Y14,9,34.6,13:26-13:56,15:26-15:56,C,C3,19,HS,infected,infected,4,NA,11.1
2,Mussel_84,2025-06-24T13:30:00Z,0.481,5,0.0822666396542365,0.161242613722304,B93,9,34.9,13:26-13:56,15:26-15:56,C,C4,20,HS,uninfected,uninfected,0,NA,28.86
2,Mussel_85,2025-06-24T13:30:00Z,0.555,5,0.170047640383511,0.333293375151682,Y86,9,28.1,13:26-13:56,15:26-15:56,C,C5,21,HT,infected,infected,33,NA,33.300000000000004
2,Mussel_86,2025-06-24T13:30:00Z,0.315,5,0.0824639315094787,0.161629305758578,B74,9,32.5,13:26-13:56,15:26-15:56,C,C6,22,HT,uninfected,uninfected,0,NA,18.9
2,Mussel_87,2025-06-24T13:30:00Z,0.205,5,0.118593001479851,0.232442282900508,Y85,9,30.4,13:26-13:56,15:26-15:56,C,C7,23,Control,infected,infected,17,NA,12.299999999999999
2,Mussel_88,2025-06-24T13:30:00Z,0.582,5,0.0277524773668946,0.0543948556391135,B15,9,34.2,13:26-13:56,15:26-15:56,C,C8,24,Control,uninfected,uninfected,0,NA,34.919999999999995
3,Mussel_81,2025-06-24T13:35:00Z,0.489,5,0.0166823259769134,0.0326973589147503,Y29,9,34.3,13:26-13:56,15:26-15:56,C,C1,17,CM,infected,infected,15,NA,29.34
3,Mussel_82,2025-06-24T13:35:00Z,0.581,5,0.0275463246187218,0.0539907962526948,B69,9,31.2,13:26-13:56,15:26-15:56,C,C2,18,CM,uninfected,uninfected,0,NA,34.86
3,Mussel_83,2025-06-24T13:35:00Z,0.425,5,0.0720465127539147,0.141211164997673,Y14,9,34.6,13:26-13:56,15:26-15:56,C,C3,19,HS,infected,infected,4,NA,25.5
3,Mussel_84,2025-06-24T13:35:00Z,0.512,5,0.0227310360520589,0.0445528306620354,B93,9,34.9,13:26-13:56,15:26-15:56,C,C4,20,HS,uninfected,uninfected,0,NA,30.72
3,Mussel_85,2025-06-24T13:35:00Z,0.545,5,0.0314515500412937,0.0616450380809356,Y86,9,28.1,13:26-13:56,15:26-15:56,C,C5,21,HT,infected,infected,33,NA,32.7
3,Mussel_86,2025-06-24T13:35:00Z,0.212,5,0.0923108877652035,0.180929340019799,B74,9,32.5,13:26-13:56,15:26-15:56,C,C6,22,HT,uninfected,uninfected,0,NA,12.719999999999999
3,Mussel_87,2025-06-24T13:35:00Z,0.518,5,0.12297032162274,0.241021830380569,Y85,9,30.4,13:26-13:56,15:26-15:56,C,C7,23,Control,infected,infected,17,NA,31.080000000000002
3,Mussel_88,2025-06-24T13:35:00Z,0.553,5,0.162060791063107,0.31763915048369,B15,9,34.2,13:26-13:56,15:26-15:56,C,C8,24,Control,uninfected,uninfected,0,NA,33.18
4,Mussel_81,2025-06-24T13:40:00Z,0.405,5,0.0770370040954346,0.150992528027052,Y29,9,34.3,13:26-13:56,15:26-15:56,C,C1,17,CM,infected,infected,15,NA,24.3
4,Mussel_82,2025-06-24T13:40:00Z,0.623,5,0.0126015872016187,0.0246991109151727,B69,9,31.2,13:26-13:56,15:26-15:56,C,C2,18,CM,uninfected,uninfected,0,NA,37.38
4,Mussel_83,2025-06-24T13:40:00Z,0.257,5,0.056265442324752,0.110280266956514,Y14,9,34.6,13:26-13:56,15:26-15:56,C,C3,19,HS,infected,infected,4,NA,15.42
4,Mussel_84,2025-06-24T13:40:00Z,0.507,5,0.153716297119076,0.301283942353389,B93,9,34.9,13:26-13:56,15:26-15:56,C,C4,20,HS,uninfected,uninfected,0,NA,30.42
4,Mussel_85,2025-06-24T13:40:00Z,0.533,5,0.00763544366752844,0.0149654695883557,Y86,9,28.1,13:26-13:56,15:26-15:56,C,C5,21,HT,infected,infected,33,NA,31.98
4,Mussel_86,2025-06-24T13:40:00Z,0.241,5,0.15234730059965,0.298600709175313,B74,9,32.5,13:26-13:56,15:26-15:56,C,C6,22,HT,uninfected,uninfected,0,NA,14.459999999999999
4,Mussel_87,2025-06-24T13:40:00Z,0.532,5,0.15414376406459,0.302121777566596,Y85,9,30.4,13:26-13:56,15:26-15:56,C,C7,23,Control,infected,infected,17,NA,31.92
4,Mussel_88,2025-06-24T13:40:00Z,0.532,5,0.193483849455194,0.379228344932179,B15,9,34.2,13:26-13:56,15:26-15:56,C,C8,24,Control,uninfected,uninfected,0,NA,31.92
5,Mussel_81,2025-06-24T13:45:00Z,0.401,5,0.11631938789385,0.227986000271947,Y29,9,34.3,13:26-13:56,15:26-15:56,C,C1,17,CM,infected,infected,15,NA,24.060000000000002
5,Mussel_82,2025-06-24T13:45:00Z,0.633,5,0.0164529632589391,0.0322478079875207,B69,9,31.2,13:26-13:56,15:26-15:56,C,C2,18,CM,uninfected,uninfected,0,NA,37.980000000000004
5,Mussel_83,2025-06-24T13:45:00Z,0.376,5,0.164047858870514,0.321533803386207,Y14,9,34.6,13:26-13:56,15:26-15:56,C,C3,19,HS,infected,infected,4,NA,22.56
5,Mussel_84,2025-06-24T13:45:00Z,0.51,5,0.146590245241626,0.287316880673587,B93,9,34.9,13:26-13:56,15:26-15:56,C,C4,20,HS,uninfected,uninfected,0,NA,30.6
5,Mussel_85,2025-06-24T13:45:00Z,0.535,5,0.0167779617355625,0.0328848050017026,Y86,9,28.1,13:26-13:56,15:26-15:56,C,C5,21,HT,infected,infected,33,NA,32.1
5,Mussel_86,2025-06-24T13:45:00Z,0.611,5,0.0163248277173145,0.0319966623259365,B74,9,32.5,13:26-13:56,15:26-15:56,C,C6,22,HT,uninfected,uninfected,0,NA,36.66
5,Mussel_87,2025-06-24T13:45:00Z,0.497,5,0.127241895616185,0.249394115407722,Y85,9,30.4,13:26-13:56,15:26-15:56,C,C7,23,Control,infected,infected,17,NA,29.82
5,Mussel_88,2025-06-24T13:45:00Z,0.16,5,0.0535509103564076,0.104959784298559,B15,9,34.2,13:26-13:56,15:26-15:56,C,C8,24,Control,uninfected,uninfected,0,NA,9.6
1,Mussel_101,2025-06-24T14:30:00Z,0.489,5,0.0516652687982943,0.101263926844657,Y48,11,31.9,14:27-14:57,16:27-16:57,B,B1,9,CM,infected,uninfected,0,NA,29.34
1,Mussel_102,2025-06-24T14:30:00Z,0.523,5,0.0112561094522042,0.0220619745263202,B84,11,34.4,14:27-14:57,16:27-16:57,B,B2,10,CM,uninfected,uninfected,0,NA,31.380000000000003
1,Mussel_103,2025-06-24T14:30:00Z,0.243,5,0.119350324674883,0.233926636362771,Y35,11,31.2,14:27-14:57,16:27-16:57,B,B3,11,HS,infected,infected,12,NA,14.58
1,Mussel_104,2025-06-24T14:30:00Z,0.42,5,0.115962493936617,0.22728648811577,B65,11,33.5,14:27-14:57,16:27-16:57,B,B4,12,HS,uninfected,uninfected,0,NA,25.2
1,Mussel_105,2025-06-24T14:30:00Z,0.418,5,0.0958331884056875,0.187833049275148,Y4,11,29.3,14:27-14:57,16:27-16:57,B,B5,13,HT,infected,infected,9,NA,25.08
1,Mussel_106,2025-06-24T14:30:00Z,0.337,5,0.15263453082445,0.299163680415922,B48,11,33.6,14:27-14:57,16:27-16:57,B,B6,14,HT,uninfected,uninfected,0,NA,20.220000000000002
1,Mussel_107,2025-06-24T14:30:00Z,0.632,5,0.153757926624939,0.30136553618488,Y34,11,31.2,14:27-14:57,16:27-16:57,B,B7,15,Control,infected,infected,120,NA,37.92
1,Mussel_108,2025-06-24T14:30:00Z,0.612,5,0.263340464038476,0.516147309515413,B45,11,32,14:27-14:57,16:27-16:57,B,B8,16,Control,uninfected,uninfected,0,NA,36.72
2,Mussel_101,2025-06-24T14:35:00Z,0.464,5,0.0244601717083098,0.0479419365482872,Y48,11,31.9,14:27-14:57,16:27-16:57,B,B1,9,CM,infected,uninfected,0,NA,27.84
2,Mussel_102,2025-06-24T14:35:00Z,0.486,5,0.0189129585205488,0.0370693987002757,B84,11,34.4,14:27-14:57,16:27-16:57,B,B2,10,CM,uninfected,uninfected,0,NA,29.16
2,Mussel_103,2025-06-24T14:35:00Z,0.552,5,0.0768147121325075,0.150556835779715,Y35,11,31.2,14:27-14:57,16:27-16:57,B,B3,11,HS,infected,infected,12,NA,33.120000000000005
2,Mussel_104,2025-06-24T14:35:00Z,0.353,5,0.0733600708832809,0.143785738931231,B65,11,33.5,14:27-14:57,16:27-16:57,B,B4,12,HS,uninfected,uninfected,0,NA,21.18
2,Mussel_105,2025-06-24T14:35:00Z,0.569,5,0.0519740319775174,0.101869102675934,Y4,11,29.3,14:27-14:57,16:27-16:57,B,B5,13,HT,infected,infected,9,NA,34.14
2,Mussel_106,2025-06-24T14:35:00Z,0.587,5,0.140930834099568,0.276224434835154,B48,11,33.6,14:27-14:57,16:27-16:57,B,B6,14,HT,uninfected,uninfected,0,NA,35.22
2,Mussel_107,2025-06-24T14:35:00Z,0.678,5,0.0109635760589326,0.0214886090755078,Y34,11,31.2,14:27-14:57,16:27-16:57,B,B7,15,Control,infected,infected,120,NA,40.68
2,Mussel_108,2025-06-24T14:35:00Z,0.516,5,0.28585188472354,0.560269694058138,B45,11,32,14:27-14:57,16:27-16:57,B,B8,16,Control,uninfected,uninfected,0,NA,30.96
3,Mussel_101,2025-06-24T14:40:00Z,0.462,5,0.032807011445726,0.064301742433623,Y48,11,31.9,14:27-14:57,16:27-16:57,B,B1,9,CM,infected,uninfected,0,NA,27.720000000000002
3,Mussel_102,2025-06-24T14:40:00Z,0.518,5,0.0466829733414658,0.0914986277492729,B84,11,34.4,14:27-14:57,16:27-16:57,B,B2,10,CM,uninfected,uninfected,0,NA,31.080000000000002
3,Mussel_103,2025-06-24T14:40:00Z,0.531,5,0.139795207357048,0.273998606419814,Y35,11,31.2,14:27-14:57,16:27-16:57,B,B3,11,HS,infected,infected,12,NA,31.860000000000003
3,Mussel_104,2025-06-24T14:40:00Z,0.283,5,0.108368353314056,0.212401972495549,B65,11,33.5,14:27-14:57,16:27-16:57,B,B4,12,HS,uninfected,uninfected,0,NA,16.979999999999997
3,Mussel_105,2025-06-24T14:40:00Z,0.53,5,0.123364095262763,0.241793626715015,Y4,11,29.3,14:27-14:57,16:27-16:57,B,B5,13,HT,infected,infected,9,NA,31.8
3,Mussel_106,2025-06-24T14:40:00Z,0.55,5,0.0166042163320043,0.0325442640107285,B48,11,33.6,14:27-14:57,16:27-16:57,B,B6,14,HT,uninfected,uninfected,0,NA,33
3,Mussel_107,2025-06-24T14:40:00Z,0.619,5,0.0175982953719956,0.0344926589291113,Y34,11,31.2,14:27-14:57,16:27-16:57,B,B7,15,Control,infected,infected,120,NA,37.14
3,Mussel_108,2025-06-24T14:40:00Z,0.516,5,0.0217025344142107,0.042536967451853,B45,11,32,14:27-14:57,16:27-16:57,B,B8,16,Control,uninfected,uninfected,0,NA,30.96
4,Mussel_101,2025-06-24T14:45:00Z,0.414,5,0.0993790722436067,0.194782981597469,Y48,11,31.9,14:27-14:57,16:27-16:57,B,B1,9,CM,infected,uninfected,0,NA,24.84
4,Mussel_102,2025-06-24T14:45:00Z,0.448,5,0.109488812213851,0.214598071939149,B84,11,34.4,14:27-14:57,16:27-16:57,B,B2,10,CM,uninfected,uninfected,0,NA,26.88
4,Mussel_103,2025-06-24T14:45:00Z,0.458,5,0.0955546963785663,0.18728720490199,Y35,11,31.2,14:27-14:57,16:27-16:57,B,B3,11,HS,infected,infected,12,NA,27.48
4,Mussel_104,2025-06-24T14:45:00Z,0.459,5,0.0337831318856023,0.0662149384957805,B65,11,33.5,14:27-14:57,16:27-16:57,B,B4,12,HS,uninfected,uninfected,0,NA,27.540000000000003
