"Rep","ArenaID","mean_net_mm","mean_gross_mm","mean_CI","sd_CI","n","Mussel_ID","Byssus","Byssus_Threads","Start_Time","Aggregated","Type","Amax....","k","Time","Cluster_Score","Group","Byssus_Threads.1","Length.mm.","P_Status","Status","Intensity","Notes","sum_intensity","n_infected"
5,"HSA",18.9189679555926,117.080179264925,0.139806989266002,0.0892879474571471,7,"P16",5,1,23,"yes","sustained","57,14","22,46","15:28-17:28",NA,"HS",1,35,"uninfected","uninfected",0,"",0,0
5,"HSA",18.9189679555926,117.080179264925,0.139806989266002,0.0892879474571471,7,"P29",5,0,23,"yes","sustained","57,14","22,46","15:28-17:28",NA,"HS",0,34.1,"uninfected","uninfected",0,"",0,0
5,"HSA",18.9189679555926,117.080179264925,0.139806989266002,0.0892879474571471,7,"P4",5,0,23,"yes","sustained","57,14","22,46","15:28-17:28",NA,"HS",0,28.9,"uninfected","uninfected",0,"",0,0
5,"HSA",18.9189679555926,117.080179264925,0.139806989266002,0.0892879474571471,7,"P71",5,2,23,"yes","sustained","57,14","22,46","15:28-17:28",NA,"HS",2,36.4,"uninfected","uninfected",0,"",0,0
5,"HSB",11.0547561680142,91.7071993046829,0.135039945272464,0.0385228333940631,7,"G79",3,1,52,"yes","transient",NA,NA,"15:28-17:28",NA,"HS",1,36.3,"infected","infected",9,"",135,7
5,"HSB",11.0547561680142,91.7071993046829,0.135039945272464,0.0385228333940631,7,"G83",3,0,52,"yes","transient",NA,NA,"15:28-17:28",NA,"HS",0,34,"infected","infected",6,"",135,7
5,"HSB",11.0547561680142,91.7071993046829,0.135039945272464,0.0385228333940631,7,"G88",3,0,52,"yes","transient",NA,NA,"15:28-17:28",NA,"HS",0,34.6,"infected","infected",12,"",135,7
5,"HSB",11.0547561680142,91.7071993046829,0.135039945272464,0.0385228333940631,7,"Y22",3,1,52,"yes","transient",NA,NA,"15:28-17:28",NA,"HS",1,35,"infected","infected",57,"",135,7
5,"HSB",11.0547561680142,91.7071993046829,0.135039945272464,0.0385228333940631,7,"Y57",3,0,52,"yes","transient",NA,NA,"15:28-17:28",NA,"HS",0,33,"infected","infected",12,"",135,7
5,"HSB",11.0547561680142,91.7071993046829,0.135039945272464,0.0385228333940631,7,"Y86",3,0,52,"yes","transient",NA,NA,"15:28-17:28",NA,"HS",0,28.1,"infected","infected",33,"",135,7
5,"HSB",11.0547561680142,91.7071993046829,0.135039945272464,0.0385228333940631,7,"Y90",3,1,52,"yes","transient",NA,NA,"15:28-17:28",NA,"HS",1,38.1,"infected","infected",6,"",135,7
5,"HTA",17.0988309046012,127.173734009481,0.14562726946629,0.065986072530732,7,"G23",8,0,23,"yes","sustained","71,79","41,74","15:28-17:28",NA,"HT",0,30,"infected","infected",23,"",87,6
5,"HTA",17.0988309046012,127.173734009481,0.14562726946629,0.065986072530732,7,"G44",8,1,23,"yes","sustained","71,79","41,74","15:28-17:28",NA,"HT",1,34.4,"infected","uninfected",0,"",87,6
5,"HTA",17.0988309046012,127.173734009481,0.14562726946629,0.065986072530732,7,"G58",8,0,23,"yes","sustained","71,79","41,74","15:28-17:28",NA,"HT",0,33.5,"infected","infected",10,"",87,6
5,"HTA",17.0988309046012,127.173734009481,0.14562726946629,0.065986072530732,7,"G77",8,0,23,"yes","sustained","71,79","41,74","15:28-17:28",NA,"HT",0,33.2,"infected","infected",33,"",87,6
5,"HTA",17.0988309046012,127.173734009481,0.14562726946629,0.065986072530732,7,"G84",8,3,23,"yes","sustained","71,79","41,74","15:28-17:28",NA,"HT",3,33.3,"infected","infected",13,"",87,6
5,"HTA",17.0988309046012,127.173734009481,0.14562726946629,0.065986072530732,7,"Y37",8,2,23,"yes","sustained","71,79","41,74","15:28-17:28",NA,"HT",2,28.9,"infected","infected",2,"",87,6
5,"HTA",17.0988309046012,127.173734009481,0.14562726946629,0.065986072530732,7,"Y41",8,2,23,"yes","sustained","71,79","41,74","15:28-17:28",NA,"HT",2,30,"infected","infected",6,"",87,6
5,"HTB",12.4612276821636,54.8218148744821,0.204206045906241,0.0769025940119539,7,"B4",4,0,17,"yes","sustained","36,4","19,57","15:28-17:28",NA,"HT",0,35.4,"uninfected","uninfected",0,"",0,0
5,"HTB",12.4612276821636,54.8218148744821,0.204206045906241,0.0769025940119539,7,"B50",4,3,17,"yes","sustained","36,4","19,57","15:28-17:28",NA,"HT",3,33.9,"uninfected","uninfected",0,"",0,0
5,"HTB",12.4612276821636,54.8218148744821,0.204206045906241,0.0769025940119539,7,"B57",4,0,17,"yes","sustained","36,4","19,57","15:28-17:28",NA,"HT",0,36.1,"uninfected","uninfected",0,"",0,0
5,"HTB",12.4612276821636,54.8218148744821,0.204206045906241,0.0769025940119539,7,"B76",4,0,17,"yes","sustained","36,4","19,57","15:28-17:28",NA,"HT",0,30,"uninfected","uninfected",0,"",0,0
5,"HTB",12.4612276821636,54.8218148744821,0.204206045906241,0.0769025940119539,7,"B84",4,1,17,"yes","sustained","36,4","19,57","15:28-17:28",NA,"HT",1,34.4,"uninfected","uninfected",0,"",0,0
5,"HTB",12.4612276821636,54.8218148744821,0.204206045906241,0.0769025940119539,7,"P5",4,0,17,"yes","sustained","36,4","19,57","15:28-17:28",NA,"HT",0,33.5,"uninfected","uninfected",0,"",0,0
5,"HTB",12.4612276821636,54.8218148744821,0.204206045906241,0.0769025940119539,7,"P90",4,0,17,"yes","sustained","36,4","19,57","15:28-17:28",NA,"HT",0,35.7,"uninfected","uninfected",0,"",0,0
6,"CM1",6.7036637994649,33.258040476385,0.211534944126565,0.115138240685017,7,"G1",6,0,31,"yes","transient",NA,NA,"16:05-18:05",NA,"CM",0,35.9,"infected","infected",3,"",165,7
6,"CM1",6.7036637994649,33.258040476385,0.211534944126565,0.115138240685017,7,"G72",6,0,31,"yes","transient",NA,NA,"16:05-18:05",NA,"CM",0,33.3,"infected","infected",14,"",165,7
6,"CM1",6.7036637994649,33.258040476385,0.211534944126565,0.115138240685017,7,"Y19",6,3,31,"yes","transient",NA,NA,"16:05-18:05",NA,"CM",3,32.8,"infected","infected",31,"",165,7
6,"CM1",6.7036637994649,33.258040476385,0.211534944126565,0.115138240685017,7,"Y32",6,3,31,"yes","transient",NA,NA,"16:05-18:05",NA,"CM",3,31.8,"infected","infected",8,"",165,7
6,"CM1",6.7036637994649,33.258040476385,0.211534944126565,0.115138240685017,7,"Y36",6,0,31,"yes","transient",NA,NA,"16:05-18:05",NA,"CM",0,31.1,"infected","infected",4,"",165,7
6,"CM1",6.7036637994649,33.258040476385,0.211534944126565,0.115138240685017,7,"Y62",6,0,31,"yes","transient",NA,NA,"16:05-18:05",NA,"CM",0,30,"infected","infected",9,"",165,7
6,"CM1",6.7036637994649,33.258040476385,0.211534944126565,0.115138240685017,7,"Y67",6,0,31,"yes","transient",NA,NA,"16:05-18:05",NA,"CM",0,31.7,"infected","infected",96,"",165,7
6,"CM2",24.6396010302144,230.488573479335,0.114857044726846,0.0856568449853432,7,"B21",18,3,13,"yes","sustained","90,22","15,75","16:05-18:05",NA,"CM",3,32.1,"uninfected","uninfected",0,"",0,0
6,"CM2",24.6396010302144,230.488573479335,0.114857044726846,0.0856568449853432,7,"B40",18,0,13,"yes","sustained","90,22","15,75","16:05-18:05",NA,"CM",0,29.6,"uninfected","uninfected",0,"",0,0
6,"CM2",24.6396010302144,230.488573479335,0.114857044726846,0.0856568449853432,7,"B58",18,6,13,"yes","sustained","90,22","15,75","16:05-18:05",NA,"CM",6,36,"uninfected","uninfected",0,"",0,0
6,"CM2",24.6396010302144,230.488573479335,0.114857044726846,0.0856568449853432,7,"B79",18,0,13,"yes","sustained","90,22","15,75","16:05-18:05",NA,"CM",0,30.2,"uninfected","uninfected",0,"",0,0
6,"CM2",24.6396010302144,230.488573479335,0.114857044726846,0.0856568449853432,7,"B92",18,6,13,"yes","sustained","90,22","15,75","16:05-18:05",NA,"CM",6,36.8,"uninfected","uninfected",0,"",0,0
6,"CM2",24.6396010302144,230.488573479335,0.114857044726846,0.0856568449853432,7,"P44",18,0,13,"yes","sustained","90,22","15,75","16:05-18:05",NA,"CM",0,33.4,"uninfected","uninfected",0,"",0,0
6,"CM2",24.6396010302144,230.488573479335,0.114857044726846,0.0856568449853432,7,"P76",18,3,13,"yes","sustained","90,22","15,75","16:05-18:05",NA,"CM",3,38.8,"uninfected","uninfected",0,"",0,0
6,"Control1",6.6186606792902,69.4418943200535,0.129303139429737,0.0723635615032889,7,"G33",5,0,46,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",0,28.1,"infected","infected",28,"",206,7
6,"Control1",6.6186606792902,69.4418943200535,0.129303139429737,0.0723635615032889,7,"G54",5,0,46,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",0,31,"infected","infected",6,"",206,7
6,"Control1",6.6186606792902,69.4418943200535,0.129303139429737,0.0723635615032889,7,"G55",5,0,46,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",0,37,"infected","infected",11,"",206,7
6,"Control1",6.6186606792902,69.4418943200535,0.129303139429737,0.0723635615032889,7,"Y33",5,3,46,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",3,28.4,"infected","infected",21,"",206,7
6,"Control1",6.6186606792902,69.4418943200535,0.129303139429737,0.0723635615032889,7,"Y34",5,0,46,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",0,31.2,"infected","infected",120,"",206,7
6,"Control1",6.6186606792902,69.4418943200535,0.129303139429737,0.0723635615032889,7,"Y6",5,1,46,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",1,29.8,"infected","infected",12,"",206,7
6,"Control1",6.6186606792902,69.4418943200535,0.129303139429737,0.0723635615032889,7,"Y63",5,1,46,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",1,30.6,"infected","infected",8,"",206,7
6,"Control2",4.43079110672365,26.607296543581,0.180879656570435,0.125591139606203,7,"B38",2,0,22,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",0,30.9,"uninfected","uninfected",0,"",0,0
6,"Control2",4.43079110672365,26.607296543581,0.180879656570435,0.125591139606203,7,"B42",2,0,22,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",0,27.2,"uninfected","uninfected",0,"",0,0
6,"Control2",4.43079110672365,26.607296543581,0.180879656570435,0.125591139606203,7,"B63",2,0,22,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",0,34.8,"uninfected","uninfected",0,"",0,0
6,"Control2",4.43079110672365,26.607296543581,0.180879656570435,0.125591139606203,7,"B81",2,0,22,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",0,33.4,"uninfected","uninfected",0,"",0,0
6,"Control2",4.43079110672365,26.607296543581,0.180879656570435,0.125591139606203,7,"P21",2,2,22,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",2,34.8,"uninfected","uninfected",0,"",0,0
6,"Control2",4.43079110672365,26.607296543581,0.180879656570435,0.125591139606203,7,"P56",2,0,22,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",0,28.4,"uninfected","uninfected",0,"",0,0
6,"Control2",4.43079110672365,26.607296543581,0.180879656570435,0.125591139606203,7,"P65",2,0,22,"yes","transient",NA,NA,"16:05-18:05",NA,"Control",0,32,"uninfected","uninfected",0,"",0,0
6,"HS1",16.9065746335434,122.342462553937,0.167313323862537,0.0845282994729053,7,"B55",5,0,32,"yes","sustained","107,55","76,28","16:05-18:05",NA,"HS",0,33.6,"uninfected","uninfected",0,"",0,0
6,"HS1",16.9065746335434,122.342462553937,0.167313323862537,0.0845282994729053,7,"B59",5,0,32,"yes","sustained","107,55","76,28","16:05-18:05",NA,"HS",0,30,"uninfected","uninfected",0,"",0,0
6,"HS1",16.9065746335434,122.342462553937,0.167313323862537,0.0845282994729053,7,"B83",5,0,32,"yes","sustained","107,55","76,28","16:05-18:05",NA,"HS",0,30.9,"uninfected","uninfected",0,"",0,0
6,"HS1",16.9065746335434,122.342462553937,0.167313323862537,0.0845282994729053,7,"B95",5,0,32,"yes","sustained","107,55","76,28","16:05-18:05",NA,"HS",0,31.1,"uninfected","uninfected",0,"",0,0
6,"HS1",16.9065746335434,122.342462553937,0.167313323862537,0.0845282994729053,7,"P31",5,2,32,"yes","sustained","107,55","76,28","16:05-18:05",NA,"HS",2,33,"uninfected","uninfected",0,"",0,0
6,"HS1",16.9065746335434,122.342462553937,0.167313323862537,0.0845282994729053,7,"P63",5,3,32,"yes","sustained","107,55","76,28","16:05-18:05",NA,"HS",3,29.3,"uninfected","uninfected",0,"",0,0
6,"HS1",16.9065746335434,122.342462553937,0.167313323862537,0.0845282994729053,7,"P81",5,0,32,"yes","sustained","107,55","76,28","16:05-18:05",NA,"HS",0,36,"uninfected","uninfected",0,"",0,0
6,"HS2",7.92427146831942,60.2109866235048,0.257033367351052,0.233114886297487,7,"G14",10,0,23,"yes","transient",NA,NA,"16:05-18:05",NA,"HS",0,34.1,"infected","infected",2,"",85,7
6,"HS2",7.92427146831942,60.2109866235048,0.257033367351052,0.233114886297487,7,"G39",10,3,23,"yes","transient",NA,NA,"16:05-18:05",NA,"HS",3,31,"infected","infected",13,"",85,7
6,"HS2",7.92427146831942,60.2109866235048,0.257033367351052,0.233114886297487,7,"G94",10,1,23,"yes","transient",NA,NA,"16:05-18:05",NA,"HS",1,34,"infected","infected",19,"",85,7
6,"HS2",7.92427146831942,60.2109866235048,0.257033367351052,0.233114886297487,7,"Y35",10,0,23,"yes","transient",NA,NA,"16:05-18:05",NA,"HS",0,31.2,"infected","infected",12,"",85,7
6,"HS2",7.92427146831942,60.2109866235048,0.257033367351052,0.233114886297487,7,"Y65",10,0,23,"yes","transient",NA,NA,"16:05-18:05",NA,"HS",0,32.6,"infected","infected",15,"",85,7
6,"HS2",7.92427146831942,60.2109866235048,0.257033367351052,0.233114886297487,7,"Y74",10,6,23,"yes","transient",NA,NA,"16:05-18:05",NA,"HS",6,32.4,"infected","infected",21,"",85,7
6,"HS2",7.92427146831942,60.2109866235048,0.257033367351052,0.233114886297487,7,"Y78",10,0,23,"yes","transient",NA,NA,"16:05-18:05",NA,"HS",0,29.2,"infected","infected",3,"",85,7
6,"HT1",24.1075219888791,116.350171103725,0.330200857403436,0.233298596330332,7,"G27",6,0,34,"yes","sustained","119,29","96,29","16:05-18:05",NA,"HT",0,28.1,"infected","infected",7,"",135,7
6,"HT1",24.1075219888791,116.350171103725,0.330200857403436,0.233298596330332,7,"G46",6,0,34,"yes","sustained","119,29","96,29","16:05-18:05",NA,"HT",0,28.3,"infected","infected",100,"",135,7
6,"HT1",24.1075219888791,116.350171103725,0.330200857403436,0.233298596330332,7,"G68",6,0,34,"yes","sustained","119,29","96,29","16:05-18:05",NA,"HT",0,32.1,"infected","infected",4,"",135,7
6,"HT1",24.1075219888791,116.350171103725,0.330200857403436,0.233298596330332,7,"Y16",6,0,34,"yes","sustained","119,29","96,29","16:05-18:05",NA,"HT",0,34.7,"infected","infected",2,"",135,7
6,"HT1",24.1075219888791,116.350171103725,0.330200857403436,0.233298596330332,7,"Y45",6,0,34,"yes","sustained","119,29","96,29","16:05-18:05",NA,"HT",0,32,"infected","infected",3,"",135,7
6,"HT1",24.1075219888791,116.350171103725,0.330200857403436,0.233298596330332,7,"Y68",6,1,34,"yes","sustained","119,29","96,29","16:05-18:05",NA,"HT",1,36,"infected","infected",10,"",135,7
6,"HT1",24.1075219888791,116.350171103725,0.330200857403436,0.233298596330332,7,"Y7",6,5,34,"yes","sustained","119,29","96,29","16:05-18:05",NA,"HT",5,31.2,"infected","infected",9,"",135,7
6,"HT2",14.21144173889,106.75048740654,0.233002948935362,0.202930138149744,7,"B31",15,2,11,"yes","sustained","90,22","52,55","16:05-18:05",NA,"HT",2,30.2,"uninfected","uninfected",0,"",0,0
6,"HT2",14.21144173889,106.75048740654,0.233002948935362,0.202930138149744,7,"B60",15,2,11,"yes","sustained","90,22","52,55","16:05-18:05",NA,"HT",2,32.1,"uninfected","uninfected",0,"",0,0
6,"HT2",14.21144173889,106.75048740654,0.233002948935362,0.202930138149744,7,"B85",15,3,11,"yes","sustained","90,22","52,55","16:05-18:05",NA,"HT",3,31.6,"uninfected","uninfected",0,"",0,0
6,"HT2",14.21144173889,106.75048740654,0.233002948935362,0.202930138149744,7,"P62",15,3,11,"yes","sustained","90,22","52,55","16:05-18:05",NA,"HT",3,34,"uninfected","uninfected",0,"",0,0
6,"HT2",14.21144173889,106.75048740654,0.233002948935362,0.202930138149744,7,"P64",15,3,11,"yes","sustained","90,22","52,55","16:05-18:05",NA,"HT",3,30.6,"uninfected","uninfected",0,"",0,0
6,"HT2",14.21144173889,106.75048740654,0.233002948935362,0.202930138149744,7,"P94",15,2,11,"yes","sustained","90,22","52,55","16:05-18:05",NA,"HT",2,41,"uninfected","uninfected",0,"",0,0
6,"HT2",14.21144173889,106.75048740654,0.233002948935362,0.202930138149744,7,"P97",15,0,11,"yes","sustained","90,22","52,55","16:05-18:05",NA,"HT",0,38.8,"uninfected","uninfected",0,"",0,0
