Arena ID;Rep;Group;Time;Start_Time (min);Time;A(t);P_Status;Status;Notes
CMA;3;CM;11:39-13:39;;110;0,00%;infected;infected;
CMA;3;CM;11:39-13:39;;115;0,00%;infected;infected;
CMA;3;CM;11:39-13:39;;120;0,00%;infected;infected;
CMB;3;CM;11:39-13:39;8;5;0,00%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;10;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;15;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;20;0,00%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;25;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;30;0,00%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;35;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;40;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;45;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;50;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;55;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;60;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;65;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;70;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;75;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;80;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;85;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;90;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;95;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;100;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;105;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;110;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;115;28,57%;uninfected;uninfected;
CMB;3;CM;11:39-13:39;;120;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;42;5;0,00%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;10;0,00%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;15;0,00%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;20;0,00%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;25;0,00%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;30;0,00%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;35;0,00%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;40;0,00%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;45;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;50;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;55;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;60;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;65;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;70;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;75;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;80;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;85;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;90;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;95;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;100;0,00%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;105;0,00%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;110;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;115;28,57%;uninfected;uninfected;
ControlA;3;Control;11:39-13:39;;120;0,00%;uninfected;uninfected;
ControlB;3;Control;11:39-13:39;94;5;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;10;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;15;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;20;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;25;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;30;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;35;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;40;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;45;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;50;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;55;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;60;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;65;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;70;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;75;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;80;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;85;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;90;0,00%;infected;infected;
ControlB;3;Control;11:39-13:39;;95;28,57%;infected;infected;
ControlB;3;Control;11:39-13:39;;100;28,57%;infected;infected;
ControlB;3;Control;11:39-13:39;;105;28,57%;infected;infected;
ControlB;3;Control;11:39-13:39;;110;28,57%;infected;infected;
ControlB;3;Control;11:39-13:39;;115;28,57%;infected;infected;
ControlB;3;Control;11:39-13:39;;120;28,57%;infected;infected;
HSA;3;HS;11:39-13:39;12;5;0,00%;infected;infected;
HSA;3;HS;11:39-13:39;;10;0,00%;infected;infected;
HSA;3;HS;11:39-13:39;;15;42,86%;infected;infected;
HSA;3;HS;11:39-13:39;;20;42,86%;infected;infected;
HSA;3;HS;11:39-13:39;;25;28,57%;infected;infected;
HSA;3;HS;11:39-13:39;;30;28,57%;infected;infected;
HSA;3;HS;11:39-13:39;;35;28,57%;infected;infected;
HSA;3;HS;11:39-13:39;;40;28,57%;infected;infected;
HSA;3;HS;11:39-13:39;;45;28,57%;infected;infected;
HSA;3;HS;11:39-13:39;;50;0,00%;infected;infected;
HSA;3;HS;11:39-13:39;;55;0,00%;infected;infected;
HSA;3;HS;11:39-13:39;;60;0,00%;infected;infected;
HSA;3;HS;11:39-13:39;;65;0,00%;infected;infected;
HSA;3;HS;11:39-13:39;;70;28,57%;infected;infected;
HSA;3;HS;11:39-13:39;;75;28,57%;infected;infected;
HSA;3;HS;11:39-13:39;;80;28,57%;infected;infected;
HSA;3;HS;11:39-13:39;;85;57,14%;infected;infected;
HSA;3;HS;11:39-13:39;;90;57,14%;infected;infected;
HSA;3;HS;11:39-13:39;;95;57,14%;infected;infected;
HSA;3;HS;11:39-13:39;;100;57,14%;infected;infected;
HSA;3;HS;11:39-13:39;;105;57,14%;infected;infected;
HSA;3;HS;11:39-13:39;;110;71,43%;infected;infected;
HSA;3;HS;11:39-13:39;;115;71,43%;infected;infected;
HSA;3;HS;11:39-13:39;;120;71,43%;infected;infected;
HSB;3;HS;11:39-13:39;18;5;0,00%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;10;0,00%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;15;0,00%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;20;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;25;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;30;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;35;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;40;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;45;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;50;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;55;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;60;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;65;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;70;0,00%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;75;0,00%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;80;0,00%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;85;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;90;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;95;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;100;28,57%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;105;0,00%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;110;0,00%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;115;0,00%;uninfected;uninfected;
HSB;3;HS;11:39-13:39;;120;0,00%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;15;5;0,00%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;10;0,00%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;15;28,57%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;20;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;25;28,57%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;30;28,57%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;35;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;40;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;45;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;50;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;55;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;60;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;65;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;70;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;75;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;80;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;85;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;90;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;95;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;100;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;105;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;110;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;115;42,86%;uninfected;uninfected;
HTA;3;HT;11:39-13:39;;120;42,86%;uninfected;uninfected;
HTB;3;HT;11:39-13:39;NA;5;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;10;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;15;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;20;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;25;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;30;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;35;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;40;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;45;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;50;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;55;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;60;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;65;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;70;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;75;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;80;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;85;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;90;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;95;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;100;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;105;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;110;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;115;0,00%;infected;infected;
HTB;3;HT;11:39-13:39;;120;0,00%;infected;infected;
CM1;4;CM;12:33-14:33;6;5;0,00%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;10;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;15;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;20;0,00%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;25;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;30;0,00%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;35;0,00%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;40;0,00%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;45;0,00%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;50;0,00%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;55;0,00%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;60;0,00%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;65;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;70;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;75;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;80;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;85;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;90;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;95;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;100;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;105;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;110;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;115;28,57%;uninfected;uninfected;
CM1;4;CM;12:33-14:33;;120;28,57%;uninfected;uninfected;
CM2;4;CM;12:33-14:33;32;5;0,00%;infected;infected;
CM2;4;CM;12:33-14:33;;10;0,00%;infected;infected;
CM2;4;CM;12:33-14:33;;15;0,00%;infected;infected;
CM2;4;CM;12:33-14:33;;20;0,00%;infected;infected;
CM2;4;CM;12:33-14:33;;25;0,00%;infected;infected;
CM2;4;CM;12:33-14:33;;30;0,00%;infected;infected;
CM2;4;CM;12:33-14:33;;35;28,57%;infected;infected;
CM2;4;CM;12:33-14:33;;40;28,57%;infected;infected;
CM2;4;CM;12:33-14:33;;45;28,57%;infected;infected;
CM2;4;CM;12:33-14:33;;50;28,57%;infected;infected;
CM2;4;CM;12:33-14:33;;55;28,57%;infected;infected;
CM2;4;CM;12:33-14:33;;60;28,57%;infected;infected;
CM2;4;CM;12:33-14:33;;65;28,57%;infected;infected;
CM2;4;CM;12:33-14:33;;70;28,57%;infected;infected;
CM2;4;CM;12:33-14:33;;75;57,14%;infected;infected;
CM2;4;CM;12:33-14:33;;80;57,14%;infected;infected;
CM2;4;CM;12:33-14:33;;85;57,14%;infected;infected;
CM2;4;CM;12:33-14:33;;90;57,14%;infected;infected;
CM2;4;CM;12:33-14:33;;95;57,14%;infected;infected;
CM2;4;CM;12:33-14:33;;100;57,14%;infected;infected;
CM2;4;CM;12:33-14:33;;105;57,14%;infected;infected;
CM2;4;CM;12:33-14:33;;110;57,14%;infected;infected;
CM2;4;CM;12:33-14:33;;115;57,14%;infected;infected;
CM2;4;CM;12:33-14:33;;120;57,14%;infected;infected;
Control1;4;Control;12:33-14:33;40;5;0,00%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;10;0,00%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;15;0,00%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;20;0,00%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;25;0,00%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;30;0,00%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;35;0,00%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;40;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;45;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;50;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;55;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;60;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;65;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;70;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;75;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;80;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;85;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;90;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;95;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;100;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;105;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;110;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;115;28,57%;uninfected;uninfected;
Control1;4;Control;12:33-14:33;;120;28,57%;uninfected;uninfected;
Control2;4;Control;12:33-14:33;NA;5;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;10;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;15;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;20;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;25;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;30;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;35;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;40;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;45;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;50;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;55;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;60;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;65;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;70;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;75;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;80;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;85;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;90;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;95;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;100;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;105;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;110;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;115;0,00%;infected;infected;
Control2;4;Control;12:33-14:33;;120;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;NA;5;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;10;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;15;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;20;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;25;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;30;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;35;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;40;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;45;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;50;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;55;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;60;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;65;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;70;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;75;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;80;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;85;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;90;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;95;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;100;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;105;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;110;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;115;0,00%;infected;infected;
HS1;4;HS;12:33-14:33;;120;0,00%;infected;infected;
HS2;4;HS;12:33-14:33;18;5;0,00%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;10;0,00%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;15;0,00%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;20;42,86%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;25;42,86%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;30;42,86%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;35;42,86%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;40;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;45;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;50;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;55;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;60;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;65;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;70;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;75;0,00%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;80;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;85;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;90;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;95;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;100;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;105;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;110;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;115;28,57%;uninfected;uninfected;
HS2;4;HS;12:33-14:33;;120;28,57%;uninfected;uninfected;
HT1;4;HT;12:33-14:33;11;5;0,00%;infected;infected;
HT1;4;HT;12:33-14:33;;10;0,00%;infected;infected;
HT1;4;HT;12:33-14:33;;15;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;20;0,00%;infected;infected;
HT1;4;HT;12:33-14:33;;25;0,00%;infected;infected;
HT1;4;HT;12:33-14:33;;30;0,00%;infected;infected;
HT1;4;HT;12:33-14:33;;35;0,00%;infected;infected;
HT1;4;HT;12:33-14:33;;40;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;45;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;50;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;55;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;60;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;65;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;70;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;75;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;80;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;85;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;90;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;95;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;100;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;105;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;110;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;115;28,57%;infected;infected;
HT1;4;HT;12:33-14:33;;120;28,57%;infected;infected;
HT2;4;HT;12:33-14:33;9;5;0,00%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;10;28,57%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;15;28,57%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;20;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;25;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;30;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;35;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;40;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;45;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;50;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;55;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;60;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;65;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;70;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;75;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;80;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;85;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;90;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;95;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;100;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;105;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;110;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;115;71,43%;uninfected;uninfected;
HT2;4;HT;12:33-14:33;;120;71,43%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;14;5;0,00%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;10;0,00%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;15;28,57%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;20;28,57%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;25;28,57%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;30;28,57%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;35;28,57%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;40;28,57%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;45;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;50;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;55;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;60;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;65;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;70;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;75;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;80;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;85;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;90;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;95;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;100;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;105;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;110;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;115;42,86%;uninfected;uninfected;
CMA;5;CM;15:28-17:28;;120;42,86%;uninfected;uninfected;
CMB;5;CM;15:28-17:28;45;5;0,00%;infected;infected;
CMB;5;CM;15:28-17:28;;10;0,00%;infected;NA;died
CMB;5;CM;15:28-17:28;;15;0,00%;infected;infected;
CMB;5;CM;15:28-17:28;;20;0,00%;infected;infected;
CMB;5;CM;15:28-17:28;;25;0,00%;infected;infected;
CMB;5;CM;15:28-17:28;;30;0,00%;infected;infected;
CMB;5;CM;15:28-17:28;;35;0,00%;infected;infected;
CMB;5;CM;15:28-17:28;;40;0,00%;infected;infected;
CMB;5;CM;15:28-17:28;;45;28,57%;infected;NA;died
CMB;5;CM;15:28-17:28;;50;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;55;57,14%;infected;infected;
CMB;5;CM;15:28-17:28;;60;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;65;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;70;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;75;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;80;28,57%;infected;NA;died
CMB;5;CM;15:28-17:28;;85;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;90;28,57%;infected;infected;
CMB;5;CM;15:28-17:28;;95;28,57%;infected;infected;
