Frame;Time;X_Arena0_4A_HT2_6;Y_Arena0_4A_HT2_6;X_Arena0_4A_HT2_2;Y_Arena0_4A_HT2_2;X_Arena0_4A_HT2_7;Y_Arena0_4A_HT2_7;X_Arena0_4A_HT2_5;Y_Arena0_4A_HT2_5;X_Arena0_4A_HT2_4;Y_Arena0_4A_HT2_4;X_Arena0_4A_HT2_1;Y_Arena0_4A_HT2_1;X_Arena0_4A_HT2_3;Y_Arena0_4A_HT2_3;X_Arena1_4A_HS2_7;Y_Arena1_4A_HS2_7;X_Arena1_4A_HS2_6;Y_Arena1_4A_HS2_6;X_Arena1_4A_HS2_3;Y_Arena1_4A_HS2_3;X_Arena1_4A_HS2_1;Y_Arena1_4A_HS2_1;X_Arena1_4A_HS2_4;Y_Arena1_4A_HS2_4;X_Arena1_4A_HS2_2;Y_Arena1_4A_HS2_2;X_Arena1_4A_HS2_5;Y_Arena1_4A_HS2_5;X_Arena2_4A_CM1_1;Y_Arena2_4A_CM1_1;X_Arena2_4A_CM1_2;Y_Arena2_4A_CM1_2;X_Arena2_4A_CM1_4;Y_Arena2_4A_CM1_4;X_Arena2_4A_CM1_7;Y_Arena2_4A_CM1_7;X_Arena2_4A_CM1_6;Y_Arena2_4A_CM1_6;X_Arena2_4A_CM1_3;Y_Arena2_4A_CM1_3;X_Arena2_4A_CM1_5;Y_Arena2_4A_CM1_5;X_Arena3_4A_Control1_5;Y_Arena3_4A_Control1_5;X_Arena3_4A_Control1_2;Y_Arena3_4A_Control1_2;X_Arena3_4A_Control1_1;Y_Arena3_4A_Control1_1;X_Arena3_4A_Control1_7;Y_Arena3_4A_Control1_7;X_Arena3_4A_Control1_4;Y_Arena3_4A_Control1_4;X_Arena3_4A_Control1_6;Y_Arena3_4A_Control1_6;X_Arena3_4A_Control1_3;Y_Arena3_4A_Control1_3;X_Arena4_4A_Control2_4;Y_Arena4_4A_Control2_4;X_Arena4_4A_Control2_5;Y_Arena4_4A_Control2_5;X_Arena4_4A_Control2_3;Y_Arena4_4A_Control2_3;X_Arena4_4A_Control2_6;Y_Arena4_4A_Control2_6;X_Arena4_4A_Control2_7;Y_Arena4_4A_Control2_7;X_Arena4_4A_Control2_2;Y_Arena4_4A_Control2_2;X_Arena4_4A_Control2_1;Y_Arena4_4A_Control2_1;X_Arena5_4A_HT1_2;Y_Arena5_4A_HT1_2;X_Arena5_4A_HT1_1;Y_Arena5_4A_HT1_1;X_Arena5_4A_HT1_3;Y_Arena5_4A_HT1_3;X_Arena5_4A_HT1_5;Y_Arena5_4A_HT1_5;X_Arena5_4A_HT1_7;Y_Arena5_4A_HT1_7;X_Arena5_4A_HT1_4;Y_Arena5_4A_HT1_4;X_Arena5_4A_HT1_6;Y_Arena5_4A_HT1_6;X_Arena6_4A_HS1_6;Y_Arena6_4A_HS1_6;X_Arena6_4A_HS1_3;Y_Arena6_4A_HS1_3;X_Arena6_4A_HS1_2;Y_Arena6_4A_HS1_2;X_Arena6_4A_HS1_7;Y_Arena6_4A_HS1_7;X_Arena6_4A_HS1_4;Y_Arena6_4A_HS1_4;X_Arena6_4A_HS1_5;Y_Arena6_4A_HS1_5;X_Arena6_4A_HS1_1;Y_Arena6_4A_HS1_1;X_Arena7_4A_CM2_1;Y_Arena7_4A_CM2_1;X_Arena7_4A_CM2_4;Y_Arena7_4A_CM2_4;X_Arena7_4A_CM2_3;Y_Arena7_4A_CM2_3;X_Arena7_4A_CM2_7;Y_Arena7_4A_CM2_7;X_Arena7_4A_CM2_5;Y_Arena7_4A_CM2_5;X_Arena7_4A_CM2_2;Y_Arena7_4A_CM2_2;X_Arena7_4A_CM2_6;Y_Arena7_4A_CM2_6
24;0.8;641.4241645244216;520.1439588688946;758.5449871465296;514.6323907455013;768.1902313624679;628.9974293059126;628.3311846440338;705.1206130926801;797.1259640102828;689.6246786632391;626.26735218509;478.80719794344475;857.4531522117728;664.4123998606757;1091.6993464052287;595.7320261437908;975.4045313970686;551.5326072340997;1205.0139967252944;701.3459039771827;1108.3819010115049;461.62674696934596;1105.1151709401709;743.6221153846154;1267.0192307692307;560.6987179487179;1027.2339331619537;644.1542416452443;1503.5525362318838;521.3894927536231;1621.1747399702824;557.6183259039128;1554.5807902973395;735.242273082942;1500.8032196059587;608.1836456831651;1373.9132511385094;550.9001443963123;1608.3596960533457;667.1516631774831;1422.7504896200549;669.4711320015667;1815.6593259926594;700.2175508842175;2025.1780538302276;538.8654244306418;1904.3391526288922;443.1719244512506;1895.5976702508958;563.9504928315412;1909.3254621347642;732.165533691115;1781.1247923385124;595.7178735463696;2032.016355140187;581.9713785046729;689.9279500120163;1143.4575823119442;609.0361584712955;1076.6647722592866;802.2024796315976;1185.6457669146298;646.6920864154044;971.5084536808736;733.8000743218134;1054.8950823733433;860.7082498998799;1038.0582699239087;749.6590101175826;909.1557287394038;1214.7401463537724;960.9206156951803;1082.548900327562;923.3529090625486;1245.0303249532765;1082.168626032435;1028.6417538614846;1124.4782012954659;1063.0571979434449;1040.9469794344473;1147.5365168539327;1165.1373850868233;985.5141388174808;1026.2766709511568;1429.0867905637945;972.4064826982041;1597.1257034419577;1096.2977358984424;1637.0775840283043;994.8760003369555;1509.6676073372305;1030.8863804340522;1511.0518211744716;1152.1517468408197;1388.631604226705;1067.3686839577329;1561.239013625024;924.9971214738055;1931.1907835753989;936.3414021875559;1861.0083701620463;1148.8729074594883;1965.0717471398098;1124.7006980802792;1879.4995715509851;1037.2181876606685;1764.3248906980248;1081.1887532036785;2010.1800030483155;1025.6625514403293;1808.46512006512;971.5220187220186
25;0.83;642.8020565552699;527.0334190231363;752.7634854771784;516.6208917868669;765.4344473007712;628.9974293059126;629.8126140213708;705.4659890539484;799.8817480719795;686.8688946015425;623.5115681233933;477.4293059125964;857.433835845896;663.8599664991624;1072.6429915167002;599.635111631704;975.4555908009517;551.6435368754957;1205.1792284242615;701.4021339220014;1108.3480126467932;461.931421258657;1105.300082101806;742.9587438423646;1267.1777777777777;560.6888888888888;1024.4781491002573;638.642673521851;1500.833827893175;521.3006923837784;1621.074254587156;557.8472859327217;1554.9101869478204;735.1455069068189;1500.6727330024423;607.053415268258;1374.3542907566732;550.5055151114052;1608.1811263318111;667.4304414003043;1422.8108780108778;669.0480186480187;1815.8346675561484;700.3842561707805;2023.2616666666665;537.5183333333333;1904.2463810356553;443.5950646070144;1895.9190833061798;563.669164765939;1910.3059040590406;732.049569495695;1781.3050286937068;595.6888434977142;2032.1442345533253;581.9384100747737;690.1523823288529;1143.354097412921;603.2515394912984;1078.354752342704;802.1157280461224;1185.7162342684383;647.0012981648669;971.3277276214079;733.7818335140345;1055.275027105168;860.7798048650093;1038.003074044373;749.2723498118593;907.9050214091086;1214.8144048521608;960.8897649734647;1082.675799086758;923.0016021789634;1245.1861635220125;1082.2007187780773;1028.4634594197576;1124.4059248378014;1059.5642673521852;1046.5356683804628;1147.6704931972788;1165.1043367346938;977.1311053984576;1024.879498714653;1429.3381268436578;972.2938176007865;1597.5462610899872;1096.5444600093388;1637.1261056355825;994.8547721337713;1509.8180037817394;1030.8444084278767;1511.3118378158108;1151.077424612877;1388.719464371114;1067.4883787661406;1561.3165041116847;925.0174985656913;1931.9029654654653;937.4466966966967;1861.0910004017678;1148.88911209321;1963.8029530201343;1125.471409395973;1880.9975961538462;1037.6163862179487;1764.5182186234817;1081.179862048283;2015.0;1023.0;1808.5319166259565;971.5844325028496
26;0.87;638.6683804627249;527.0334190231363;752.3926949048496;517.0840392879066;764.0565552699229;631.7532133676093;634.134250764526;705.9007645259938;797.1259640102828;685.4910025706941;618.0;474.67352185089976;857.213768115942;663.3922924901186;1074.8671459597092;595.5901670036695;975.349087893864;551.2367011098354;1205.110132620433;701.4700424595062;1108.6750115901716;461.6695255756452;1104.3156050298908;743.6133786848072;1265.5;561.5;1017.5886889460155;641.3984575835476;1497.3114355231141;520.0462287104622;1620.8618476137315;557.7970043724997;1554.6939930708045;735.1510271800126;1499.8637283561952;606.0660370287085;1373.9683438853715;550.7219815617016;1607.671458233509;668.5118191982111;1422.720336999766;669.2170996177549;1815.7377922784121;699.9857531266991;2023.2392739273926;537.5478547854785;1904.1694144400228;443.83172256964184;1896.341191462249;563.4758415631304;1909.8389265847545;732.0825233816248;1781.0794392523364;595.5777842679128;2032.0247418663548;582.0375998441457;690.072948037669;1143.4515034179453;601.8770768431983;1079.0304387331255;802.012291052114;1185.791052114061;646.8628829145434;971.4572717155743;733.8382200758882;1055.769575715764;860.737710370518;1038.0992483203618;749.0654853620955;907.959296353364;1214.6954726292995;960.9209346829832;1082.5977066034004;923.140292605773;1245.194154734547;1082.3033409934594;1028.2882032667876;1124.3161524500908;1061.6600257069408;1045.8370822622107;1147.5142323052085;1165.0821650097714;979.2268637532134;1029.0710154241647;1429.6423766816145;972.421462381664;1597.5512414157422;1096.74352879028;1637.0080975039652;994.864095500459;1509.8414016609277;1030.8013638511916;1511.3620103916865;1150.7289168665068;1388.4486517498565;1067.5424555364314;1561.19081642374;925.1087929884728;1930.4815961472307;936.9791881664946;1861.025031622395;1148.9196458291724;1961.269311692215;1126.8100390742409;1881.409333708181;1037.3608846406148;1764.3633512544802;1081.207138590203;2014.5;1023.0;1808.3878598348167;971.6507898324111
27;0.9;634.53470437018;531.1670951156813;753.0979214508626;517.8852381793557;768.1902313624679;631.7532133676093;634.3110323438192;706.3807413971348;791.6143958868895;685.4910025706941;620.7557840616967;471.9177377892031;855.1862068965518;658.9933908045977;1075.2214109146225;594.5968815364137;975.5864427860696;551.3220149253731;1205.2464814524146;701.4601056872285;1108.7278252173242;461.8022155550427;1104.6266329540665;743.0823851664559;1265.5;561.5;1017.5886889460155;630.375321336761;1489.3146905294557;515.4839671886651;1622.7795601552393;557.7903406640793;1554.5261866195453;735.0384823050115;1499.836312183497;605.7518617813523;1373.9221152782386;550.7756388981082;1607.5983090053442;668.6815027518545;1422.5793577273428;668.9226493747105;1815.6518019463158;700.1613731151748;2022.5749235474004;537.2048929663608;1904.0126639529624;443.88132066938033;1896.5894461859978;563.3596656217345;1909.7892508742868;732.0824590465672;1781.0490367775833;595.5433936563534;2032.0438239286404;581.9637386077177;690.0840521372436;1143.3695131301513;600.6253902835019;1079.3671787186213;801.8220261849751;1185.780228243366;646.8891035774928;971.428655073482;733.9169880034275;1056.7127249357327;860.7179896290387;1038.0594335859594;749.252063015754;907.7295573893473;1214.610649755901;960.8707031053399;1082.5518969219756;922.989501312336;1244.7955192709321;1079.8737421682172;1028.0937425648347;1124.3311920057101;1060.961439588689;1042.3441516709513;1147.5719513232916;1165.031912177687;977.1311053984576;1025.578084832905;1429.2679229328983;972.3073624448873;1597.6933280538508;1096.9829076750477;1637.2475305541602;994.9455884815;1509.8643999190447;1030.713485799096;1511.1149593973191;1150.3279522551609;1388.4186804756423;1067.5379746835442;1561.134986225895;925.1361261518001;1930.0143106457242;937.3720767888307;1860.9800387208757;1148.9041992122304;1960.3270546870092;1128.1377535003453;1881.9374943708906;1037.246870215257;1764.3193635141192;1081.2363663529059;2014.1111111111109;1021.8787878787879;1808.3156156881694;971.6347749053716
28;0.93;641.4241645244216;521.521850899743;754.2814717043392;519.3865698729583;758.5449871465296;626.241645244216;635.4277533626314;708.3976561459582;799.8817480719795;688.2467866323908;618.0;474.67352185089976;851.0645554202192;648.2712139667073;1076.98881826742;592.6381042059007;975.610888252149;551.6572429162687;1205.366230121609;701.4603471572601;1108.5210392333033;462.1301287810722;1104.1515894919758;743.4267607073494;1266.0;562.0;1018.9665809768638;628.9974293059126;1486.1589973812195;514.2742237186682;1622.460070316424;557.7127908923488;1554.7130088409597;735.0621296026425;1499.7100682969817;605.5195711243298;1373.8305494274607;551.0258430507406;1607.6111243923817;668.9526655510399;1422.4834518076893;668.8203775892379;1815.0982772934826;700.4114777916147;2022.3815602836878;536.8099290780142;1903.8451499118164;444.0522045855379;1896.5347416381899;563.2043077560319;1890.3034359660867;739.8103525211959;1781.1352109949669;595.6817653890824;2032.031304347826;581.8612560386473;690.1376094131152;1143.3024824221552;600.4213684731501;1079.4138827023014;801.6822222222222;1185.7594444444444;646.8381634078212;971.5066922718808;733.6863966770509;1053.6829982063628;860.6870289567632;1038.0191722861298;749.2316635745207;907.6583797155224;1214.5904086864725;960.8912682853265;1082.6142144045639;923.0984074162111;1244.77456089558;1079.5194621372964;1028.0976039464413;1124.332746065304;1060.2628534704372;1041.6455655526993;1147.6153387810689;1165.0012768130746;984.8155526992289;1029.0710154241647;1429.3418434615844;972.2710056334652;1597.7196402783247;1097.016870158855;1637.2970833333331;994.9644166666666;1509.9536905965622;1030.6294573643409;1511.2605113636364;1149.8824810606059;1388.5932800304586;1067.3851132686084;1561.1515924770813;925.1133163217087;1930.2676943477538;937.2136582131609;1861.1169590643274;1148.985845295056;1958.8293406826372;1128.6493534025865;1882.0539755743443;1036.9504654539244;1764.3702463347472;1081.2152266130834;2014.46875;1021.8541666666666;1808.3916128517897;971.7360280634616
29;0.97;642.8020565552699;529.7892030848329;754.1350463262227;519.8731954320189;758.5449871465296;631.7532133676093;636.598383696416;710.6159522136331;802.6375321336761;689.6246786632391;620.7557840616967;481.5629820051414;850.5351197726349;645.6280958181079;1079.031056910569;591.0734552845528;976.3981244671781;552.84112775545;1205.1677442528735;701.5981116584564;1108.427302582475;462.1409911927153;1104.6071464418346;743.0670480778881;1265.5;561.5;1020.3444730077122;627.6195372750643;1485.2778819119026;511.70149953139645;1622.4493987975952;557.5253841015364;1554.436069724413;735.0346674457104;1499.4151854290103;605.1115499963425;1373.65964694952;552.0930112521936;1608.0338718489033;669.154998829314;1422.2273685796054;668.5854797409247;1814.396839774557;700.6079911433172;2021.9939668174961;536.7752639517345;1903.9815856777493;444.68158567774935;1896.7112256239263;563.0766899060321;1889.7249961826233;740.0377156817834;1780.8516248297333;595.6364078614516;2031.8760045924225;582.1259089169537;689.9954541104412;1143.1772418413245;600.2763744427934;1079.5144254581476;801.5406009783368;1185.8229210342417;646.8243298014012;971.5431648428;733.114388092613;1052.5311466372657;860.5079806609708;1038.044241340486;749.2316261048553;907.3781329458773;1214.3749181895987;960.8119619392841;1082.5520063567737;922.9902264600715;1241.2609730553174;1071.9468723221937;1027.9327078990038;1123.9110493398193;1066.5501285347045;1038.8512210796916;1147.5613854595335;1164.8655692729767;984.1169665809769;1029.7696015424165;1428.97372946688;972.1375793156615;1597.582958471869;1097.1960362474738;1637.133316574493;994.987095692978;1509.881633749832;1030.624143490528;1510.7764436821042;1149.743853630646;1388.166762672811;1067.5627880184331;1560.9510720695191;925.1313875507698;1930.0481168076985;937.4164592666334;1860.8746312684364;1148.8411772593188;1958.2225033382526;1128.6914751563706;1881.2637496944512;1036.3335777723457;1764.1088450789334;1081.1488783140721;2013.825;1021.7583333333332;1808.077115028576;971.7503018594542
30;1.0;638.6683804627249;525.655526992288;753.965927815872;520.2243661298039;766.8123393316196;631.7532133676093;637.1662804810769;711.7255875537901;798.5038560411311;689.6246786632391;624.8894601542416;473.29562982005143;850.0579531442663;643.5421290587751;1078.627899510394;590.944136768601;977.2057455222144;553.9790648988137;1204.804588968242;701.9810565770146;1108.405189173022;462.17668610737246;1104.6018436795136;743.539374325782;1265.5;561.5;1024.4781491002573;624.8637532133677;1485.4348039215686;508.01307189542484;1620.1352781019057;557.8658887592376;1553.0132169830576;734.7880179628495;1498.981927275356;604.9498301163883;1373.3482831790122;553.3569637345679;1608.0459551541082;669.1658347199112;1421.773256244904;668.2976058112815;1812.4898225957047;700.8798319327731;2023.7789855072463;538.0036231884058;1903.1872888888888;444.29653333333334;1896.7176233635448;563.0372608257804;1888.6651002506264;740.4923245614034;1779.6808532997056;595.790142917192;2031.6863758132413;582.2499043245311;689.7286676286675;1143.1260702260702;599.7010315684812;1079.6761123539645;801.0675408911449;1185.826635645798;646.5253893810434;971.6805627931215;732.7607260726072;1052.4720388705537;860.166299926652;1037.9563245982529;749.3064497111188;907.9120386746845;1214.097693282636;960.6841064638784;1082.4195429849792;922.8892617449665;1240.9239984665514;1071.9277362468852;1027.8544536271809;1123.8909550045912;1066.5501285347045;1039.5498071979434;1147.3507681684791;1164.7981184187813;982.0212082262211;1028.3724293059126;1428.639301257974;972.0135336552792;1597.5292438425279;1097.3883688508265;1636.8438765182186;995.0714406207826;1509.6131134188556;1030.4079956560101;1510.044522212501;1150.7440458831534;1388.1009842892295;1067.309293961764;1560.6358974358975;925.0843304843305;1930.023562023562;937.3279625779626;1860.4709845984596;1148.4637651265125;1957.7861515727254;1128.8374498627823;1879.847146850847;1034.7921394507482;1763.7488235747896;1081.1219625086785;2013.6821705426355;1021.6201550387597;1807.7913339986692;971.5265302727877
31;1.03;642.8020565552699;522.8997429305913;754.0114435695538;520.3956430446194;757.1670951156813;630.375321336761;638.048933373774;712.5692043271661;798.5038560411311;686.8688946015425;623.5115681233933;470.5398457583548;847.473878871937;638.9246417013406;1078.5049477626649;591.0686378868519;978.1943267220432;553.0536814149291;1204.8105766357933;702.2430036848918;1108.464790829239;462.19666517790677;1104.0108149864811;743.4233294708381;1265.5686274509803;561.4313725490196;1025.8560411311055;620.7300771208227;1484.1242348358373;505.8807735114079;1617.2271480804388;558.4172760511883;1554.324512398314;734.977310594923;1497.9582993197278;603.644693877551;1373.9153676794363;554.2474680757375;1608.2249116336252;669.0506377747041;1422.0066940185704;668.391492118333;1813.9898162497232;699.4702973950261;2022.4795597484274;536.9889937106918;1903.8057280026487;446.5300057942223;1896.5285336356762;562.152588813303;1889.0383400992332;740.4136220117275;1784.878035544702;596.1116537783204;2031.5941043083901;582.4795918367347;689.9112420366911;1143.0948891124203;599.7579483358171;1079.8895926477894;801.2694606616624;1185.8820544898526;646.8221722327969;971.5750706581299;733.0790473777553;1054.6134617008697;860.2401824672748;1038.0429723654634;749.652327377013;908.6490183101697;1214.2073201429794;960.7607612143181;1082.128677977215;922.524711089255;1241.1919770773638;1072.2823304680037;1021.8714194780395;1138.5965768441897;1065.8515424164525;1040.2483933161955;1147.3322127402807;1164.8103611757606;982.719794344473;1028.3724293059126;1428.7493814068575;972.0466595970307;1597.7413422030913;1097.3704428357137;1637.156353958749;995.1777278775781;1509.8606048332656;1030.4293911165114;1510.1981591770439;1150.1891355351017;1388.1117413499717;1067.4218188693515;1561.0218950547376;925.1180634201586;1930.0200427139805;937.2336126170527;1860.8676069773778;1148.5277323521393;1958.21081005391;1128.8774067072743;1878.731182795699;1024.9193548387098;1763.9667273002879;1081.1505987570106;2013.8074074074073;1021.637037037037;1807.9876783398183;971.7643482490272
32;1.07;644.1799485861183;527.0334190231363;753.8637171843949;520.4562807237736;761.3007712082263;633.1311053984576;639.2979100247962;714.8173928444917;798.5038560411311;689.6246786632391;627.6452442159383;471.9177377892031;846.9387667097886;637.4066407934454;1078.238469971028;589.9226372249627;977.5588418430884;553.6610107928601;1211.8714652956298;699.2699228791774;1108.431863951667;462.22115312896244;1104.4270571827058;743.2771734077173;1265.5686274509803;561.4313725490196;1029.9897172236506;619.3521850899743;1486.28216438759;507.89898544331714;1615.9137859225323;559.243856726364;1552.9995428919701;734.8656610290009;1493.3291343111875;601.0459591601955;1373.6162119622245;554.941413081497;1608.4244891804267;668.8803438136168;1421.8709112558658;668.5833858653779;1815.5735447527645;698.8003338201544;2023.3454231433504;537.7737478411053;1903.7255432554325;446.5763837638376;1896.7714514835604;561.2907422257863;1887.1724021592443;741.1825236167341;1784.1249290176036;594.1582907438955;2031.5487092519313;582.4411155078199;689.7128684399712;1143.0834411694225;599.2962133930237;1079.9604551389666;800.7887685686519;1186.0090240177703;646.5058655221745;971.7341344778254;732.9271012710127;1055.6824928249282;860.058426073132;1037.9683359830417;749.6242804814233;910.1039246467818;1214.116444579043;960.7292045225115;1082.346830561581;922.8898529766209;1241.0142612664004;1072.1389047347404;1021.7680886658302;1138.797783354245;1064.4543701799487;1044.439910025707;1147.197028591172;1164.6910253088017;977.8296915167095;1023.4823264781492;1428.1599766286881;971.8127957931639;1596.865302815475;1096.502734454122;1635.988865509381;995.5206908644573;1509.6632134877107;1030.3708443361093;1509.7394403379092;1150.4632171770502;1387.894119871431;1067.3324825108716;1560.6507082152975;925.1243626062322;1929.558763211863;938.3620444865121;1860.331960461285;1148.3879736408567;1957.7743653593413;1129.0244864079684;1855.0338211382111;1019.8741463414634;1763.5589885481515;1081.061332718469;2013.548148148148;1021.5925925925925;1806.9461593045944;973.3594110342381
33;1.1;641.4241645244216;518.7660668380463;755.7892030848329;518.7660668380463;762.6786632390746;634.508997429306;643.7787979966611;715.9140233722871;797.1259640102828;689.6246786632391;622.133676092545;478.80719794344475;846.490931076179;636.1668681983072;1089.48499617737;586.3909594801223;975.5198816956951;551.6731295870303;1192.4485584803779;704.9845723652492;1108.7241404751364;462.3758300132802;1104.2962665237585;742.8739728474454;1265.5686274509803;561.4313725490196;1025.8560411311055;560.1028277634962;1486.6878661087867;508.07894002789396;1615.674980946442;559.3124090625649;1553.0229061912742;734.7941490172177;1492.8736379808759;601.1946297531688;1373.6954486345903;555.3726051148677;1608.444144144144;668.9918168168168;1421.3012912482066;668.4318507890961;1816.3514233053452;698.5142330534508;2022.5534105534105;535.4144144144143;1903.4853515625;446.83097330729163;1897.526134924941;561.6539157171278;1886.9455884815;741.3532563201071;1784.1797476146505;593.7049861495844;2031.5264341957256;582.453693288339;689.7182693689808;1143.0952038714004;599.1862562189054;1080.1232587064676;800.8063392546151;1186.1974225008707;646.5699107041935;971.7628574658075;732.921405906761;1055.9218940688309;859.990240987851;1037.9739759676027;750.5325057471264;912.7466666666667;1214.2120570593274;960.8900146176721;1082.3551754597286;922.9019513370272;1240.9202222850145;1072.28265988509;1021.8827651901747;1138.9851670408927;1063.7557840616967;1045.138496143959;1147.2564634673583;1164.6637267617812;982.0212082262211;1024.180912596401;1427.730859936727;971.8411274086856;1596.8524984948826;1096.260887015854;1635.8553393860786;995.4482490272374;1509.508358509567;1030.4175897952332;1509.620899879787;1149.7245406148031;1387.8447966789317;1067.36965751486;1560.6917491749175;925.1015558698728;1928.1037631868996;939.4962997953078;1860.254833640773;1148.508232561317;1957.8327855382088;1129.1637907422623;1855.3646699944534;1019.879645036051;1763.608755443502;1081.046680418672;2013.548148148148;1021.5925925925925;1807.0553475935828;973.0511586452762
34;1.13;644.1799485861183;525.655526992288;753.7856505537185;520.7499606361202;762.6786632390746;635.8868894601543;646.1716603111191;717.807759820834;801.2596401028278;688.2467866323908;619.3778920308483;474.67352185089976;846.4219977553311;635.5873550317993;1089.5885027761822;586.6295711277044;976.4566483607922;553.3044322405281;1192.824929563781;704.8076362576509;1108.5034335780251;462.4665719472728;1104.0409779614324;742.458247245179;1266.0;561.0;1031.3676092544988;564.2365038560412;1486.0857516339868;504.7507189542483;1614.575473432616;560.7991358705644;1552.9785425308546;734.9318891790853;1493.0331293754477;601.5007441706631;1373.715115782278;555.5501153550372;1608.4841163310962;668.748620432513;1421.235162601626;668.5502032520325;1816.872936301049;698.792995120647;2022.444857496902;535.3482032218092;1903.8408566196958;446.79738874293446;1898.177899543379;561.9233789954337;1886.1555062823352;744.8314855875832;1784.977365323676;593.4712539610683;2031.474821495678;582.575911311537;689.9621684302073;1143.4864473112045;599.6597102559193;1080.6511583381198;801.3007815300781;1186.49480174948;646.8132584779403;971.6768175116252;733.2420615534929;1056.3812082722682;860.2300086269825;1038.350189130002;751.0136787210395;913.6343506882106;1214.3168002419477;961.140531276778;1082.5522351797863;922.9867184969225;1241.2099426745606;1072.722394511794;1021.7240404040404;1139.1316498316496;1059.5642673521852;1043.741323907455;1147.3754266211604;1164.9891485079197;979.2268637532134;1024.180912596401;1427.9603977669226;971.9754012561061;1596.6491125032628;1095.9077264421821;1636.2219931271477;995.6435567010309;1509.971823279989;1030.663383942005;1509.4418956390218;1149.6140660448702;1388.050343249428;1067.590579710145;1560.899275776634;925.3288545835715;1928.033384301733;942.5606523955147;1860.337731763432;1148.6839897144403;1958.3592741935483;1129.1756720430108;1853.9407783417935;1019.5637337845459;1763.7406466512703;1081.1439568899152;2013.8074074074073;1021.637037037037;1807.2477005150845;972.9835356880058
35;1.17;635.9125964010283;520.1439588688946;753.4617482040794;520.7530805935713;766.8123393316196;633.1311053984576;647.3419863945578;718.2485986394557;798.5038560411311;686.8688946015425;618.0;467.7840616966581;845.5453025743898;633.2641257104647;1089.1924212129868;586.5104731981338;976.0608491595721;552.9485374372407;1192.686892259821;705.1199922209256;1108.5354704660135;462.53769664588896;1104.3008985879333;742.4400513478819;1265.6060606060605;561.0;1028.6118251928021;562.8586118251928;1485.977916056613;503.0251342118106;1612.8355388913394;560.0190413174532;1553.9920316753278;734.7576837416481;1493.6705414012738;602.3147027600849;1373.6430379746835;555.5301265822785;1608.6505901948003;668.342964733145;1420.9025508170587;668.2167530224525;1816.7290076335878;698.4887505022098;2022.08;535.3951515151515;1903.6279337321675;447.29751495628165;1898.5996463306806;561.5473032714411;1885.7440764674204;746.7339795368874;1785.0225308641975;593.2703703703704;2031.3405156537751;582.6079189686924;689.7887127761767;1143.1471181556196;598.972411186697;1080.5187074829932;800.7670514165792;1186.2788387548092;646.998352553542;971.144206479956;733.0915470494417;1056.1990430622009;860.008477382608;1038.0837803828067;751.506554756195;914.8463629096722;1214.1120980091885;961.3570699336395;1082.278224170116;922.7806184562942;1240.7383561643835;1072.5471232876712;1021.6531522535117;1139.0486652020504;1064.4543701799487;1045.138496143959;1147.284027239031;1164.7682096371002;982.719794344473;1026.9752570694088;1426.8547037349058;971.7295141814096;1596.5011650485437;1095.594692556634;1636.8738257207644;996.4314868804664;1509.6480431848852;1030.3688933873143;1509.4714321048725;1149.0842608623957;1387.7273072901814;1067.4994772360042;1560.639318160532;925.1834785051981;1927.2140994785398;945.7458884877657;1860.1078490922587;1148.6138219612606;1957.5145123490174;1130.9295715401718;1852.5788630904724;1019.3955164131305;1763.4100917431192;1081.0707186544341;2013.548148148148;1021.5925925925925;1806.2549245700009;974.3654271163639
