Frame;Time;X_Arena0_3A_HSB_5;Y_Arena0_3A_HSB_5;X_Arena0_3A_HSB_6;Y_Arena0_3A_HSB_6;X_Arena0_3A_HSB_7;Y_Arena0_3A_HSB_7;X_Arena0_3A_HSB_2;Y_Arena0_3A_HSB_2;X_Arena0_3A_HSB_4;Y_Arena0_3A_HSB_4;X_Arena0_3A_HSB_1;Y_Arena0_3A_HSB_1;X_Arena0_3A_HSB_3;Y_Arena0_3A_HSB_3;X_Arena1_3A_HTA_7;Y_Arena1_3A_HTA_7;X_Arena1_3A_HTA_3;Y_Arena1_3A_HTA_3;X_Arena1_3A_HTA_1;Y_Arena1_3A_HTA_1;X_Arena1_3A_HTA_6;Y_Arena1_3A_HTA_6;X_Arena1_3A_HTA_4;Y_Arena1_3A_HTA_4;X_Arena1_3A_HTA_2;Y_Arena1_3A_HTA_2;X_Arena1_3A_HTA_5;Y_Arena1_3A_HTA_5;X_Arena2_3A_ControlA_1;Y_Arena2_3A_ControlA_1;X_Arena2_3A_ControlA_4;Y_Arena2_3A_ControlA_4;X_Arena2_3A_ControlA_3;Y_Arena2_3A_ControlA_3;X_Arena2_3A_ControlA_6;Y_Arena2_3A_ControlA_6;X_Arena2_3A_ControlA_2;Y_Arena2_3A_ControlA_2;X_Arena2_3A_ControlA_7;Y_Arena2_3A_ControlA_7;X_Arena2_3A_ControlA_5;Y_Arena2_3A_ControlA_5;X_Arena3_3A_CMB_1;Y_Arena3_3A_CMB_1;X_Arena3_3A_CMB_4;Y_Arena3_3A_CMB_4;X_Arena3_3A_CMB_5;Y_Arena3_3A_CMB_5;X_Arena3_3A_CMB_3;Y_Arena3_3A_CMB_3;X_Arena3_3A_CMB_2;Y_Arena3_3A_CMB_2;X_Arena3_3A_CMB_7;Y_Arena3_3A_CMB_7;X_Arena3_3A_CMB_6;Y_Arena3_3A_CMB_6;X_Arena4_3A_CMA_1;Y_Arena4_3A_CMA_1;X_Arena4_3A_CMA_2;Y_Arena4_3A_CMA_2;X_Arena4_3A_CMA_6;Y_Arena4_3A_CMA_6;X_Arena4_3A_CMA_3;Y_Arena4_3A_CMA_3;X_Arena4_3A_CMA_5;Y_Arena4_3A_CMA_5;X_Arena4_3A_CMA_4;Y_Arena4_3A_CMA_4;X_Arena4_3A_CMA_7;Y_Arena4_3A_CMA_7;X_Arena5_3A_ControlB_2;Y_Arena5_3A_ControlB_2;X_Arena5_3A_ControlB_6;Y_Arena5_3A_ControlB_6;X_Arena5_3A_ControlB_3;Y_Arena5_3A_ControlB_3;X_Arena5_3A_ControlB_4;Y_Arena5_3A_ControlB_4;X_Arena5_3A_ControlB_5;Y_Arena5_3A_ControlB_5;X_Arena5_3A_ControlB_7;Y_Arena5_3A_ControlB_7;X_Arena5_3A_ControlB_1;Y_Arena5_3A_ControlB_1;X_Arena6_3A_HTB_6;Y_Arena6_3A_HTB_6;X_Arena6_3A_HTB_7;Y_Arena6_3A_HTB_7;X_Arena6_3A_HTB_3;Y_Arena6_3A_HTB_3;X_Arena6_3A_HTB_4;Y_Arena6_3A_HTB_4;X_Arena6_3A_HTB_1;Y_Arena6_3A_HTB_1;X_Arena6_3A_HTB_2;Y_Arena6_3A_HTB_2;X_Arena6_3A_HTB_5;Y_Arena6_3A_HTB_5;X_Arena7_3A_HSA_6;Y_Arena7_3A_HSA_6;X_Arena7_3A_HSA_4;Y_Arena7_3A_HSA_4;X_Arena7_3A_HSA_5;Y_Arena7_3A_HSA_5;X_Arena7_3A_HSA_2;Y_Arena7_3A_HSA_2;X_Arena7_3A_HSA_1;Y_Arena7_3A_HSA_1;X_Arena7_3A_HSA_7;Y_Arena7_3A_HSA_7;X_Arena7_3A_HSA_3;Y_Arena7_3A_HSA_3
26;0.43;690.7907171481547;793.0141156767748;693.7864741641338;613.7049138804458;761.5784120734908;695.0792322834645;855.2969276094276;593.7014414983164;816.9931530297844;821.4844231427593;748.345532736528;578.2750570475689;866.8793551742069;708.428274273828;1147.441616263441;683.2994791666666;1292.8645766687991;663.9968436766901;1087.0745501285346;855.5906169665809;1024.0226822567247;732.1233148041658;1252.6501023279611;798.0942056792019;1223.574269005848;612.087134502924;1135.0803418803418;823.8987430869782;1531.8070175438595;593.8070175438596;1622.3341238839287;854.0120442708333;1700.1765746086232;754.8261819316587;1443.3937086968012;672.4215173143007;1657.862210177657;629.0672086720867;1579.8290632240978;744.6554783184375;1456.4398101051202;793.8908104442183;1998.0380903578443;568.8379878725766;2005.9327848494256;829.6324122943186;1911.3760759869394;721.6746809142178;2120.048768939394;804.4441287878788;2121.5311505229647;627.7357889949976;2031.0897597977244;706.0988902935804;1937.0230547550432;632.3292164127898;699.803896920176;1032.0357566869193;856.6053984575835;1014.6953727506427;648.8863758750673;1109.9461048285764;878.8609857978279;1164.4768588137008;674.0327399222427;1226.761953482027;749.405359276327;1286.8999829322408;770.0758057194735;1132.270540172492;1279.4098079096043;1154.9182372881355;1075.1418494891343;1049.5679684663658;1225.2297961368167;1273.464944290371;1121.6168381882667;1297.4193848479563;1040.7416083916085;1197.3029137529136;1168.8197958277851;1153.7963984528565;1259.7505674873405;1064.0843373493976;1465.1892004153685;1088.1592938733124;1544.5600288600288;1181.271620971621;1642.4881527902116;1265.099671739779;1548.8782598983635;1299.7713184788072;1605.0463369232814;1094.8304746709214;1679.5400641025642;1135.0010683760684;1424.163177787469;1233.402965547318;1890.8028725787324;1126.429305573857;2030.3913990717058;1309.6963152410722;1943.1116403016383;1255.8742416510743;2080.5027717522294;1093.0398489595887;2010.4164524421594;1102.84029562982;1991.876231122784;1175.6265047056247;2121.479350236768;1198.150392615237
27;0.45;690.938300609722;791.0896682888628;693.711143340585;613.3386511965192;761.3228320344884;695.2033383076327;855.0370603015075;593.5744870184254;816.8666666666667;821.5288548752833;748.3700034758429;578.253823427181;866.5151851851851;708.2655555555556;1147.3700621953267;683.2434022524793;1293.0071455914253;663.9359448768662;1086.5411311053986;860.9248071979434;1023.5193742041114;732.9510642168456;1252.884288555415;798.247393479178;1220.8607059247254;614.6867459031154;1136.84546899841;826.2802331743508;1531.8095238095236;594.0;1622.3436847235762;854.02135264355;1700.1817425660217;754.8602100228737;1443.3632100326693;672.4888818632099;1657.7676912936663;629.0100065911678;1579.8607782502254;744.5209380234505;1456.4411764705883;793.824686819172;1998.1433037600336;568.5765103506548;2005.7485125976511;829.5570386465932;1913.1655211912944;722.3747613592974;2121.6999479979195;803.2002080083203;2121.456157443492;627.6468563263185;2031.0614368058482;706.188738928722;1937.0757979632285;632.2488551705283;698.4388227513227;1031.6870370370368;859.388174807198;1014.1388174807198;648.8834990593926;1109.9249753650452;879.0331523527475;1164.4033399144455;674.0074468811914;1227.0218624034978;747.6306169078447;1282.7532368621478;770.146266184884;1132.275519421861;1279.3635018827326;1154.9021875560336;1075.0560065349466;1049.595343850513;1225.2101935609376;1273.5352592160295;1121.8833699386157;1297.929548910289;1040.5636908962597;1196.96095036462;1168.6990223904131;1153.8221381267738;1259.8410791993037;1064.069364664926;1465.2349803190386;1088.1570851460535;1544.5355718883602;1181.2915405678052;1642.5902063406122;1264.9161402875534;1548.8280807070203;1299.925073647935;1604.7526315789473;1095.0914879792072;1679.578125;1135.69375;1424.0959420289855;1233.470797101449;1890.758952080042;1126.4457170440583;2030.2967456465885;1309.8222475972975;1942.7987431969925;1255.8693261516019;2080.5198265179674;1093.7688971499379;2017.4023136246788;1102.84029562982;1991.9626026805013;1175.5025940337225;2121.2107090643276;1198.4783138401558
28;0.47;691.1112656467316;791.5040951939422;692.9726729291204;608.66609735269;761.7552305838536;695.0634790228941;855.0154248366013;593.5560784313725;816.8896809232858;821.468997510749;748.4919699299504;578.2649068853578;866.4454478707783;707.8740088105727;1147.420630925413;683.2641161171239;1293.2150841577798;663.8667608891174;1089.2082262210797;857.1908740359897;1024.2774181616423;732.875161827261;1253.282143880768;798.4489538549726;1218.2167614713687;616.7505498672734;1133.7169117647059;826.3534982174688;1532.0;594.0;1622.3658513989253;853.9791550861589;1700.179802062283;754.7399347116431;1443.348889943574;672.4052101460738;1657.6465892165622;628.9344652963955;1580.1281856219096;744.5315075440598;1456.4307315079689;793.8076556327476;1998.0959839357429;568.7564658634537;2005.7394163584052;829.6358919030004;1910.7962294424387;731.6815082230244;2123.3061224489797;800.8305504019789;2121.4342655094824;627.6152362584378;2031.094825155104;706.172236322617;1937.1261870601897;632.0240486438477;697.8985125211824;1031.6305152827463;857.1619537275064;1007.4601542416452;648.8254436547315;1109.8646014930043;878.9982131254061;1164.4204028589993;673.9108527131783;1227.0403916768666;747.1435358839709;1282.7461865466366;770.106046931408;1132.2610559566788;1279.0150060835474;1154.8682348699922;1075.0595438542782;1049.5625287004439;1225.1778783014738;1273.4525025536261;1122.1303608643193;1298.138861467588;1040.898653314917;1197.4800299263352;1168.6357815442561;1153.923414940364;1259.814805172264;1064.0364488414475;1464.2366169154227;1088.4178606965172;1544.5365115944116;1181.2598780546352;1642.4909981701196;1265.121952659229;1548.7303824049513;1299.9498231653404;1604.3595405799858;1095.323497683863;1679.8215085884988;1136.236992780682;1424.0594410657397;1233.4606863596873;1890.70571278826;1126.3774458420685;2030.2590848554032;1309.8657724505326;1942.9985911524373;1256.3603268526344;2080.4434395960507;1094.4390685055391;2020.1966580976864;1107.7303984575835;1992.0647971106862;1175.461759082218;2121.0202985447504;1199.2418337393042
29;0.48;691.7360262334178;790.5099617429323;693.6063055780113;607.7461600646726;761.3378378378378;695.0574049659415;855.0071200460708;593.5387152505104;816.8019885406134;821.6423997303674;748.451936026936;578.4935185185184;866.2572400810889;707.7632493483927;1147.5778253501026;684.8706181428954;1293.9396335666752;664.1920750151239;1092.4087403598971;857.1908740359897;1024.0538918597742;733.5031491384432;1253.1023147358242;798.7482227151226;1216.8528291432924;617.9536671514647;1133.608439100423;827.1334892006234;1532.0;594.0;1622.4111172770993;853.9766463189048;1700.167135270228;754.8419764656877;1443.37501968814;672.5398225442326;1657.3834492598537;628.9200998751561;1579.937736870601;743.9646273235878;1456.377503429355;793.7312757201646;1998.2397456772892;569.2141583313949;2005.9546996503313;829.7223005062366;1925.0;749.0;2125.8568665377175;797.9019987105094;2121.3729042204664;627.6629408363847;2030.892117917625;706.2708202662205;1937.1747201747198;632.0059377559378;698.236904544625;1031.5460850520167;859.388174807198;1014.1388174807198;648.8268311212405;1109.8875184341064;879.0813223938223;1164.4256756756756;673.8685207741237;1227.2477331167952;745.5641547861508;1284.4541751527495;770.1994590939825;1132.2716550221621;1279.0470085470083;1154.8543859649124;1075.1410412853365;1049.7219849501728;1225.156728386062;1273.5191718909462;1122.2445132551063;1298.3291503694045;1040.9237619211765;1197.5419970125242;1168.660263653484;1153.8895166352793;1259.8164754953077;1064.0621306916926;1464.1965452170127;1088.0079837421977;1544.571284562212;1181.2769777265744;1642.919341266979;1265.1772448611612;1548.665671806776;1300.0710772121813;1603.3353498319582;1095.4732050106934;1678.0;1137.0;1424.0649435273674;1233.49022589053;1890.6536927460004;1126.5048871356562;2030.2510111824886;1309.7713537949082;1942.4882167152573;1256.0560009718172;2080.478524028294;1094.7791876321737;2018.7994858611826;1106.3332262210797;1992.1376194978461;1175.463704170606;2120.8698833175654;1199.672090823084
30;0.5;691.938517876072;789.7252095981497;696.383608815427;608.5812672176309;761.6187325156013;695.0097912631804;854.9905719673161;593.5156086318876;816.7453688110475;821.6228247445829;748.5637084779376;578.62262435961;866.4216436957631;707.3378545905344;1147.6047285149225;684.9003505933117;1293.1296822526479;663.8877981572375;1088.1413881748072;850.7898457583548;1024.1793497677743;733.5539478385137;1253.027079084523;798.8400181282573;1216.5103684316489;618.4465472115966;1133.6413778749088;827.0316370069726;1532.0;594.0;1622.5153824833703;853.9625369549149;1700.154329645213;754.7811542257544;1443.3808247964275;672.493879695298;1657.5765456625127;628.7456504725784;1578.979791060113;743.1909002683107;1456.3914832339026;793.7222107933895;1999.03787051198;570.325395091399;2005.9292882025684;829.6722300213174;1951.7943444730076;761.96529562982;2127.600955794504;794.8130227001194;2121.3729042204664;627.6629408363847;2030.8567751808569;706.221062882582;1937.1935593681917;631.9456018518518;698.2603049797474;1031.4958899213725;853.2660668380463;1009.1298200514138;648.8227140621507;1109.859825620389;879.1303930968361;1164.393736017897;673.8207096209519;1227.418635965798;745.2657480314961;1284.5139982502187;770.2319394484413;1132.2885941247;1279.1277006692717;1154.869379688272;1075.0617696160268;1049.7568675064501;1225.127950552392;1273.480118752129;1122.5103596349973;1298.473268921095;1040.9600918748206;1197.549698535745;1168.6420426065163;1153.93007518797;1259.8178032274857;1064.0399097692173;1464.2690864753329;1087.5398611892704;1544.6398197420776;1181.2932067692602;1642.9319022063205;1265.183840190817;1548.837926618785;1299.7972830020599;1602.6437663573636;1095.573756840352;1678.0;1136.0;1424.0801128962223;1233.4331306990882;1890.7131061598952;1126.4014416775885;2030.279281833215;1309.9618710134657;1939.8053343949045;1255.6759554140128;2080.736930969543;1091.909864276901;2020.8952442159384;1109.8261568123394;1991.9955156950673;1176.211360239163;2120.8360297894196;1199.798536209553
31;0.52;692.1904491188175;789.136109531931;699.2381471389646;607.5286103542235;760.0311754887935;695.8483547925608;854.988321395204;593.5025952455102;816.8187587756248;821.6110643077786;748.5717743887678;578.639070442992;866.3887929794274;707.0250323694432;1147.5009144947417;684.6042981252857;1293.1907229852293;663.8107454435518;1090.2750642673523;859.8579691516709;1023.8886178861787;733.9292102206736;1224.6966580976864;807.5829048843187;1216.2069738316525;618.6072770417244;1132.3889580738894;827.1919883769199;1532.0;594.0;1622.5784964068546;853.9633314906946;1700.171992725383;754.8094570018186;1443.4543147208121;672.2202834179355;1657.448940953733;628.9001893267068;1578.978304083603;743.2136650195945;1456.3560169956138;793.739103618421;2000.195562748668;571.6711848405151;2005.7528440081035;829.7577268713313;1951.0964010282776;760.5694087403599;2131.75641025641;788.3557692307693;2121.3522486006564;627.5668146432478;2030.8245210727966;706.2962034134447;1936.3307465689443;631.6175899978443;698.2924708746305;1031.420854344172;857.7185089974294;1014.6953727506427;648.8218228957131;1109.8483304277859;882.39788708239;1161.2328325444191;673.1593395252838;1227.3597523219814;745.014856664574;1284.695124503034;770.2077055692977;1132.3069485046099;1279.3110367892978;1154.9554069119285;1075.0575976699809;1049.9091091694283;1225.1117758645848;1273.552458777178;1122.711432506887;1298.6773151091331;1040.8702518877167;1197.4888466194018;1168.6625352112676;1153.9358372456963;1259.8265208713008;1064.0640458214007;1465.0121624687995;1086.9806671204901;1544.6710759645337;1181.3145938173975;1643.110890970221;1265.2177593659942;1548.8448381525432;1299.8295726781437;1602.4905259429786;1095.6094091257894;1678.0;1136.0;1424.083984375;1233.4361979166667;1890.738860466133;1126.3804713804711;2030.1197536169602;1310.0157570548631;1939.6083701521845;1256.961831124202;2080.9435954776986;1090.9167598459435;2026.4839331619537;1109.1275706940874;1992.114103677961;1176.30292499276;2120.4181559181557;1200.4830354830353
32;0.53;693.180303030303;785.0325757575757;704.0368695175438;605.4906798245614;760.0200875457216;696.1306589914252;854.9004680187207;593.4224128965159;816.8224838800111;821.6053266049901;748.5004758767113;578.9329379896039;866.479953683601;706.6501664495585;1147.5552493799944;684.6035179571966;1293.411382946928;664.0388540198967;1086.5411311053986;860.3913881748072;1024.1535446489434;734.3316291751875;1211.8946015424165;813.4505141388174;1216.7693786034592;619.1215033098441;1131.8955503051782;826.9679070683204;1535.0;604.0;1622.613184079602;853.9446747742767;1700.1742624565768;754.7823404365633;1443.483898350045;671.9721470635047;1650.6704468133364;625.5863763514024;1578.9170613441586;743.2747519170049;1456.380580662832;793.7337715694331;2001.3725676017184;572.7955521859994;2005.6194160734549;829.764933457134;1949.7005141388174;762.6632390745501;2120.8846153846152;778.3269230769231;2121.3791363229843;627.5597291427111;2030.8751918515416;706.2639179573043;1936.2398294674467;631.5024929546933;699.0124818901147;1031.3108213529476;854.9357326478149;1007.4601542416452;648.8765448683504;1109.8626186638007;882.2584001860248;1162.6394605278456;673.753468013468;1227.5870707070708;744.5257691553987;1284.895551636292;770.238630403836;1132.3376788791488;1279.4677390527254;1155.0343163538873;1075.1672701669684;1049.8788976061155;1225.151784845832;1273.5365236844664;1122.7388588970043;1298.7071557108075;1040.5966731095882;1197.022315937445;1168.5968396727249;1153.9983761164199;1259.8361038961039;1064.053593073593;1466.6213991769546;1086.011089452025;1544.6692996313848;1181.3089664416677;1643.110655737705;1265.2617605131861;1549.3547857587591;1299.2353540499237;1602.4790646139488;1095.6973407977607;1678.0;1136.0;1424.104474370113;1233.4309296264119;1890.7661985387408;1126.360502253139;2029.956862179949;1310.3691213911704;1939.0405840138578;1256.9617668893839;2081.3133044628894;1089.9996992662095;2025.0867609254499;1104.936053984576;1994.0324858757062;1174.088418079096;2120.3202084539666;1200.6346265199768
33;0.55;693.2831888065016;784.3835616438356;706.0317875027214;608.0121924667973;760.043801702077;696.3284532523954;854.8283492510828;593.2579719221335;816.864014385255;821.5628231063159;748.3983204720835;579.0236798305341;866.4746431389426;706.5739186571982;1147.546387010717;684.602364196679;1293.4729322989529;664.1930560854636;1086.0077120822623;857.1908740359897;1024.2031574807572;734.5705938535872;1215.3529411764705;817.1941176470589;1217.4410555916072;618.9930780878218;1131.0492118415993;827.0550749711649;1535.0;604.0;1622.6433926682305;853.9612253346212;1700.1948152747593;754.649746455552;1443.445575526218;672.0091193468003;1651.1745598057073;625.7499241044322;1578.981512699483;743.1732973701955;1456.3904076738609;793.7583418979102;2001.6094795539034;572.7646840148699;2005.5622937293729;829.8760313531352;1949.7005141388174;760.5694087403599;2121.989081567116;778.0218368657675;2121.299681325685;627.5536010197577;2030.8185865331106;706.2775459098498;1935.84239644755;631.5691198951736;699.3403920291034;1031.3185643698755;861.0578406169666;1009.6863753213368;648.8487898716055;1109.8235136223325;880.9699717855702;1162.322904070939;672.9507630688488;1227.4061874179959;744.4301017675415;1283.965363327977;770.2377862310733;1132.389348847617;1279.3512184216409;1154.9595349877038;1075.2019245226281;1049.8471908986116;1225.1457330415756;1273.5304157549235;1122.7645322793148;1298.641001317523;1040.7542612815623;1197.6013173860288;1168.512595086669;1153.9370245666541;1259.815652626105;1064.0890102270757;1466.587466803735;1086.000556840572;1544.7010057471264;1181.2928639846743;1643.043684710351;1265.1543209876543;1548.9694827586206;1299.7317816091954;1603.5345688748685;1093.9375657202943;1679.0;1130.0;1424.0825562061734;1233.4534085158677;1890.7522298006295;1126.3628016789087;2029.9751013317891;1310.193688477128;1939.3087108013938;1258.208943089431;2081.257839096936;1090.0172609448725;2012.5122107969153;1105.6346401028277;1993.8413028413026;1174.4659563409564;2120.3308376527802;1200.8910219491904
34;0.57;693.1238225652515;784.3115481970206;707.1280633867698;607.5601621522019;759.9144407099475;696.3916504510879;854.8583229426434;593.3503221113882;816.7702991452991;821.5788911381015;748.6695532943638;579.261744966443;866.4637804187888;706.1655348047539;1147.4557014512784;684.5422252937111;1291.946650293355;663.891981625506;1090.8084832904883;860.3913881748072;1025.7361492046077;733.4598646918998;1215.5975422427034;817.1858678955452;1217.285174086758;619.279038242009;1130.3446537543116;828.4664367206155;1535.190476190476;604.0;1622.3603653473567;853.9773964387858;1700.1796466138142;754.7561013524016;1443.2575184016823;672.2409568874867;1648.4591605712294;624.2765586903517;1579.042879711126;743.0940532611148;1456.2343675090747;793.7558386411889;2001.3734669095322;572.174074074074;2005.4694375259444;829.9950705687006;1948.3046272493573;757.7776349614396;2120.211362733413;775.9352403655145;2121.2504142766093;627.5511790949649;2030.7029723550197;706.2936326474053;1935.5958287596047;631.6559824368826;698.2174553101997;1031.0984227129338;862.1709511568123;1009.6863753213368;648.8239559554183;1109.8289691598407;879.6628233970754;1162.5079677540307;673.4936376489599;1227.7146704369486;744.2106236342241;1283.0551353168598;770.185963343764;1132.3865295783041;1279.3256987231002;1154.9926332708278;1074.8555638166047;1049.8168029739777;1225.1124245962249;1273.5185833819808;1122.6556169429098;1298.623362273086;1040.498685824426;1197.211494655686;1168.4580834582707;1153.9028610694652;1259.7704165584134;1064.0581969342686;1466.4621240959268;1086.2428202850738;1544.8895472061656;1181.1518304431597;1643.0793622357578;1265.0601337632866;1548.8149683362117;1299.867472654001;1603.281069220028;1093.6296961234123;1680.1976744186047;1124.1627906976744;1424.0159005492917;1233.4245446660884;1890.681712811092;1126.38752569654;2030.004394224733;1310.3045535757399;1939.0801381692575;1258.2236039147956;2081.158976186234;1089.9900825464695;2019.4980719794344;1106.3332262210797;1995.6725949272097;1172.3063935164341;2120.183870555129;1200.9939242773087
35;0.58;693.2315575470915;784.2576549663928;707.4215413184772;606.7157226864747;772.0;694.0;854.7953371929276;593.4101601210034;816.8557979592987;821.5834037995377;746.2277798671179;580.8920020057666;866.5246705915334;705.9937622652088;1147.2357478661736;684.1902870966269;1293.262950595085;664.0509461426491;1089.741645244216;853.456940874036;1025.9888888888888;733.6284153005464;1215.8795518207282;816.9831932773109;1217.0085614035086;619.5437894736842;1130.83702781237;829.2499792444997;1535.0;603.5;1622.641916503222;854.1302418978238;1700.1672621821758;754.7051421469629;1443.3689212735626;672.1697555309149;1650.0099662301293;625.3573017049666;1579.197518330513;743.0032712915961;1456.2818075359921;793.7504305297238;2001.62339055794;571.8894849785407;2005.6117456840348;829.8460856412663;1948.3046272493573;755.6838046272494;2117.3319268635723;772.6005625879043;2121.2679499518767;627.47975617581;2031.0037302927926;706.2221283783783;1935.5076662243844;631.405572755418;698.2536288434525;1031.1278289371;864.9537275064267;1009.1298200514138;648.8985779447277;1109.913156247205;879.0257699275362;1162.6486413043478;673.2240740740741;1227.7469821673524;742.7028898654947;1280.8973232121455;770.2751972606818;1132.4568259639718;1279.5519352820236;1155.0964959327791;1074.840951944147;1050.3503032156143;1225.1956320832724;1273.5505617977528;1122.6919671094245;1298.6250790638837;1040.5487161449173;1197.1740532301558;1168.5036218308978;1153.8079180716873;1259.8597808266459;1064.0610924152213;1466.8223834988542;1085.777141159494;1545.2213492409912;1181.0324943013725;1643.4575033200529;1265.107448991911;1548.9871506770382;1299.8138864880436;1603.6126474176494;1093.3218788125255;1680.1666666666667;1125.7894736842106;1424.184822076979;1233.3573710965868;1890.897149122807;1126.2390350877192;2030.0974329335836;1310.2565139912342;1939.4086966317448;1258.3856032443393;2081.2936621396234;1089.7875863712175;2023.689588688946;1107.7303984575835;1996.4229563188212;1171.5119959162837;2120.278598375855;1201.1365176801585
36;0.6;693.0881040892193;784.3170590665013;705.6177092777274;604.1783016016923;775.0;694.0;854.8063447704807;593.5744449619624;816.8477380148548;821.499437317128;749.3866938221316;579.2600135777325;866.4434800578632;706.110422263553;1146.929907595222;683.8724814063556;1293.175383129144;663.93944583498;1087.0745501285346;854.5237789203085;1026.1180823090563;733.3825597749648;1214.0;817.0;1216.9444096569957;619.8611980797328;1125.334527465029;830.9614466052541;1535.3030303030303;603.3030303030303;1622.4639286048032;854.1754041678347;1700.15975565564;754.8099083708651;1443.3310093487562;672.2682089473406;1648.2617277621123;624.4357856959754;1579.063293985385;743.035019673974;1456.376407945935;793.9341934603044;2001.0656191148776;571.0934557438794;2005.550717852684;830.0692363712026;1949.0025706940874;757.7776349614396;2118.8541349568745;773.1889903602232;2121.305523516596;627.5330642060746;2030.787006121313;706.3324986087923;1935.2775116144016;631.6963559814169;698.2414200575421;1031.0329325935058;856.6053984575835;1016.3650385604113;648.86368505624;1109.9176039992858;879.0447487358482;1162.3394191614086;673.610818831782;1227.8804127883448;737.8163534454335;1280.1882624464226;770.2710932857991;1132.4400623885917;1279.5087719298247;1155.1524931922681;1074.8718105113346;1050.3071058249466;1225.1340917930765;1273.6304939712174;1122.6700878993631;1298.6446128743617;1040.5348145556334;1197.2905295078142;1168.3834736513875;1153.8256314312441;1259.7949115998274;1064.0783958602847;1466.3989898989898;1086.3292244478685;1545.4068555847696;1180.9968838251045;1643.4256127232804;1265.3545190196428;1549.8755547337278;1298.9370685404338;1603.6491710758378;1092.5198589065255;1680.2686084142395;1125.7443365695792;1424.1699060930334;1233.3949916284487;1890.7641785823603;1126.3582579037125;2030.1428846524166;1310.2908241864047;1939.1661668332777;1258.4511829390203;2081.2493643190824;1089.7649458932055;2021.5938303341904;1104.936053984576;1996.9743532393943;1172.092447625438;2120.2418783971684;1201.290860826697
37;0.62;693.230415890751;784.2630664183737;697.0;587.5;774.0;693.0;854.8480132793858;593.5798838053739;816.850792576296;821.5746601229762;741.5;583.5666666666667;866.2165170806372;706.2895011479858;1145.9933157431838;683.1734828496042;1293.6933622855195;664.1117213777834;1095.0758354755785;855.0571979434447;1026.3658103975533;733.2068501529052;1162.7761627906978;842.0310077519379;1216.8633024373498;620.0727085478887;1119.0;831.5;1535.3030303030303;603.3030303030303;1622.5330994152046;854.1845614035087;1700.2337325659769;754.7791258360554;1443.330747308423;672.3089508127506;1648.0984737782107;625.3468907290144;1579.0090817356206;742.9296445789886;1456.3889799262597;793.9359552096134;2001.1925693354265;570.958718530147;2005.5928812678617;829.977916341907;1944.814910025707;755.6838046272494;2116.2727935813273;770.3783734500364;2121.2531515965957;627.4537019261534;2030.7396006655574;706.288824181919;1935.0829172997612;631.6194920772737;698.4083142055598;1030.9583269574086;851.5964010282777;1003.5642673521851;648.936810970691;1109.9935018374115;879.1543507362785;1162.3966086568496;673.5993920972644;1227.9263086795002;736.9164122692251;1279.8550661433346;770.3285820341499;1132.4801039346694;1279.5753681392237;1155.1593931280677;1074.8981257557436;1050.1955360741636;1225.1990173185443;1273.63246740611;1122.7089622641508;1298.8767819706497;1040.7289524141538;1197.4175236767182;1168.4842072409488;1153.7676654182271;1259.8051600655795;1064.0828371731814;1467.0304342289571;1085.5744726007044;1545.8147000983283;1180.8754670599803;1643.4994680851064;1265.5373522458628;1550.044299876084;1298.7893432465921;1603.4521888540264;1091.3954878230986;1681.1308641975309;1123.5604938271604;1424.2433989788474;1233.4404814004376;1890.9243542435424;1126.2531628887718;2030.2875457875457;1310.2821958743011;1938.6163750412677;1258.5883129745791;2081.5799316669663;1089.8613558712461;2022.2924164524422;1106.3332262210797;1996.811038961039;1172.046176046176;2120.9048936310346;1201.4999012052954
