Frame;Time;X_Arena0_1A_Control2_6;Y_Arena0_1A_Control2_6;X_Arena0_1A_Control2_1;Y_Arena0_1A_Control2_1;X_Arena0_1A_Control2_2;Y_Arena0_1A_Control2_2;X_Arena0_1A_Control2_4;Y_Arena0_1A_Control2_4;X_Arena0_1A_Control2_7;Y_Arena0_1A_Control2_7;X_Arena0_1A_Control2_5;Y_Arena0_1A_Control2_5;X_Arena0_1A_Control2_3;Y_Arena0_1A_Control2_3;X_Arena1_1A_CM2_3;Y_Arena1_1A_CM2_3;X_Arena1_1A_CM2_6;Y_Arena1_1A_CM2_6;X_Arena1_1A_CM2_7;Y_Arena1_1A_CM2_7;X_Arena1_1A_CM2_2;Y_Arena1_1A_CM2_2;X_Arena1_1A_CM2_5;Y_Arena1_1A_CM2_5;X_Arena1_1A_CM2_1;Y_Arena1_1A_CM2_1;X_Arena1_1A_CM2_4;Y_Arena1_1A_CM2_4;X_Arena2_1A_HT2_4;Y_Arena2_1A_HT2_4;X_Arena2_1A_HT2_7;Y_Arena2_1A_HT2_7;X_Arena2_1A_HT2_1;Y_Arena2_1A_HT2_1;X_Arena2_1A_HT2_3;Y_Arena2_1A_HT2_3;X_Arena2_1A_HT2_5;Y_Arena2_1A_HT2_5;X_Arena2_1A_HT2_6;Y_Arena2_1A_HT2_6;X_Arena2_1A_HT2_2;Y_Arena2_1A_HT2_2;X_Arena3_1A_HS2_5;Y_Arena3_1A_HS2_5;X_Arena3_1A_HS2_7;Y_Arena3_1A_HS2_7;X_Arena3_1A_HS2_6;Y_Arena3_1A_HS2_6;X_Arena3_1A_HS2_3;Y_Arena3_1A_HS2_3;X_Arena3_1A_HS2_2;Y_Arena3_1A_HS2_2;X_Arena3_1A_HS2_4;Y_Arena3_1A_HS2_4;X_Arena3_1A_HS2_1;Y_Arena3_1A_HS2_1;X_Arena4_1A_CM1_1;Y_Arena4_1A_CM1_1;X_Arena4_1A_CM1_6;Y_Arena4_1A_CM1_6;X_Arena4_1A_CM1_4;Y_Arena4_1A_CM1_4;X_Arena4_1A_CM1_7;Y_Arena4_1A_CM1_7;X_Arena4_1A_CM1_2;Y_Arena4_1A_CM1_2;X_Arena4_1A_CM1_5;Y_Arena4_1A_CM1_5;X_Arena4_1A_CM1_3;Y_Arena4_1A_CM1_3;X_Arena5_1A_HS1_4;Y_Arena5_1A_HS1_4;X_Arena5_1A_HS1_3;Y_Arena5_1A_HS1_3;X_Arena5_1A_HS1_1;Y_Arena5_1A_HS1_1;X_Arena5_1A_HS1_6;Y_Arena5_1A_HS1_6;X_Arena5_1A_HS1_2;Y_Arena5_1A_HS1_2;X_Arena5_1A_HS1_7;Y_Arena5_1A_HS1_7;X_Arena5_1A_HS1_5;Y_Arena5_1A_HS1_5;X_Arena6_1A_HT1_6;Y_Arena6_1A_HT1_6;X_Arena6_1A_HT1_4;Y_Arena6_1A_HT1_4;X_Arena6_1A_HT1_2;Y_Arena6_1A_HT1_2;X_Arena6_1A_HT1_7;Y_Arena6_1A_HT1_7;X_Arena6_1A_HT1_5;Y_Arena6_1A_HT1_5;X_Arena6_1A_HT1_1;Y_Arena6_1A_HT1_1;X_Arena6_1A_HT1_3;Y_Arena6_1A_HT1_3;X_Arena7_1A_Control1_5;Y_Arena7_1A_Control1_5;X_Arena7_1A_Control1_1;Y_Arena7_1A_Control1_1;X_Arena7_1A_Control1_4;Y_Arena7_1A_Control1_4;X_Arena7_1A_Control1_2;Y_Arena7_1A_Control1_2;X_Arena7_1A_Control1_3;Y_Arena7_1A_Control1_3;X_Arena7_1A_Control1_6;Y_Arena7_1A_Control1_6;X_Arena7_1A_Control1_7;Y_Arena7_1A_Control1_7
26;0.87;484.81989969550415;583.0779150994089;617.5861214374225;531.9990944619198;715.7655052428645;610.972586636573;576.1996899224806;784.9572609819121;595.291904679476;648.8855230511799;480.6615631792836;702.3003969379075;697.1087787381666;749.8227200564473;1165.98635272067;791.4261699759854;1064.7719678366796;540.0778082719437;1146.931191583298;614.0221689915926;1243.0825619746781;677.7200234067453;1082.3809523809523;686.2324929971988;1215.158969574457;531.657025864303;1030.7960199004974;699.681592039801;1579.7339331619537;656.5857969151671;1556.5226591001217;629.1102553708959;1610.2231491136602;457.8059610705596;1671.9473007712081;689.4193444730078;1414.92403142296;625.94679521514;1480.2026623200218;501.8763922847052;1726.0044935741887;568.5824570863664;1968.895582329317;729.4899598393574;1961.0308483290487;607.2763496143959;1826.4077873770098;576.5467362610991;2096.714067278287;602.9819954128441;2071.483290488432;601.1401028277635;2031.3252032520325;767.910569105691;1914.9697122241798;454.33845121235;612.3335475578406;939.9820051413882;484.6791475910181;1012.8609112709831;673.2782847782847;1175.1731016731017;570.7484647506755;1043.4142716777203;703.5007840224478;1010.5195180325162;495.7989214175655;1183.932460195172;712.1341853035144;1086.4572562687579;1121.9274316295969;1220.0720282810428;1240.7522794893941;1153.284240330166;1092.7511609673722;975.9769615825342;977.4231685835664;1063.4423375815977;1198.2902967762577;1031.8160147188223;1106.288696142726;1102.926450884987;1003.010283275126;1208.3363407062475;1439.1370991999036;968.585032785899;1487.5697520348288;1214.5108208719791;1678.9623557984212;1097.8415300546449;1549.6205918837497;1109.084056943706;1388.5919218527054;1087.9780485127867;1566.6676085079664;978.2846715328467;1628.6160307175426;1209.0451163906887;1849.7203215874101;1108.433800889497;1942.7288087543232;914.0265918240063;1986.901768172888;1198.2860034529974;2064.9285361028683;999.4681008902077;2074.6215163934426;1111.2176912568304;1857.4593945630734;1009.8068776262755;1935.2343686312872;1058.219369038885
27;0.9;484.7152155499086;582.948642503678;617.5432028198533;531.947032485472;715.7881136950904;610.9199906037115;576.2242245352389;784.9757651079696;594.0714972566321;648.5349850104643;480.5677885529568;702.3086138049059;697.1094344036966;749.2763642744341;1165.6345844811754;791.5614669421487;1064.9208868369162;540.0371278795748;1146.9099099099099;614.0219594594595;1243.0693401501837;677.5525909357191;1082.5701754385964;686.4736842105264;1215.409573241061;530.7569780853518;1031.2320675105484;700.1350210970464;1575.5424164524422;658.6815552699229;1555.520901017977;629.1788769763916;1607.2334452768448;457.1201239989667;1674.0430591259642;690.1179305912597;1414.231423709586;624.3135753450557;1480.1163963963963;501.80126126126123;1725.8221807517996;568.4772060783791;1967.0;731.0;1956.6478149100258;611.6593830334191;1826.341155234657;576.4970517448857;2096.5416802521463;602.9874289026554;2077.6195372750644;587.1143958868895;2031.4095238095238;767.7809523809524;1914.7922449322903;454.27924972663806;606.3228245546584;953.7317698321158;484.73090391770626;1012.8191617421754;673.1555789596863;1175.1917968521443;570.7788161993769;1043.4021134933723;707.2600590128756;1045.2436963519312;495.7946536015128;1184.045040398831;700.5676567656765;1081.3894389438944;1121.9216120460585;1220.104861726208;1240.7450839328535;1153.2557793764988;1092.6947108135817;975.9346239671912;983.0305381727159;1060.54609929078;1199.77123883673;1031.055186626975;1106.1991972961555;1102.919870440783;1002.9724003887268;1208.2754130223518;1438.9155336505778;968.5882619533197;1485.8824354657686;1216.7716049382716;1678.7254045307443;1099.935355987055;1549.58717446758;1108.9625081568488;1387.8920855727683;1087.9008325429443;1566.6315955020837;978.2069670519776;1628.5779485947635;1209.0151333173192;1849.1356369262508;1108.2464615208296;1942.6085793935256;913.9895317744779;1986.938179226795;1198.2525090563572;2064.9040079168726;999.4010390895596;2074.5628840639083;1111.2016250170695;1857.3938458901173;1009.7948915745263;1934.7168501675442;1057.99401627573
28;0.93;484.6318288732082;582.8434296365331;617.5311114289801;531.9414962094121;715.7506920009382;610.9414965986394;576.2229813664596;784.9616977225672;594.0717320809572;648.0346639830034;480.69735164990794;702.3293678893451;697.1552149400986;747.7380784590086;1166.0097047884703;791.6876452812645;1065.0300899349406;539.8678721775736;1146.914545539774;614.0300004687573;1242.7356100689435;677.5153118486452;1081.774011299435;687.0;1214.140505695331;531.2353861559644;1031.2320675105484;700.1350210970464;1574.1452442159384;657.2843830334191;1553.2754259433468;628.0395369499321;1606.0309663188257;456.6931365063205;1676.8374035989718;683.8306555269924;1413.815846839162;624.0664392000758;1479.9077843242276;502.0960542760221;1725.6702917313999;568.2645434144657;1980.3161953727506;723.8650385604113;1956.6478149100258;610.7827763496143;1826.281880002407;576.5204308840343;2095.882425655153;604.2836406018224;2080.2493573264783;591.4974293059126;2031.4095238095238;767.7809523809524;1914.7853950586052;454.1460494139472;605.676656420765;960.458418715847;484.6776976845784;1012.882754477938;673.4201050705389;1175.1345847352577;570.8309798887462;1043.426798704077;707.1586897260579;1045.2571390266792;495.8035314384151;1183.9983634797586;700.5080906148867;1081.4012944983817;1121.9401759819102;1220.013272378705;1240.7228771324515;1153.2562296338892;1092.686455505279;975.9324283559577;985.7112178787215;1058.2382616291766;1197.5127899586907;1028.1144741023195;1106.2155499367889;1102.9790700941141;1003.0015503875968;1208.353972868217;1438.962423832092;969.0497066125027;1485.881819212884;1216.6810706589542;1678.9647010647009;1100.636773136773;1549.5981994787965;1108.9789741767352;1387.1414523449318;1085.9838628340897;1566.6570422535212;978.2097809076682;1628.5763037731315;1209.0225907233837;1849.757793764988;1108.315404819002;1942.6505927952576;913.9787391700866;1986.7931342749866;1198.3454913880446;2064.9493827160495;999.3723456790124;2074.6095549649012;1111.2594561439378;1857.4117244330337;1009.811296534018;1934.3760411933968;1057.25215810995
29;0.97;484.5293130108239;582.6837640821736;617.5564296953225;531.959948505221;715.7887482419128;610.928926394749;576.1867288750648;784.9595127008812;595.4835086565855;646.7755862371247;480.200710732054;702.2186685619521;696.7480165574336;746.8367253075772;1166.1760325770797;791.2581151832461;1065.0998805256868;539.6963440860216;1146.9252292719445;614.0278869548941;1242.7186916386531;677.4362093805026;1081.519877675841;687.1804281345565;1207.9323798770542;530.2218040396436;1031.2320675105484;700.1350210970464;1580.4325192802057;657.982969151671;1552.7731022458165;628.0868660056731;1604.404820061879;456.28301579547303;1671.2487146529563;690.1179305912597;1412.2501284026707;624.8374422187982;1479.6713199105143;502.1363758389262;1725.4899351757078;568.3140566359604;1967.1670951156811;720.3586118251928;1949.6349614395886;607.2763496143959;1826.221396641295;576.5660263380452;2095.6418198086585;604.0855874457981;2076.7429305912597;590.620822622108;2030.6666666666665;768.0459770114942;1914.7903484349952;453.96827807306164;587.0;964.0;484.66622979467013;1012.878494975972;673.0818139317438;1175.3524427302477;577.4215686274509;1054.4019607843138;707.6169665809769;1036.917737789203;495.82445708376423;1183.9655291278868;707.6169665809769;1081.530205655527;1121.8551429413499;1220.081982513017;1240.693007662835;1153.2304118773945;1092.6955447036835;975.9062518840054;991.2426841881121;1055.4157693009674;1193.8431090665133;1022.8804868698485;1106.021808807135;1103.0737876254182;1002.9797803052396;1208.3226402255273;1437.801180788256;970.8135737460773;1485.8495996416373;1216.7799988801164;1678.7945126945126;1100.707289107289;1549.5726268533283;1109.0350877192982;1387.0291892780792;1085.594392369676;1566.5590588235293;978.140156862745;1628.5371392020468;1209.040057567762;1849.6640334306485;1108.2915450226114;1942.6407185628743;913.9917878528657;1986.825991320373;1198.3729266987693;2064.9149357072206;999.3842729970327;2074.585224562121;1111.2801063177264;1857.3789239586006;1009.8462920195021;1932.7618630457;1057.6476127901883
30;1.0;484.5600389346075;582.8070524732324;617.5553808025927;531.8872366790582;715.7699061032863;610.9008450704225;576.1940244219278;784.9113016367887;595.6442927569207;646.2756920743268;480.6020712157753;702.3066628836241;697.3331511175899;749.0243561710398;1166.4535355316523;791.2143654852171;1065.3594144852905;539.4737996471654;1146.9563140890575;614.0149365547595;1241.8998150431567;678.4098849157418;1081.0943396226414;687.6666666666666;1161.4863945578231;482.8707482993197;1031.2320675105484;700.1350210970464;1579.7339331619537;653.0928663239074;1552.5318909879543;627.6896344490606;1602.0886889460155;453.995822622108;1674.0430591259642;687.323586118252;1413.809546653874;622.9366754617414;1479.6980246257417;502.18628753654;1725.4769450033534;568.3129610999329;1975.9331619537274;722.9884318766067;1954.017994858612;611.6593830334191;1826.231055825972;576.559461570819;2095.5970347113202;604.913727542299;2073.236503856041;595.003856041131;2028.5295629820052;740.5205655526993;1914.7466531952514;453.73309758356487;593.26735218509;991.7959511568123;484.616966721222;1012.8894162575014;673.4275479133082;1175.1311123052124;577.5490196078431;1054.450980392157;707.158771449434;1044.829089083607;495.901909947282;1184.0267911157202;704.3123393316196;1085.9363753213368;1121.8878568971447;1220.0639834881322;1240.697344454031;1153.2290288562936;1092.6609862219;975.9668842156151;991.8585913126949;1054.749880009599;1191.396988364134;1019.4269336071184;1106.1509737985148;1102.994885806361;1002.9854566608493;1208.288442893155;1436.9422454951487;972.2501668463473;1485.84559154296;1216.4362348178138;1678.7243574051408;1100.7973072215423;1549.6012378426171;1109.0489832007074;1386.598246476565;1085.6092264831202;1566.689574567555;978.1719650927224;1628.546218487395;1208.9915966386554;1849.7412866308307;1108.3363967400728;1942.676857386849;914.0047822374039;1986.8110972197414;1198.3993570280406;2064.9199868019464;999.3408397261403;2074.6588941160426;1111.25485784414;1857.4072169366589;1009.8030341990229;1931.8843153642565;1056.3022008636299
31;1.03;484.58154714651135;582.8086795448531;617.5812258894127;531.8876506167547;715.8368744430373;610.88579334928;576.2456441462526;784.920476413377;595.8002924926877;646.2107030657567;480.2411227277008;702.1532447960817;697.6974634326976;749.213911004135;1166.3494369566486;790.6020771340217;1066.1453333333332;538.3244102564103;1146.9808042594927;613.9805707346691;1240.6838861168183;679.3970746502298;1081.4228855721392;687.0995024875622;1158.7638888888887;477.5299707602339;1031.2320675105484;700.1350210970464;1582.5282776349613;654.4900385604113;1552.1908972352633;627.6647626499739;1604.2840354767184;457.16178861788615;1671.9473007712081;690.8165167095116;1413.8540527691941;622.9298787734728;1479.450357498416;502.6247624219386;1725.9557491884502;569.4023577652486;1969.796915167095;722.9884318766067;1956.6478149100258;609.0295629820051;1826.2189352692073;576.6438596491228;2095.8584716203363;604.9215727724342;2071.483290488432;591.4974293059126;2028.8329048843189;743.5976863753214;1914.7799139893752;453.5956657391011;584.8976814516129;1009.3544354838709;484.6445829233628;1012.9054334754563;673.4751212502246;1175.1149631758578;577.483870967742;1053.9193548387098;707.4929305912597;1043.0581619537274;495.80914529914526;1184.0747863247861;701.5584832904884;1082.6317480719795;1121.836873156342;1220.0885447394296;1240.7035813463563;1153.2711385617158;1092.7751033309019;975.6675176270361;991.9252966076432;1054.4879270255767;1192.6822873082288;1018.6195258019525;1105.9799289149068;1103.0502474040002;1002.9830179524503;1208.2987869966034;1437.0085299826335;972.6397997752579;1486.0478904721988;1216.1449566918131;1678.687807276303;1101.1653556211077;1549.5160346441946;1109.1900163857676;1386.4329163600687;1085.6141770909983;1566.8072610366187;977.9713008703834;1628.5492923962581;1209.0153514032143;1849.6643917420236;1108.2936358983109;1942.6832679515605;914.1102962078571;1986.7067978533096;1198.4505664877756;2064.9136292255557;999.3578808165963;2074.6608737136235;1111.3030055203435;1857.404841330938;1009.8460354118553;1930.2865071106485;1055.7628858827609
32;1.07;484.5987524160955;582.9595413811281;617.5861428571428;531.8813333333333;715.8207074256266;610.9744202389319;576.2994385527137;784.930390933666;595.8044019035258;646.0807916937054;480.18000942951437;702.344318717586;697.1870899863844;753.445847258324;1167.2450825891553;790.1104885309053;1067.0478291659856;537.37522470992;1147.0522719827788;613.9888155739623;1242.8649028837308;681.1423470215874;1081.0833333333333;686.9666666666667;1155.0913423351867;474.49483717235904;1031.2320675105484;700.1350210970464;1579.0353470437017;654.4900385604113;1552.2763223065092;627.639295117437;1603.7393605292173;457.67673649393606;1674.741645244216;685.2278277634962;1414.1572963224337;622.6694895318749;1479.477170185887;502.6667569030861;1726.1337263949413;569.819448004785;1974.5809768637532;722.5411311053984;1955.2956298200515;609.4588688946016;1826.1831156265116;576.6477987421383;2095.701087530356;604.9076479076479;2077.1439588688945;587.5437017994859;2029.7095115681234;749.7339331619537;1914.776430976431;453.3861111111111;584.1379678407877;1011.0507867644526;484.6949830211414;1012.938602256545;673.4756554307116;1175.1141430354915;576.5;1054.5;707.2261142156194;1045.4217436736176;495.94691766302043;1184.3608072585432;703.7615681233933;1088.6902313624678;1121.9147241074063;1220.08812825809;1240.7208399252122;1153.2764274413921;1108.5416472778036;960.0656119125174;992.2747400397242;1053.4721930132025;1193.75;1020.75;1106.123759972251;1103.1161984044397;1002.9986406447227;1208.225264588795;1436.7532460945424;972.8706634205721;1486.0152527849186;1215.4482719223079;1678.6667480071578;1100.5056124938994;1549.598684982975;1109.1545145004109;1386.1200986436497;1085.6081381011097;1566.915593035059;977.9419067697353;1628.561374009128;1209.0163343742493;1849.296750071901;1108.1558815070462;1942.7106202209006;914.2080996884735;1987.037234042553;1198.308037825059;2064.90620667156;999.6147133186525;2074.69683908046;1111.1872605363983;1857.4209670517757;1009.811810012837;1929.3084242933107;1055.3362020710886
33;1.1;484.6509231241503;582.9091786168486;617.6708036138849;531.8238706609604;715.4208689262422;611.6442086892623;576.2448639933426;784.9771155146408;595.7946215571459;646.2291260030362;480.536786151096;702.307366638442;694.9778443817582;755.8213446168311;1167.674241120101;789.3100361508004;1070.866757154168;529.7108924329827;1147.026991687681;613.9880919024937;1244.1803392732916;682.1792154974046;1082.6358854820394;675.8252943637559;1136.083354772318;476.29491467284106;1031.2320675105484;700.1350210970464;1575.5424164524422;647.5041773778921;1552.2938398463853;627.7387773107063;1603.8496945898778;456.8832897033159;1673.3444730077122;684.5292416452443;1414.4089434661723;622.5843373493976;1479.5128416804255;502.5202715098147;1726.203519510329;570.1281135764685;1973.7043701799485;720.7879177377893;1951.789203084833;603.3226221079692;1826.1685657442576;576.6458672454331;2095.852534562212;605.2463343108504;2077.1439588688945;587.5437017994859;2030.586118251928;732.2017994858611;1914.8539203354296;453.3959748427673;597.0416666666666;1006.4166666666666;484.7027412280701;1012.9313048245614;673.7614870509607;1175.4442057524764;577.6349614395887;1042.4254498714654;706.9192206852906;1045.0254045746315;496.0622673434856;1184.3363790186124;712.5739074550129;1084.284061696658;1121.9542232722977;1220.1211360504035;1240.7485969204201;1153.3232599414785;1101.0426666666665;977.3946666666666;991.2527347036902;1053.292342829667;1122.3202614379084;973.1699346405228;1106.3391861185705;1103.236590236177;1002.9992241295703;1208.252933760062;1436.7386236951454;971.9531772575251;1486.0997049143116;1215.3931449324707;1678.2805448098;1100.1034010315923;1549.601678994951;1109.1775860044615;1385.8040229885057;1085.6822660098521;1565.830498866213;978.0301263362488;1628.5788336933044;1209.0112790976723;1849.2547504578754;1108.065934065934;1942.7585484601448;914.2168817934783;1987.0583052451066;1198.272248832121;2064.824325425939;999.6569658433194;2074.6845995893223;1111.1865160848733;1857.4676936243045;1009.844758237056;1928.9692489240592;1055.0765653200053
34;1.13;484.6495423290851;582.8807427845661;617.6838899990483;531.8330478637358;715.2750617962098;611.8663370868808;576.3047143303153;784.9620147778123;595.7384448069603;646.3708537248505;479.97564752252254;702.3228697447447;696.4111576519152;758.6885206094821;1167.8022608498068;788.8575323790047;1068.6201550387595;513.3798449612403;1146.9977181708111;614.0829840737637;1243.472083400505;682.2863668117577;1082.6403290719697;675.4589251893939;1136.8136161527807;475.2817989649391;1030.7960199004974;699.681592039801;1576.939588688946;650.9971079691517;1552.2885397123202;627.6387325411715;1603.0811089050665;456.6578424884183;1673.3444730077122;684.5292416452443;1414.3202463433408;622.7235565819861;1479.5654761904761;502.50970695970693;1726.280306862249;570.2588939470578;1970.19794344473;719.03470437018;1950.0359897172236;605.952442159383;1826.160690571049;576.6688397923457;2096.0110204366324;605.3236730138801;2079.7737789203084;586.6670951156811;2039.3521850899742;758.5;1914.9928099657218;453.28843742162024;577.0;1009.0;484.71503074220465;1012.9191370223979;673.7258375723558;1175.8236566684207;581.5661953727506;1031.357005141388;706.9499887158654;1045.2445948995712;496.36042816524497;1184.1472654290014;717.5308483290488;1087.5886889460153;1121.9695716395863;1220.113638601674;1240.7611231101512;1153.33750899928;1075.4786902286903;995.6363478863478;990.7086553323029;1056.44480937661;1106.6120172870485;953.5297643942562;1106.7626469783975;1103.3525430680886;1003.0874697629414;1208.324915336236;1435.6792727637987;972.801215408568;1488.3038494544562;1215.3494544562952;1677.912814731304;1098.676287110109;1549.8170363797692;1109.0259094942326;1385.2568183702228;1086.0379673381412;1566.4527641707489;977.9612782831817;1628.5737534070865;1209.0117845117845;1849.4908997252746;1108.076694139194;1942.7478059000055;914.2503821980636;1987.1627138643066;1198.2364601769912;2064.747484662577;999.7206543967279;2074.6556972439325;1111.17859591389;1857.500299683192;1009.8243856494562;1928.7896078836743;1055.0087519812555
35;1.17;484.6326280282122;582.8606036710912;617.6800665241149;531.9320028510335;714.7845708267508;612.4246972090574;576.2854762276727;784.9964588866322;595.695259715691;646.0650775633749;480.64149698340873;702.322963800905;695.2477106227105;760.0740613553113;1168.0685554986628;788.6413494908118;1095.8506666666665;527.0693333333332;1147.0903165735567;614.1316108007449;1242.981206887187;682.2974308837108;1082.2255909856535;675.0016262995875;1112.9985256410255;497.1635576923077;1030.7960199004974;699.681592039801;1580.4325192802057;651.6956940874036;1552.4441415478877;627.4360931536725;1602.7628625564785;456.17971141233056;1671.9473007712081;687.323586118252;1414.2165902140673;622.9295107033639;1480.51369924141;501.60107095046857;1726.3129541468304;570.1370583813581;1976.3341902313623;721.6645244215938;1953.542416452442;607.7056555269924;1826.2612271853984;576.7628482228625;2096.18122605364;605.2909787530476;2072.7609254498716;586.6670951156811;2021.8200514138816;738.3380462724936;1915.0516042556756;453.16561950238753;587.5488431876606;1003.3206940874036;484.7285212041309;1012.9051307404966;674.6614238903783;1176.6530831099196;582.0411311053984;1022.0469151670951;707.1004621528244;1045.3642033472427;497.62407881467686;1182.6617019626094;711.4723650385604;1090.8933161953728;1121.965552927262;1220.1255667258033;1240.770482361411;1153.3572354211663;1069.7430644472897;986.3735595390525;992.4673971618466;1053.94191964553;1105.4817334341144;953.5074326026706;1106.6247496719839;1103.2952144188937;1003.125;1208.3196705426355;1419.1439588688945;979.8759640102828;1487.0345979479837;1217.1394058697208;1677.6423294219903;1096.5951035781543;1549.739522546419;1109.0763925729443;1384.8067331670823;1086.2050706566915;1565.9006432084752;977.2780930760499;1628.5922275641024;1208.9951923076924;1849.5876341338783;1108.0528586839266;1942.7756638921917;914.2432478342109;1987.1326832151299;1198.204964539007;2064.8286573961127;999.7336748800519;2074.6316872427983;1111.1694101508915;1857.520335645175;1009.8372292148299;1928.947187928669;1054.7161865569271
36;1.2;484.59555322587687;582.8128248809679;617.7214533694772;531.9337994007705;713.3000998668442;613.3479249889036;576.2360613146271;784.9652896856326;595.2949508054925;645.8645799545897;480.43237772442683;702.3433601657016;694.4137076796036;761.1096063859069;1168.1273414676061;788.4162800022913;1096.2095238095237;526.2904761904762;1146.5750597536312;614.8666574738004;1242.3962160979877;682.5126859142607;1081.8544009085747;674.2682566723453;1112.2335175908331;502.7409166810618;1030.7960199004974;699.681592039801;1572.0494858611826;661.4758997429306;1552.4627196412741;627.3038479587049;1601.5300330033003;455.88067473414003;1668.4543701799487;685.9264138817481;1414.2002296211251;622.8893991580558;1480.263167150268;501.6256924294381;1726.397617274758;570.1777943244807;1971.9511568123394;720.7879177377893;1945.6529562982005;602.4460154241644;1827.1046511627908;578.2253688422105;2096.334905330818;605.1274016628239;2079.7737789203084;590.1735218508998;2027.956298200514;746.2275064267352;1915.1391904401244;453.00563830682484;583.6934447300771;1003.3206940874036;484.7417051197539;1012.8688200395518;674.6368442939464;1176.8222539060177;583.7949871465296;1027.456619537275;707.1436034829203;1045.3547220361688;498.10535571542766;1184.9630695443645;705.9646529562981;1089.7917737789203;1121.9703287495686;1220.134851397309;1240.7864035719429;1153.3414950309664;1067.1295752070532;983.3303945142043;992.9174899706603;1055.533021974732;1105.1988978597974;950.4467512495194;1106.535311613751;1102.9526872795186;1003.1204188481676;1208.2986232305605;1413.560411311054;986.8553984575835;1490.9524448419797;1220.0879546809779;1678.766159384716;1100.6546391752577;1549.7701108752062;1109.0434064637886;1382.3170402376452;1087.616707174363;1565.9569352507037;977.0527276877425;1628.5795254128586;1208.9872534872534;1849.7302315050658;1108.033169185487;1942.8396194359498;914.2246573790916;1987.2514019243256;1198.1803907679594;2064.8344748858444;999.7309197651664;2074.6705059646238;1111.1403400521046;1857.5818991351998;1009.8351742443701;1929.102910106999;1054.4217951339194
37;1.23;484.713597758515;582.7375448734786;617.7487853672478;532.0090502048204;711.2865308034668;607.4747247598968;576.1987939280516;785.0009357454772;595.4671194480379;645.8449223803364;480.33389505219304;702.3275289051163;693.8349257759783;761.5570850202429;1168.2967808572905;788.3144545819704;1096.0;527.0;1146.3421934536104;614.9766331542946;1242.314992674589;682.7827337348743;1084.4035977302908;675.1360014487504;1110.2095262660132;504.7783222996016;1031.1644444444444;699.8222222222222;1569.2551413881747;662.1744858611826;1552.8409143923489;627.0672576004977;1600.9685645196746;455.55682567597273;1663.5642673521852;684.5292416452443;1414.2403083028082;622.9369658119658;1480.2258092738407;501.6172353455818;1726.6116133235605;570.1582376415017;1975.457583547558;721.6645244215938;1949.159383033419;608.5822622107969;1827.5239024390244;580.136325203252;2096.5422812707043;605.130941172368;2075.3907455012854;590.1735218508998;2034.0925449871465;749.7339331619537;1915.1982664310358;452.93915677859127;589.7519280205655;1002.7699228791773;484.75571303010327;1012.8832124807734;674.6736910453927;1177.0861814532789;581.008997429306;1027.456619537275;707.255401637916;1046.094964279491;498.07624025219843;1185.5267960842873;703.7615681233933;1089.7917737789203;1122.0202423167848;1220.0888494877856;1240.8153380423814;1153.3378982268991;1068.3558987840947;989.5331361594916;994.082526592566;1055.1918847854668;1104.2660668380463;954.0523778920308;1106.2980497553579;1103.2875749431466;1003.0787896365042;1208.2713650425367;1407.0412234042553;993.5837765957447;1493.1928374655647;1223.165995620541;1678.692168921689;1100.952193521935;1549.7865208186308;1109.0619854151964;1383.4765;1087.2438333333332;1566.3456790123455;976.7887431945402;1628.6766145206577;1208.995748094665;1849.8574654247811;1108.0241038667796;1942.8485209112546;914.157316105633;1987.2681699810603;1198.182587594697;2064.852981856643;999.7153201529574;2074.6772932949402;1111.1166872343342;1857.549210413999;1009.8077678190353;1929.2374634279101;1054.1699666598624
