Frame;Time;X_Arena0_2A_Control2_5;Y_Arena0_2A_Control2_5;X_Arena0_2A_Control2_6;Y_Arena0_2A_Control2_6;X_Arena0_2A_Control2_3;Y_Arena0_2A_Control2_3;X_Arena0_2A_Control2_4;Y_Arena0_2A_Control2_4;X_Arena0_2A_Control2_7;Y_Arena0_2A_Control2_7;X_Arena0_2A_Control2_2;Y_Arena0_2A_Control2_2;X_Arena0_2A_Control2_1;Y_Arena0_2A_Control2_1;X_Arena1_2A_CM1_7;Y_Arena1_2A_CM1_7;X_Arena1_2A_CM1_3;Y_Arena1_2A_CM1_3;X_Arena1_2A_CM1_5;Y_Arena1_2A_CM1_5;X_Arena1_2A_CM1_1;Y_Arena1_2A_CM1_1;X_Arena1_2A_CM1_6;Y_Arena1_2A_CM1_6;X_Arena1_2A_CM1_2;Y_Arena1_2A_CM1_2;X_Arena1_2A_CM1_4;Y_Arena1_2A_CM1_4;X_Arena2_2A_HT2_4;Y_Arena2_2A_HT2_4;X_Arena2_2A_HT2_7;Y_Arena2_2A_HT2_7;X_Arena2_2A_HT2_5;Y_Arena2_2A_HT2_5;X_Arena2_2A_HT2_3;Y_Arena2_2A_HT2_3;X_Arena2_2A_HT2_2;Y_Arena2_2A_HT2_2;X_Arena2_2A_HT2_1;Y_Arena2_2A_HT2_1;X_Arena2_2A_HT2_6;Y_Arena2_2A_HT2_6;X_Arena3_2A_CM2_6;Y_Arena3_2A_CM2_6;X_Arena3_2A_CM2_4;Y_Arena3_2A_CM2_4;X_Arena3_2A_CM2_1;Y_Arena3_2A_CM2_1;X_Arena3_2A_CM2_2;Y_Arena3_2A_CM2_2;X_Arena3_2A_CM2_7;Y_Arena3_2A_CM2_7;X_Arena3_2A_CM2_5;Y_Arena3_2A_CM2_5;X_Arena3_2A_CM2_3;Y_Arena3_2A_CM2_3;X_Arena4_2A_HT1_4;Y_Arena4_2A_HT1_4;X_Arena4_2A_HT1_3;Y_Arena4_2A_HT1_3;X_Arena4_2A_HT1_6;Y_Arena4_2A_HT1_6;X_Arena4_2A_HT1_5;Y_Arena4_2A_HT1_5;X_Arena4_2A_HT1_2;Y_Arena4_2A_HT1_2;X_Arena4_2A_HT1_1;Y_Arena4_2A_HT1_1;X_Arena4_2A_HT1_7;Y_Arena4_2A_HT1_7;X_Arena5_2A_HS1_1;Y_Arena5_2A_HS1_1;X_Arena5_2A_HS1_5;Y_Arena5_2A_HS1_5;X_Arena5_2A_HS1_7;Y_Arena5_2A_HS1_7;X_Arena5_2A_HS1_6;Y_Arena5_2A_HS1_6;X_Arena5_2A_HS1_2;Y_Arena5_2A_HS1_2;X_Arena5_2A_HS1_4;Y_Arena5_2A_HS1_4;X_Arena5_2A_HS1_3;Y_Arena5_2A_HS1_3;X_Arena6_2A_Control1_4;Y_Arena6_2A_Control1_4;X_Arena6_2A_Control1_7;Y_Arena6_2A_Control1_7;X_Arena6_2A_Control1_2;Y_Arena6_2A_Control1_2;X_Arena6_2A_Control1_1;Y_Arena6_2A_Control1_1;X_Arena6_2A_Control1_3;Y_Arena6_2A_Control1_3;X_Arena6_2A_Control1_6;Y_Arena6_2A_Control1_6;X_Arena6_2A_Control1_5;Y_Arena6_2A_Control1_5;X_Arena7_2A_HS2_3;Y_Arena7_2A_HS2_3;X_Arena7_2A_HS2_1;Y_Arena7_2A_HS2_1;X_Arena7_2A_HS2_6;Y_Arena7_2A_HS2_6;X_Arena7_2A_HS2_5;Y_Arena7_2A_HS2_5;X_Arena7_2A_HS2_2;Y_Arena7_2A_HS2_2;X_Arena7_2A_HS2_7;Y_Arena7_2A_HS2_7;X_Arena7_2A_HS2_4;Y_Arena7_2A_HS2_4
31;1.03;638.9756326148079;805.3203016914357;546.504131480977;682.4143739217288;832.6243996157541;671.9129042587256;793.1209439528022;794.3569321533923;760.0;729.0;722.3789473684211;513.6491228070175;646.7375346809354;561.0876734046769;1159.9028758713011;693.301897244149;1280.5981204282323;720.2103376447221;1033.3761377378905;753.5085927057476;1109.8365010559075;562.6472157385796;1038.716049382716;748.0370370370371;1207.913881748072;563.0109254498715;1162.0983012222912;803.73140667081;1486.2885226944202;731.8132408210465;1589.1069420539297;651.7137119908203;1421.4050505050504;702.417803030303;1676.5;768.5;1720.0;565.0;1559.1902076620122;480.78526673827423;1425.8177257525083;569.4646042363433;1905.164658634538;564.3293172690762;2010.0061738884167;772.1743415463042;1934.753213367609;515.2390745501285;2095.292725232119;581.1371288644016;1989.3977891156462;686.2328231292516;1871.1671146953406;742.3466995221028;2134.115418023887;699.3169381107492;727.0184049079754;1228.9059304703476;859.924003996503;1134.824028974647;569.9333846746246;1143.354511615967;649.7025126786536;1276.5835638543108;802.8104113110539;1079.9803984575835;669.9219817767654;995.8507972665149;670.4564912280701;1110.5495906432748;1199.1705576208178;1015.2143246592317;1083.5681524046176;1243.4218046280478;1165.9127590598587;1181.4195322449923;1074.6670265083362;1085.5717284394866;1292.581783405883;1120.3025986017676;1216.6299345016816;1298.992565055762;1317.0135453474677;1236.6138594424813;1516.390899122807;1218.2116228070176;1580.3122162043874;1154.6549592428469;1710.0494627323897;1171.2040479845357;1679.7619047619046;1046.5238095238094;1623.406723615321;1310.116836594103;1484.283276450512;1043.066552901024;1442.5217391304348;1156.1551304347827;2130.457453481079;1178.0418147606106;2020.8372765035217;1032.686472819216;1871.0;1136.0;1940.6407697149536;1235.042801906303;2129.0;1028.888888888889;2031.3097686375322;1120.6455655526993;2046.6786632390745;1263.1571336760926
32;1.07;638.612531395766;805.3809203444564;546.3707727828331;682.4412150844311;832.8203726204941;672.8531119211557;793.087087087087;794.4264264264264;762.0;734.5;722.5047619047618;512.9142857142857;646.3636718140694;561.1868663235065;1159.7954702389172;693.301109423192;1280.547646717025;720.2186713151268;1033.7797015110614;753.7085233795649;1109.8220958117226;562.6299704422509;1039.7916666666665;748.1041666666666;1207.2159383033418;565.8026992287918;1162.1955873583781;801.6445040747366;1487.7150108774474;730.7979211989364;1589.1012846983251;651.7577426015141;1421.4184290030212;702.3947633434038;1676.6969696969695;768.6969696969696;1720.0;565.0;1557.905623008697;481.14612933781103;1425.8403954802259;569.2944273240884;1905.4642857142858;564.2460317460317;2010.0520355585752;772.1392899609309;1936.1491002570692;507.5616966580977;2097.150894112919;580.7892304601165;1989.4184908789387;686.4125207296848;1871.1095931317655;742.3653602090332;2133.9439594783917;699.351438732622;727.4127659574468;1229.6028368794325;855.1322716695753;1133.0950407213495;570.395768739741;1143.8014468964677;649.9394621421975;1276.577216066482;820.6407455012853;1109.5118894601542;669.4191279887482;995.9315518049694;670.3609282992726;1110.6768271562175;1199.1478890707942;1015.1824676291114;1083.4469743907475;1243.4494527054935;1165.9700115340252;1181.389907727797;1074.5248993812697;1085.5656875112634;1292.5218855218855;1120.2934574503201;1216.3724770642202;1299.0210572302315;1316.8504398826979;1236.5880742913;1515.0220064724917;1217.4519417475728;1580.71033317493;1155.3040287237975;1709.9075297972092;1171.276054905948;1679.7619047619046;1046.5238095238094;1623.6819100091827;1309.9089072543618;1483.60982126405;1043.3688041275104;1442.3812832985868;1156.2326847347695;2130.312300047648;1178.3210128650194;2020.7589258653086;1032.0265502818695;1871.0;1136.0;1940.6336117847839;1235.119285008533;2129.0;1031.0;2027.1182519280205;1124.138496143959;2047.3772493573265;1266.6500642673523
33;1.1;638.7216729021914;805.4860591484054;546.4032367741058;682.4398204814362;832.0569220430107;672.0541666666667;793.1070336391437;794.4984709480121;762.0;734.5;722.0880503144654;512.7106918238993;646.2407830591103;561.0985679463741;1159.8587101830083;693.348269026875;1280.4739425436696;720.311678937491;1034.3860703767798;754.1836840027931;1109.7822437180341;562.5206804536358;1040.123287671233;748.3059360730593;1202.3303341902313;560.2191516709511;1162.0071138211383;801.7705510388437;1493.3829433576268;724.4218130673826;1589.113983683787;651.7657129725382;1421.5130081300813;702.3401500938086;1679.789203084833;746.5440231362468;1720.0;565.0;1557.212432206925;481.30863579474345;1426.1612589622068;568.7592660104508;1906.113725490196;564.3568627450979;2010.1882506231586;772.1670065714932;1931.263496143959;512.4473007712082;2103.945695027343;578.7982958158464;1989.551995214902;687.1726053148765;1871.1223043056489;742.3665398104619;2133.9709020368573;699.3648022416207;726.8497652582159;1229.0704225352113;857.5716851242144;1135.3365259902223;569.8210095982936;1143.2938144329896;649.9605734767025;1276.709330558446;816.7403598971722;1135.142994858612;668.8283342260311;996.18184252812;671.0479248424307;1110.6856938993935;1199.2159526297457;1015.1084739015772;1083.502576788291;1243.4452174809317;1166.1445977011492;1181.415459770115;1074.6100821195228;1085.5720194209675;1292.543422354105;1120.2988460270358;1216.3453626220362;1298.9635634588562;1316.9105191256829;1236.6412958626072;1510.0074826296097;1217.7263495456975;1580.6210308210307;1155.0763014763015;1710.0283567756876;1171.51511043326;1679.7619047619046;1046.5238095238094;1625.3822897878551;1309.5899682212487;1483.020558946354;1044.0192740122068;1442.5132549562009;1156.1279391424619;2130.5598175409496;1178.1382956665975;2021.0214045214045;1032.090909090909;1873.4796683774182;1137.9564416370574;1940.6391956189962;1235.1948110243288;2126.0;1030.0;2022.926735218509;1124.138496143959;2051.568766066838;1265.2528920308484
34;1.13;638.4103319057816;805.5936384725195;546.340930674264;682.4615836838059;832.720259391771;673.516174716756;792.9824561403509;794.640350877193;762.0;735.0;723.1466666666665;513.1466666666666;647.1698113207547;561.066037735849;1159.8174526344903;693.327525008067;1280.4149620666474;720.3215211754538;1035.2248913496458;754.9934512115258;1109.778443445942;562.5557219725966;1040.4651162790697;748.5697674418604;1206.517994858612;563.7088688946016;1161.9054248149375;801.165838028947;1494.0;716.0;1589.0964035390093;651.709870159715;1412.9794238683128;697.3045267489712;1689.3575129533679;749.3406735751296;1720.0;565.0;1556.7838746719158;481.3917322834646;1426.3757529155453;568.0233243624247;1905.8922558922557;564.5723905723905;2010.1011077201308;772.0893523228212;1936.8470437017995;510.353470437018;2104.304400680768;578.7413080476538;1989.952838714978;686.678908881768;1871.0741319057179;742.2903561603093;2134.076864286494;699.1924882629107;726.7971014492754;1230.4993412384715;858.0259639818804;1136.0028726107612;569.5856554967665;1143.1947677836565;650.0878045957053;1276.5858077212479;827.0;1135.0;668.6370271473074;996.2227859368046;670.567905522751;1110.7227046428156;1199.2942518474433;1015.1528542379606;1083.2929261930335;1243.6491228070174;1166.163964585489;1181.3016557433598;1074.5444784356066;1085.5679323375923;1292.4852504454564;1120.3018544182669;1216.3159722222222;1298.996267361111;1316.8727503912362;1236.705594679186;1508.100631838496;1216.3777161349976;1580.5582584443755;1155.016888751162;1709.882075471698;1171.5673292902065;1679.7619047619046;1046.5238095238094;1627.677071110068;1309.211218023938;1482.934518039849;1044.063758750673;1442.5434907503159;1156.0927266459842;2130.4917724494594;1178.0857680166564;2020.9978157990536;1031.7592525178982;1873.3942220494882;1137.9726648529602;1940.5931555555555;1235.2704;2119.817610062893;1027.4025157232704;2029.9125964010282;1121.3441516709513;2054.363110539846;1262.4585475578406
35;1.17;638.4615043462834;805.6013393649104;546.5774225326885;682.8638276912054;832.2266380236305;673.7351235230934;792.8746177370031;794.795107033639;762.0;735.0;722.5;513.5;644.844779674474;561.3992324996691;1159.7459526774596;693.3238319265716;1280.2878722485973;720.4388337409486;1035.8749524561865;755.1181134614822;1109.7972755073672;562.5928829580205;1040.4406130268198;749.0613026819923;1220.4768637532134;572.0841902313625;1162.1369337979095;801.4368176538908;1479.05;709.1166666666667;1588.7772930648769;651.1814317673377;1412.9404761904761;697.3015873015872;1690.8965355805242;748.250936329588;1721.7654320987654;566.753086419753;1556.5541697236488;481.4261025515611;1426.8886891924274;567.5913012221423;1904.7246376811593;558.5942028985507;2010.1461473327688;772.1961614451029;1936.1491002570692;506.8637532133676;2103.7193749172293;578.9569593431333;1990.543799493836;686.6216834027267;1871.0465757508011;742.3461509799537;2134.018651832461;699.193390052356;726.6333333333333;1229.902564102564;857.2425925925926;1136.938425925926;569.3774861475648;1143.1114610673667;650.0061932048387;1276.655264224113;830.1131105398457;1152.4161311053986;668.5625068961713;998.4116738386847;671.1078779276082;1110.6853560444758;1197.5302319520458;1014.4074146468595;1083.2329237071172;1243.6917050691245;1166.2286861732644;1181.3316121629373;1074.5696718853096;1085.6301961490012;1292.4782867340869;1120.3814528389184;1216.2798161158817;1299.0034695116663;1316.860492379836;1236.7575224697146;1506.5672043010752;1215.5198924731183;1580.1464598997493;1154.9890873015872;1709.7824773413897;1171.7402931632537;1680.125;1046.5416666666665;1627.9459858552887;1309.3494987176498;1482.8446653837927;1044.4472952747487;1442.5073114565341;1156.085089234312;2130.583820859391;1177.9885683545153;2021.087821093986;1031.7077062556664;1873.4209985881143;1137.9906302143497;1939.9688515709643;1235.623961719032;2119.5476190476193;1027.357142857143;2028.5154241645246;1126.2342544987146;2052.26735218509;1267.348650385604
36;1.2;638.4475440469835;805.6302722904431;546.7085742458877;682.8035498184752;829.6009389671361;673.75058685446;793.066037735849;794.751572327044;762.0;735.0;720.0;525.5;644.6191779037196;561.2778972053937;1159.8851990221854;693.3468013468013;1280.3321370466072;720.4613838644847;1037.2705265224831;755.1190496227102;1109.8748335552596;562.6201176209498;1041.278431372549;748.4392156862745;1203.7262210796916;566.5006426735218;1161.9112788535172;801.2106990482441;1478.7859649122806;709.3122807017543;1588.8452143015766;651.1068176771041;1413.1405622489958;697.289156626506;1690.9598108747045;746.920672445495;1721.7654320987654;566.753086419753;1556.5143364833211;481.45787900815765;1426.5332845647404;567.8479639112411;1905.7407407407404;564.5138888888889;2010.300147242043;772.3058103975535;1938.2429305912597;508.25964010282775;2104.848793363499;579.0493966817496;1991.464019435369;686.908017089721;1871.1959641255605;742.3775037369207;2134.142513661202;699.3008743169398;721.168433451119;1235.967608951708;856.5728108369617;1137.974479922593;569.2832149662221;1143.0064091460247;650.0474137931035;1276.5358045977011;835.6850899742931;1152.4161311053986;668.8818915037012;998.5490001104849;670.8268805952796;1110.7007324729682;1203.0656788566623;1016.0293190416141;1083.5417504770746;1243.5317963793905;1166.251624403427;1181.3971019492842;1074.6459980829138;1085.5998682003353;1292.5258364680262;1120.3155150795221;1216.3810761632442;1299.0271207001126;1317.0038212815991;1236.787379972565;1505.1954941860465;1213.8174660852712;1580.6097863115515;1155.0990502735624;1709.4450507054673;1171.7890762786596;1680.125;1046.5416666666665;1628.138689511461;1309.3166628077486;1483.0138010956593;1044.700063211125;1442.6406214302033;1156.186086360521;2130.625220818046;1178.309552928387;2021.2767636604613;1031.6894391228386;1873.2136105860113;1137.867422810334;1939.9245164192532;1235.7103913630228;2119.7701149425284;1027.126436781609;2034.1041131105399;1122.042737789203;2050.171593830334;1259.664203084833
37;1.23;639.0029012264275;805.4779550749483;546.4132410799077;682.5966625966626;825.9808738270276;673.5972147510608;792.9365079365078;794.9079365079365;762.0;735.0;720.0;525.0;645.7573704449735;560.8709027650614;1159.795539548414;693.3244678394976;1280.3261993679978;720.4483386000192;1037.844804968811;756.2890798597167;1109.819704760325;562.6070658483994;1041.3408239700375;749.0749063670411;1200.236503856041;567.1985861182519;1161.8858207319745;801.1755424063116;1478.9593495934957;709.5365853658536;1588.868865200977;651.0931601154786;1413.0973782771534;697.4157303370787;1691.2153673583848;745.0631893811926;1721.6875;566.5;1556.2777374324214;481.4229000242072;1426.366526414212;568.1951846657316;1905.8095238095236;564.5;2010.2712085173857;772.291709140333;1943.8264781491002;507.5616966580977;2097.8097484276727;576.7694575471698;1991.7858873974644;688.9040827740492;1871.1109115401887;742.368358030235;2133.983790252393;699.2226936466492;719.5091374269005;1236.8198099415204;855.8461128860489;1137.2120340788072;569.1998964267219;1142.9258875654525;649.7940511393285;1276.621325447904;833.4562982005141;1152.9733290488432;668.6759757738896;998.791161956034;670.8957677509619;1110.6110528156698;1202.6552752049397;1015.7605663792185;1083.4603689960832;1243.5023706452278;1166.2302790217018;1181.4196807899873;1074.599556195274;1085.572268201991;1292.5090081172045;1120.331947469148;1216.2745607201591;1298.9733402579416;1316.840469208211;1236.7230694037144;1503.9847599404145;1213.7320957946602;1580.3220699678188;1155.0883940620781;1710.8049930167597;1171.2622788640595;1680.4074074074074;1046.6296296296296;1628.2743959107806;1308.9680142503098;1482.8171714081777;1045.288773325176;1442.5117938096882;1156.0838798757336;2130.0791529605262;1176.787075109649;2021.2635309665402;1031.6642037604372;1872.3347517730497;1137.3329787234043;1940.1976549413735;1235.7336683417086;2119.0;1027.0;2030.6111825192802;1126.9328406169666;2050.870179948586;1268.047236503856
38;1.27;638.3877505468505;805.6144814963617;546.5659524455293;682.5815477804899;824.7288306451613;674.040770609319;793.1512345679012;795.0;762.0;735.0;720.0;525.0;641.9872300778252;559.9881069823523;1159.9297541626308;693.3617453069508;1280.433184801878;720.4631785731398;1038.5126252915993;757.7454946294445;1110.0340350295596;562.5960550306647;1041.8350877192981;748.9298245614035;1197.4447300771208;567.1985861182519;1161.9047770700638;801.1416135881103;1478.9411764705883;709.7450980392157;1588.9455330454998;651.0146130853537;1413.4285714285713;697.5357142857143;1690.6767676767674;745.1990395760887;1706.359589041096;558.3489345509893;1556.242118738998;481.4663946231397;1425.8820378266098;568.1275828140374;1905.8366013071893;564.281045751634;2010.3425174667566;772.4171174216812;1945.2223650385604;504.07197943444726;2097.7255129694154;577.2044134727062;1992.4444744907155;688.6294393365783;1871.2648902821318;742.4579788028063;2134.1229445714907;699.296308395949;717.5441247002398;1234.2551558752996;855.0235327473774;1136.62782345714;569.1594103531025;1142.8261912924238;649.8565576135248;1276.583578558652;833.4562982005141;1160.7741002570694;667.4393780573025;1003.1294549266247;670.7936396585993;1110.3797497953933;1202.9385604384024;1016.0137000737695;1083.59816077702;1243.490442240132;1166.250860289057;1181.402729983941;1074.6455407514104;1085.5753811067098;1292.5835970464134;1120.329905063291;1216.3360138348464;1298.9904885430176;1316.9796198314716;1236.8332353517537;1503.4721044045677;1213.6204458945078;1580.639725956833;1155.1534023592437;1710.5170925414366;1171.0995050644567;1680.4074074074074;1046.6296296296296;1628.4399689561503;1308.7989134652696;1482.8897996357014;1045.5056668690547;1442.6775824428357;1156.1592554291624;2130.3087557603685;1176.2645428437854;2021.3953769086847;1031.509626410767;1873.2642236161548;1137.9487179487178;1939.247526636225;1236.1300418569253;2130.7562189054725;1030.3407960199004;2028.5154241645246;1125.5356683804628;2050.870179948586;1262.4585475578406
39;1.3;638.5814720699032;805.5720208639829;546.5898237506229;682.5443341941914;823.7680143462667;674.09037061189;793.1512345679012;795.0;739.7146909827761;735.1409658899021;720.0;525.0;642.0836191409439;559.9528009145844;1159.9345608934423;693.349900779916;1280.468201754386;720.6007341723874;1038.4898240859243;759.3932595548195;1110.081664183634;562.5999006786956;1041.8151815181518;749.8184818481848;1212.7994858611823;567.1985861182519;1161.5826438140268;800.6720843183608;1478.5;711.0;1588.9648890361048;651.0826984652754;1413.3371647509578;697.6283524904214;1691.7922363664936;744.8975326104038;1706.413454270597;558.3703703703703;1555.9296792529435;481.1737718229801;1425.4840212328024;568.7991550211244;1905.5866666666666;564.8133333333333;2010.3832601598558;772.455983338962;1941.73264781491;502.6760925449871;2096.5464390602056;577.7975403817915;1992.627633559067;688.3533671933784;1871.239461883408;742.4523168908819;2134.1077023498697;699.3220191470843;715.7815960290186;1232.504200076365;855.1552829662671;1137.33556360933;569.0424975853645;1142.7729106300778;649.7219041008733;1276.585458962346;831.2275064267352;1153.5305269922878;667.2038652300324;1003.1619634000341;670.8957967451117;1110.3586231120478;1202.6415314455403;1016.018877929791;1083.6001446131597;1243.4826980683813;1166.276862341229;1181.443643437464;1074.652507799376;1085.5339572834173;1292.5741143874925;1120.335180420872;1216.381805591621;1298.9720418938803;1316.9634098489305;1236.828624681185;1502.438703465982;1213.5752032520325;1580.5847400753703;1155.1328274224354;1710.4977430555555;1170.7893518518517;1680.6969696969695;1046.5757575757575;1628.489383059223;1308.6521504130953;1482.8587706146927;1045.6403798100948;1442.7435008665511;1156.0932409012132;2130.8108457904614;1175.0960331327249;2021.5152770274324;1031.5383876583228;1875.5106447688565;1138.8237023519869;1939.2721403103014;1236.2617326780378;2133.7220299884657;1032.8731257208765;2031.3097686375322;1127.6314267352186;2046.6786632390745;1266.6500642673523
40;1.33;638.905961265103;805.4334577114427;546.5695595092579;682.5273212911403;825.4568828213879;673.4650739476677;793.1512345679012;795.0;741.3478944490018;734.3619086683074;719.7777777777777;524.7555555555556;642.0442309779659;559.9233691522847;1159.9092669432919;693.3421392346703;1280.4212433257053;720.6115560640732;1038.8182472869948;759.4194790037001;1110.100363156157;562.5557389677562;1042.2065217391305;749.9782608695652;1214.1953727506425;568.594473007712;1161.2099952852427;800.1741631305987;1479.5;711.0;1589.0065832784726;650.9962694755321;1413.078431372549;697.5960784313726;1692.948634891254;744.7078513034088;1706.3601967461218;558.3155505107832;1555.998629253346;481.2434284792775;1426.1202301279793;569.0932253140777;1890.0;543.0;2010.3746421956557;772.4284671942526;1943.1285347043702;504.07197943444726;2095.702138758477;578.6628412450008;1994.2776868521548;686.8037825059101;1871.1780269058295;742.4348281016441;2134.059589710192;699.365678931944;715.655987394958;1231.8741246498598;854.1548331166016;1136.6240138708279;569.3035929173113;1142.5859263079478;649.6709527946713;1276.5958876339414;837.3566838046272;1164.1172879177377;666.8184902459711;1003.2990670059371;670.6011883956659;1110.119189094722;1203.282001718213;1016.2476374570447;1083.5225211296638;1243.4969078540507;1166.2358463564028;1181.4113572614344;1074.6533381364072;1085.5224543707973;1292.5636759754407;1120.32336436258;1216.3742113905453;1298.9379483190735;1316.8864705882354;1236.858431372549;1501.8036991620681;1213.1723891273245;1580.3393759441578;1155.1010574568943;1710.2672076427255;1170.6658609576425;1680.5897435897434;1046.4358974358975;1627.636107079503;1308.6006289308177;1482.816253361219;1045.7202469873519;1442.6767850983097;1156.0204668276417;2130.875243285325;1175.1849617231087;2021.7358367443792;1031.3520199323723;1876.04171621086;1138.8705905667855;1941.8131487889273;1235.8008807801195;2133.922865013774;1032.1887052341597;2025.022493573265;1127.6314267352186;2044.5829048843189;1268.7458226221079
41;1.37;639.0849006622517;805.419646799117;546.6218479786319;682.5436189958803;825.3464942137508;673.3229521216247;793.2272727272727;794.9818181818182;741.5803088028875;734.3991043379452;722.6274509803922;513.2156862745097;642.0434382776155;559.9408200800606;1159.95918744229;693.4005078485687;1280.6264846743293;720.475957854406;1039.3723813809308;759.6213689315533;1110.1191181309641;562.5303279587583;1042.4261168384878;750.3024054982817;1196.7467866323907;558.1253213367609;1161.2791864028977;800.5367326088975;1464.0;707.0;1589.0619594964421;650.9494252873563;1412.7103174603174;697.8333333333334;1700.7188593782168;738.5892526250772;1706.2115975422425;558.2465437788019;1555.9037359799886;481.29323004922134;1426.1356027412648;569.1848106954275;1909.451687471105;548.5174911388503;2010.512162388861;772.5018732874796;1938.4721730580136;500.93726647000983;2093.757207417796;580.113760324139;1994.9044877067909;685.3818663741888;1871.2491031390134;742.4319133034379;2134.10419382877;699.3528900478052;715.6125162127107;1231.5693904020752;855.2357315952202;1137.3999331494945;572.3175637621691;1145.2961622013033;649.7129211531782;1276.6651036239434;828.9987146529563;1156.3165167095115;668.2393608606233;1003.8563518430626;670.2625546496514;1109.9127968805387;1202.7854037267082;1016.9589026915113;1083.57815967384;1243.571244258657;1166.2991819689948;1181.4532921457583;1074.7343412526998;1085.5427765778736;1292.6177460883343;1120.3544596289694;1216.4133817427387;1298.9698305670815;1316.98783598195;1236.843044928389;1500.273290776205;1212.4783976316032;1580.534722222222;1155.1735074626865;1710.1451344687193;1170.7081254659097;1680.5897435897434;1046.4358974358975;1627.7878347854146;1308.493626976444;1482.8863209876542;1045.7382716049383;1442.844344517468;1156.025711979707;2130.900340269598;1175.371613663133;2021.8402814735969;1031.3652652119922;1876.502442360297;1138.9960922235248;1941.887356321839;1235.8562173458724;2134.740983606557;1032.7868852459017;2033.4055269922878;1126.2342544987146;2055.061696658098;1271.5401670951157
42;1.4;638.7670869276709;805.3646095996461;546.8342313218391;682.6908225574712;826.5153855153854;672.893997893998;793.2507645259939;794.8562691131498;741.8033041788144;734.4609653385163;722.5;513.0;642.0211339927571;559.8264958650884;1159.9637621023512;693.322775472568;1280.441871545645;720.6089193825043;1039.6223938988758;759.7415688604962;1110.260249262053;562.4552312233519;1042.7666666666667;750.1466666666665;1208.611825192802;563.0109254498715;1161.3156781609196;800.6791724137931;1474.190476190476;700.0;1589.1504290213966;650.855110242207;1412.4513888888887;698.1041666666666;1704.0407450523865;736.1298020954598;1705.5;552.0;1556.0098795180722;481.2811244979919;1426.6492122860705;569.8601382749631;1909.8829633020523;548.5033188372626;2010.4491801437555;772.3798292902065;1938.6236247828604;500.7429067747539;2092.466637529137;580.875;1995.0402777777776;684.9756076388888;1871.2101123595505;742.3881647940074;2134.1074532811817;699.3659278574532;713.4605658289869;1229.204678362573;855.4382506231589;1138.4467860110278;572.2026575364799;1144.956957691367;649.6952578986887;1276.6087333217813;831.2275064267352;1155.7593187660668;669.3004839419269;1004.7006892506232;670.0465608465609;1109.83139329806;1202.6198177006763;1017.4435950210722;1083.534127843987;1243.4634473507713;1166.185931668102;1181.2681022107379;1074.713282937365;1085.4608831293494;1292.5969559201424;1120.2424062726493;1216.380361757106;1298.7961240310078;1316.8830633284242;1236.7125184094257;1498.972892081409;1213.2952796305797;1580.3378674171356;1155.0823952470294;1710.2023297182532;1170.8211396109484;1680.5151515151513;1046.3939393939393;1625.3651723552384;1310.095432161657;1482.818706584483;1045.4376284120929;1442.8212444138878;1155.8771628280049;2130.8400181723778;1175.2831645898234;2021.8624254238289;1031.337468249749;1876.6470588235295;1138.9651523975926;1942.0311981757877;1235.9500414593697;2135.393476044852;1032.8491335372069;2022.926735218509;1126.2342544987146;2054.363110539846;1267.348650385604
43;1.43;638.8397495670707;805.5096576528573;546.8708142562169;682.8241763174432;826.6210483496047;672.6997907949791;793.3035714285714;794.9464285714286;741.3618055555555;733.8575126262626;722.5;514.0;641.9722132122391;559.9556708833387;1159.9633628645256;693.4041620524177;1280.4445239458116;720.6284106086624;1040.024053198853;759.9484327103727;1110.2829900839054;562.4571755475646;1043.0;750.5784313725491;1216.289203084833;565.1047557840617;1161.3370653559075;800.8684689604951;1471.5165755919854;717.7997571341833;1589.2478660183683;650.9877903835765;1411.2833333333333;697.5;1710.4165009940357;733.4787939032472;1705.5;552.0;1555.9407120992425;481.4163041727082;1426.3476796000434;570.9055537441582;1912.2482173684602;545.7286647151542;2010.4478375794386;772.367358416287;1938.989746457867;500.014168530947;2087.7821067821064;584.9665223665223;1994.0304815334266;685.3221131369799;1871.2801975752134;742.47066307439;2134.07282549973;699.3368989735277;710.3457627118644;1225.5348399246705;855.7652747252747;1138.9879853479854;572.4794814631326;1145.1725703905538;650.8797064838204;1276.5620714543486;834.5706940874036;1161.888496143959;669.9605924718032;1005.3098247044435;670.2387168966803;1111.2050230013676;1201.8979687353738;1018.201815969297;1083.5737095024028;1243.5411047382834;1166.197323266987;1181.4040265385495;1074.6829618979152;1085.468308171579;1292.5879675440333;1120.3268685269475;1216.4252219636237;1298.9677613998792;1316.9598393574297;1236.8245665589186;1497.9328930202216;1213.4833659491194;1580.3924017694508;1155.1627894873795;1710.174545663676;1170.5029330572809;1680.6060606060603;1046.3333333333333;1624.1393114491593;1310.1255226403343;1483.2042613636363;1044.7079545454546;1442.7769363166954;1155.9425129087779;2130.8900330033002;1175.7603960396038;2021.6656520441659;1031.5645478961503;1877.4454819845312;1139.0859271835502;1942.1571648690292;1236.04437596302;2135.516532618409;1032.722966934763;2028.5154241645246;1125.5356683804628;2053.664524421594;1270.8415809768637
