Frame;Time;X_Arena0_5A_CMA_5;Y_Arena0_5A_CMA_5;X_Arena0_5A_CMA_2;Y_Arena0_5A_CMA_2;X_Arena0_5A_CMA_4;Y_Arena0_5A_CMA_4;X_Arena0_5A_CMA_3;Y_Arena0_5A_CMA_3;X_Arena0_5A_CMA_1;Y_Arena0_5A_CMA_1;X_Arena0_5A_CMA_6;Y_Arena0_5A_CMA_6;X_Arena0_5A_CMA_7;Y_Arena0_5A_CMA_7;X_Arena1_5A_HSA_6;Y_Arena1_5A_HSA_6;X_Arena1_5A_HSA_1;Y_Arena1_5A_HSA_1;X_Arena1_5A_HSA_7;Y_Arena1_5A_HSA_7;X_Arena1_5A_HSA_2;Y_Arena1_5A_HSA_2;X_Arena1_5A_HSA_3;Y_Arena1_5A_HSA_3;X_Arena1_5A_HSA_5;Y_Arena1_5A_HSA_5;X_Arena1_5A_HSA_4;Y_Arena1_5A_HSA_4;X_Arena2_5A_HTB_4;Y_Arena2_5A_HTB_4;X_Arena2_5A_HTB_2;Y_Arena2_5A_HTB_2;X_Arena2_5A_HTB_6;Y_Arena2_5A_HTB_6;X_Arena2_5A_HTB_5;Y_Arena2_5A_HTB_5;X_Arena2_5A_HTB_7;Y_Arena2_5A_HTB_7;X_Arena2_5A_HTB_3;Y_Arena2_5A_HTB_3;X_Arena2_5A_HTB_1;Y_Arena2_5A_HTB_1;X_Arena3_5A_ControlB_2;Y_Arena3_5A_ControlB_2;X_Arena3_5A_ControlB_6;Y_Arena3_5A_ControlB_6;X_Arena3_5A_ControlB_5;Y_Arena3_5A_ControlB_5;X_Arena3_5A_ControlB_4;Y_Arena3_5A_ControlB_4;X_Arena3_5A_ControlB_1;Y_Arena3_5A_ControlB_1;X_Arena3_5A_ControlB_7;Y_Arena3_5A_ControlB_7;X_Arena3_5A_ControlB_3;Y_Arena3_5A_ControlB_3;X_Arena4_5A_CMB_6;Y_Arena4_5A_CMB_6;X_Arena4_5A_CMB_2;Y_Arena4_5A_CMB_2;X_Arena4_5A_CMB_5;Y_Arena4_5A_CMB_5;X_Arena4_5A_CMB_3;Y_Arena4_5A_CMB_3;X_Arena4_5A_CMB_1;Y_Arena4_5A_CMB_1;X_Arena4_5A_CMB_4;Y_Arena4_5A_CMB_4;X_Arena4_5A_CMB_7;Y_Arena4_5A_CMB_7;X_Arena5_5A_ControlA_5;Y_Arena5_5A_ControlA_5;X_Arena5_5A_ControlA_6;Y_Arena5_5A_ControlA_6;X_Arena5_5A_ControlA_1;Y_Arena5_5A_ControlA_1;X_Arena5_5A_ControlA_2;Y_Arena5_5A_ControlA_2;X_Arena5_5A_ControlA_7;Y_Arena5_5A_ControlA_7;X_Arena5_5A_ControlA_3;Y_Arena5_5A_ControlA_3;X_Arena5_5A_ControlA_4;Y_Arena5_5A_ControlA_4;X_Arena6_5A_HTA_3;Y_Arena6_5A_HTA_3;X_Arena6_5A_HTA_2;Y_Arena6_5A_HTA_2;X_Arena6_5A_HTA_5;Y_Arena6_5A_HTA_5;X_Arena6_5A_HTA_1;Y_Arena6_5A_HTA_1;X_Arena6_5A_HTA_7;Y_Arena6_5A_HTA_7;X_Arena6_5A_HTA_6;Y_Arena6_5A_HTA_6;X_Arena6_5A_HTA_4;Y_Arena6_5A_HTA_4;X_Arena7_5A_HSB_4;Y_Arena7_5A_HSB_4;X_Arena7_5A_HSB_2;Y_Arena7_5A_HSB_2;X_Arena7_5A_HSB_7;Y_Arena7_5A_HSB_7;X_Arena7_5A_HSB_5;Y_Arena7_5A_HSB_5;X_Arena7_5A_HSB_6;Y_Arena7_5A_HSB_6;X_Arena7_5A_HSB_1;Y_Arena7_5A_HSB_1;X_Arena7_5A_HSB_3;Y_Arena7_5A_HSB_3
30;0.5;722.8257575757575;749.8181818181819;874.2582806816005;577.012636415853;848.9669090525871;806.1089155864686;936.5194185530403;717.5801154016866;751.3816870492317;577.9769206647851;722.0848484848484;724.3030303030303;801.7824841416002;689.7455153127344;1163.8333333333333;565.9427083333333;1163.9136253041363;557.7300892133009;1223.625;694.9375;1279.812865497076;633.4561403508771;1314.7636437060112;706.2361832237222;1114.805753313654;786.7312612143311;1266.6410256410254;814.9128205128204;1474.5790191879748;746.0527984212956;1716.5897511412163;677.5273646492907;1513.7528726585865;582.591269216643;1473.7843137254902;734.7843137254902;1578.5031840316797;679.3545780489109;1685.8410472972973;788.8677927927928;1630.2828304597701;584.7859195402299;2106.0271339739966;636.8702185792349;1884.7733147229112;627.3253722084368;1884.2287112742642;751.076200011124;2002.8653571035543;814.0913942995487;1987.2659677419356;567.1790322580645;1975.7029047537521;708.4794841066027;2083.299288617886;732.974212398374;709.5696702628779;985.9188573165172;946.7160268129189;1086.2770483629715;681.7779913266312;1094.3863591563177;858.2939982983179;1220.6249100071993;868.2757839597932;956.3337580519571;783.0059719934102;1210.1208127402524;815.9227041029498;1113.9425085652208;1160.4875583203732;1233.142388111284;1082.0951370218386;1112.137399179284;1170.8940456916712;999.5883552197637;1272.3333333333333;1021.7916666666666;1212.5;1006.5;1319.8117331009946;1113.1308356930224;1289.094395280236;1233.2587348410357;1730.0873064384675;1151.3471373268133;1736.02;1075.8;1519.3286012985582;1202.0928799383735;1603.802854699342;1076.7977528089887;1610.0444444444443;1105.4095238095238;1477.6270011018212;1076.91049322704;1632.1699214817797;1229.611905241259;2031.7184724216795;1249.093399287272;2111.249539732298;1032.1494252873563;2020.5944120004579;1124.7116111301957;1917.0269198911371;1174.0874452727487;1885.6837765409193;1080.7591561877275;1980.2338033196502;980.5602950800167;2137.388174807198;1168.3007712082263
31;0.52;722.6565656565656;751.1111111111111;874.0407318564506;577.4078359437467;848.6527277473243;805.8817541111981;936.916779203241;717.4406932252981;750.1555555555555;579.8610633556192;721.7777777777777;723.45;800.8057636887609;688.9140569964777;1163.96875;565.6875;1163.7639962800583;557.6005048492095;1223.625;694.9375;1279.8060606060606;633.5575757575757;1314.7238655365277;706.237848123162;1114.8287229137852;786.8023282618717;1266.6827956989246;815.0645161290323;1474.5777777777776;746.0;1749.0;676.5;1513.765074847143;582.5851254480286;1474.2063492063492;734.6349206349206;1578.4630520799913;679.4131643674473;1685.799988725407;788.8579965048762;1630.0600247075067;584.5855679093089;2106.1747859048155;636.839346717207;1884.7231103523204;627.245796471623;1883.9936386768447;750.734207323819;2002.963796691861;814.090042720999;1986.9182922929326;567.1018548129198;1975.6958804062533;708.4897866027616;2083.081006289308;733.1819496855345;709.4590114068441;985.8365019011407;946.8181616094253;1086.4673780148937;681.7483472895549;1094.2296165711766;858.3007061592781;1220.7364979730612;867.880582788671;957.0103485838779;785.8254707430654;1207.8805426199635;815.7047550316735;1112.5649105925747;1160.4359572904507;1233.149396965374;1081.5355704697986;1112.395659955257;1170.8748579970104;999.7555754857997;1272.2280701754385;1021.8245614035086;1212.5;1007.0;1319.8243884629426;1112.9192405987585;1289.1000391542677;1233.2593970242756;1714.0;1143.5;1730.9856630824372;1076.5071684587813;1519.1996261476716;1202.1842322282698;1604.8605728979785;1079.4601423274728;1610.19;1105.5266666666666;1477.77833461835;1076.7629144178875;1632.1661288153823;1229.639303482587;2031.6655500611473;1249.080023395544;2111.440454727564;1032.0804286858975;2020.5212172923775;1124.6932309442548;1916.984664764622;1174.0139681407513;1885.4498515910814;1080.1055429005314;1978.878877582485;980.7372802960222;2100.363110539846;1159.917737789203
32;0.53;722.8581560283687;750.6099290780141;874.8510971020867;576.8845721546205;850.5442976804123;808.409847508591;936.93853064938;716.9516660980324;750.1256903446963;581.863518060052;720.094017094017;723.1709401709401;801.6722842639593;689.7515397631133;1153.5714285714287;570.6870748299319;1159.6004782843477;561.080459770115;1223.6;695.0888888888888;1280.2820512820513;632.7743589743588;1314.7845985359386;706.1362614559916;1114.8823801270942;786.7391681109185;1266.6827956989246;814.7795698924731;1474.4953241501328;746.008804077678;1748.5;676.0;1513.812351919128;582.4773337545412;1472.9837398373982;734.2113821138211;1578.6612894375855;679.6463648834019;1684.510995175586;787.8104454168068;1629.1787583085843;584.9996464432187;2106.086023014314;636.8787070820468;1884.8794816635934;626.5828211432083;1885.5348101265822;750.3902398401066;2002.9058352528243;814.1486782932981;1987.2408089216156;567.1520729950377;1975.7553191489362;708.409974834134;2083.2061221929494;733.0955338100614;709.5099888449446;985.800425920292;946.8224304372515;1086.770641680863;681.5965306938612;1093.8223855228953;858.3188235294118;1220.747973856209;867.789816700611;956.9828241683638;785.8441540191118;1208.6767847105114;815.4893188230551;1112.467311567916;1160.3763969795036;1233.123495145631;1081.5121350528389;1112.3467669711624;1170.78556566197;999.5959812139587;1272.2280701754385;1021.8245614035086;1212.3030303030303;1007.3030303030301;1320.0166521233275;1112.781777196044;1289.0743278517357;1233.1504829026362;1715.4926253687315;1137.2094395280235;1730.0;1073.0;1519.220269097222;1202.387966579861;1605.2764591730106;1078.201552470518;1609.7861635220124;1106.8710691823899;1477.6645290840781;1076.7063091073971;1632.2186553603876;1229.6277676828856;2031.730478321082;1249.0521465857037;2111.121062845201;1031.9458625665523;2020.5402865069927;1124.6838797350094;1917.0896523080573;1174.061350421265;1884.4804555870062;1073.8847553578648;1977.5419545903258;981.1919710431063;2109.4447300771208;1160.6163239074551
33;0.55;723.2015503875969;751.1937984496124;874.6129656507014;577.4312046444122;847.8619003018003;805.0706629201788;937.133095763335;717.4134283613326;749.9493420212086;582.1819343298837;720.078431372549;723.8235294117648;801.766104450315;689.8552462236672;1156.48264781491;590.353791773779;1158.2898550724638;558.1449275362319;1223.5;694.9333333333333;1286.444536195981;626.9258464079273;1314.9425188250848;706.1006495372765;1114.9837482710927;786.8469917012449;1262.516129032258;810.0806451612904;1474.1968648556294;745.2079062019477;1749.2156862745096;676.7843137254902;1513.7327736416917;582.6406357252231;1474.8533333333332;732.2533333333333;1578.7522789676;679.831905546403;1684.6647580554618;787.8134613225552;1628.6400258509263;584.4166307626024;2106.2531409088783;637.0077063191817;1884.9585832180019;626.9012250756061;1886.0262524489224;749.7604813881891;2003.0169371141342;814.2362454242474;1987.6161896974652;566.9013355137639;1975.8015927581068;708.5896642603415;2083.3273854720323;733.1817894203999;710.3300421680551;985.781446055744;946.9227993007386;1086.5736198048835;681.9046600458365;1094.163840081487;858.4333661094722;1220.720091773189;867.8599240265905;957.0650522317188;785.9649310001422;1209.157419263053;815.5812383044504;1112.3906110161906;1160.4130707096886;1233.296833830072;1081.6492031425364;1112.2523905723906;1170.9981398139812;999.6849684968497;1272.2280701754385;1021.8245614035086;1212.0;1008.0;1320.323584133363;1112.5523554364813;1289.3190240685788;1233.0062644246618;1732.7745571658613;1145.0193236714977;1725.311111111111;1074.247222222222;1519.24609268638;1202.3749387355008;1603.8633791912332;1078.4737359299625;1607.904761904762;1108.5142857142857;1477.736927468535;1076.856104839756;1632.36926713948;1229.6551840594393;2031.8830522088354;1249.0842302543506;2111.127797943134;1032.0614539221617;2020.642576456518;1124.6908138276667;1917.192431850789;1174.0197871831658;1883.0;1076.0;1980.9777817919075;980.6443882466281;2103.1574550128535;1166.2050128534704
34;0.57;723.3481481481481;750.9703703703703;874.9024769216707;578.2609450690064;850.3003778337531;807.7781276238454;936.8644550843593;716.8512311901504;749.0685398833891;581.7209403299838;723.4796747967479;723.520325203252;801.6411697784915;689.4636284547948;1157.8798200514138;596.6410668380463;1156.0;556.0;1224.0;695.5;1285.5918608578183;626.6234943149836;1314.6704249783174;706.1159294593813;1114.8722816706938;786.844034058221;1262.3838383838383;810.030303030303;1473.3030303030303;746.3030303030301;1741.0;666.0;1513.6896551724137;582.5377630819293;1474.6574074074074;732.2129629629629;1578.5321589287673;679.6500932938206;1682.7103174603174;787.192006802721;1628.805062743401;583.9098514351651;2106.0813258636786;637.0309523809524;1884.961414629238;627.1300432639098;1890.1774054982816;747.9898748159058;2002.6780315568794;814.3423811100076;1987.6115357510705;566.8971106412966;1975.6597685422723;708.4902229063337;2083.064647604715;733.1497993478805;710.4196018376723;986.1809086268504;946.744172889794;1086.4614166100928;681.7448984758721;1093.9104258443465;858.2439680041961;1220.638473642801;867.7251165619299;957.0256098385025;788.5010995247216;1209.8953678087535;817.09533026857;1110.187676425518;1160.2166795899025;1233.0977858189024;1081.428871884369;1112.425694724124;1170.94001314453;999.6235287088485;1274.1809523809522;1021.9047619047618;1212.0;1008.5;1320.1930714916152;1112.559061488673;1288.976223226567;1233.034387895461;1730.9476744186047;1148.3197674418604;1727.5;1073.0;1518.9853455818022;1202.2222222222222;1603.928390030711;1079.082329317269;1607.0;1108.5;1477.5039016777214;1076.7435297177785;1632.0958913321228;1229.6401049021586;2031.6233066666666;1249.1114133333333;2110.5612808430865;1032.0386583573998;2020.4124872057318;1124.6434095303082;1917.0154474431818;1173.859375;1881.8823529411766;1075.549019607843;1980.800986050986;980.6120731120731;2105.951799485861;1166.2050128534704
35;0.58;723.0814814814814;751.237037037037;875.2010880316518;576.7154302670623;848.7232244686365;806.4509072058061;936.9705649717514;717.1793785310734;746.1972211743996;579.0472777568212;722.5744680851063;723.5177304964539;801.5270643747892;689.8471183013145;1155.0854755784062;595.2438946015425;1160.6741645244215;561.013174807198;1224.1466666666665;695.7466666666666;1298.0474497856014;625.5895396073121;1314.60484617164;706.1877168632894;1114.765829318651;786.8237554484973;1264.0;810.0;1473.7777777777776;746.2444444444444;1722.645389176233;667.0498296959757;1513.6217363950927;582.5740798993394;1474.3238095238094;726.3238095238095;1578.3821975268288;679.6142615895843;1682.449721142471;787.1326122471972;1628.8212859994296;584.3491588252067;2105.7774588857;637.4128741287412;1884.7088134378039;626.8804219798228;1890.1578336084112;748.0526927073781;2002.6988517169038;814.4526333222922;1987.3638656364024;567.0160442154969;1975.732621510399;708.4040151262373;2083.0083818102207;733.13723650466;710.1831951693787;986.4692968989868;946.6534547703378;1086.5281385281385;681.6314073168245;1094.088301233058;858.1755350481052;1220.7078997316578;867.7136311569301;957.200256047436;796.6939473030077;1220.0727690778026;819.4598822800494;1106.9492719950433;1160.2700509367176;1233.24350341017;1081.4263096519555;1112.4469860064585;1170.87647902474;999.5712919803991;1274.5;1022.0;1215.0;990.5;1320.3299066783318;1112.6865704286963;1288.9558280590716;1233.079839135021;1729.1104166666664;1153.2625;1726.2571428571428;1073.7857142857142;1519.2336403296172;1202.4724511229601;1603.6306544471859;1081.1843496651393;1607.5521885521885;1113.3872053872053;1477.4487253952886;1076.9524362697643;1632.0713804713805;1229.565589225589;2031.6128065103328;1248.9536352928578;2110.8103387349183;1032.0861224695843;2020.3917204666438;1124.6017669045193;1916.9264367816093;1173.840848806366;1867.0;1071.5;1981.4249985559982;981.0036966441402;2114.3348329048845;1165.5064267352186
36;0.6;725.3;751.1666666666666;875.6879496855345;575.9036981132075;848.7955493016468;805.7557327496351;937.5500676589986;717.6826229138475;749.2637034327175;577.4302176696543;723.8782051282051;722.3076923076923;801.8120346146106;690.3886764607231;1155.601104320789;562.6222257960759;1162.0713367609255;559.616002570694;1223.8888888888887;695.3434343434343;1304.3627747869;621.7562247644684;1315.0541688184999;706.4322029035404;1115.1643733516798;787.3177387914229;1261.0;811.5;1474.0;744.0;1722.3575515635396;667.58540696385;1513.8642323564748;582.9264483100873;1473.0289855072463;729.7246376811593;1578.4755920734654;679.9548359379195;1682.1913673916708;787.0903164165682;1629.5143138496167;584.9076457761834;2105.9455745411806;637.4309284874785;1885.520484028098;626.5282264267036;1889.761569052784;748.205471197879;2003.31704383951;814.7181589592216;1987.651750766952;567.4010367079234;1976.2417570009031;708.6603997289973;2083.703883797768;733.3088959541176;710.8349415428601;986.4094552509317;947.1779013593978;1086.9065835299405;682.0099794238682;1094.6874485596707;858.7640797367911;1221.1277336946002;868.1749101024492;957.8650519031141;797.4804465827781;1220.774734764372;820.1866788182577;1107.4619123566492;1160.6196337565862;1233.6725403817914;1081.764595356328;1112.891066076142;1182.5314009661834;1004.9565217391304;1269.0;1022.0;1207.0;989.0;1320.6944444444443;1113.4809670781892;1289.528387734916;1233.316518298714;1731.6728778467907;1148.857142857143;1726.0;1076.0;1519.242656449553;1202.6099172635904;1602.9650623237194;1081.3033390956236;1608.7137254901959;1118.9215686274508;1478.145055225691;1077.0969162995596;1632.6924012158054;1229.8452549814251;2032.137986233392;1249.1860092844565;2111.3282517345842;1031.9838268347503;2020.9569947305797;1124.5046178253724;1917.711477151966;1174.3501594048885;1895.134099616858;1079.2337164750957;1981.8216050434487;980.9756914863406;2124.1150385604114;1166.9035989717224
37;0.62;725.8074074074074;750.8666666666667;877.8901077470624;576.9631904831554;849.8910162799502;808.2896316728866;936.8621300422808;717.2559136098731;749.0079365079365;571.4285714285714;725.9629629629629;720.9074074074074;801.3480411819761;690.2589249899719;1152.6006619776583;550.011557026617;1168.3586118251928;558.9174164524421;1223.7849462365589;695.3010752688172;1306.6131320064057;618.4113475177304;1314.8116165070678;706.0721614227086;1114.793205061536;787.0533310221297;1260.5151515151515;811.530303030303;1472.872632457238;743.0185022945348;1722.7816856780732;666.6145210936085;1513.6525622943113;582.7082484459071;1471.9444444444443;728.7685185185185;1578.1361160545757;679.9168958636682;1682.1228630682135;786.9917605515386;1629.2231283981598;584.7015892931828;2105.5731200289224;637.392895878525;1884.7387373503877;626.4042738994195;1888.739298245614;748.2493567251462;2002.8527927047712;814.5292297671389;1987.1496154866081;567.1093609122248;1975.8646786400088;708.4178809443126;2083.2556079170595;733.0870248193528;710.3081039755351;986.6360856269113;946.5410303742239;1086.6749454606477;681.3632542779945;1093.86475532873;858.3003267973855;1220.9811764705883;867.7049023624197;957.7520142018298;797.5035011469274;1220.0328383435954;819.9927107061503;1107.3359908883826;1160.5845883211052;1233.349079675634;1081.466648783977;1112.778791130186;1184.0;1007.0;1267.0;1021.0;1193.6984126984125;986.7936507936507;1320.1592544617154;1113.3892487046633;1289.1681074001308;1233.1812049770792;1732.0;1145.5;1728.382222222222;1074.2044444444443;1518.9984402852049;1202.4309269162209;1602.412834623636;1081.2889655815688;1609.4403292181069;1120.9300411522634;1477.732936355487;1076.7998463311565;1632.347459929367;1229.7825998370008;2031.8311132254996;1249.1213130352046;2111.4230807183735;1031.9653147819222;2020.589660097115;1124.389831476721;1917.3792411636275;1174.2849471882928;1897.6945854483924;1084.0758167382533;1981.1960037533806;980.9175912126731;2118.526349614396;1164.1092544987146
38;0.63;725.3741496598639;749.9931972789116;877.2387007738183;578.4698112277588;850.0897976847343;808.2271448663853;937.1145404663923;717.2678898033836;749.8070175438596;567.0;724.7133333333333;722.64;801.5158666666666;689.8816666666667;1153.2083015240196;550.0447309638929;1166.961439588689;557.5202442159383;1223.9117647058824;695.0882352941177;1308.0197089492378;616.6665520797525;1314.9049490289879;706.1816732160145;1114.8482436407683;786.7732595027974;1260.3949388093756;809.8579132959967;1473.3905525623356;744.4253644071335;1719.9404602622424;667.3889037552403;1513.671268695743;582.6516054805982;1473.892857142857;728.4642857142857;1576.5;670.0;1682.1848045822103;786.9191374663072;1630.4039836213476;584.561940453883;2105.6141979460963;637.4884972420288;1884.9140956766435;626.2966487592735;1890.7447197640117;748.5193510324483;2003.1559773123906;814.4570789703315;1987.528113420332;567.0139627302508;1975.932179421913;708.3676112902313;2083.3059300873906;733.1294631710362;710.0623052959502;985.8770706621174;946.6419297067382;1086.6724871278261;680.4802081841187;1093.73709592704;858.5214322714322;1220.833139083139;868.0376234943835;957.5050751116524;797.0149000377216;1216.4073305670815;821.2137801831807;1103.7808770469053;1160.4697438542203;1233.1168987450576;1081.632635721313;1112.6041946158662;1181.0;999.5;1269.0;1022.0;1195.2156862745096;986.627450980392;1319.865421764327;1112.8124776418401;1289.3077885311739;1233.0617552175916;1730.5805422647527;1151.8086124401914;1738.966810966811;1071.1601731601731;1519.2483802502231;1202.1535969615727;1602.805073800738;1081.2396371463715;1608.3125;1119.4270833333333;1479.7982631930527;1076.346754114289;1632.5057610673134;1229.6872852233678;2031.8398619957536;1249.0262208067938;2123.7131782945735;1021.7209302325581;2020.702240465196;1124.4419360355737;1917.6689843703568;1174.3000534854698;1896.0387101072688;1075.9476314211472;1981.2663412444592;981.1403804073389;2136.689588688946;1157.1233933161955
39;0.65;726.0;751.1929824561403;876.7607641440118;579.1307861866275;848.6847545219638;805.6289405684754;936.9367690672038;717.6258183649488;749.9756097560976;567.0894308943089;726.1129943502824;720.8870056497175;798.3521850899742;684.9627249357327;1156.1704390946172;548.1048814951079;1172.5501285347045;553.3287275064267;1224.4533333333334;695.6666666666665;1307.198600174978;613.4193059200933;1314.9026185178845;706.3349877346112;1115.0024208888121;787.049512940227;1267.5239326282804;813.0098707403055;1473.7220212023108;744.0313379462112;1718.4240039795593;669.8849997738886;1513.7097215642927;582.755460813727;1474.0;728.5;1576.5;670.0;1682.3010372862348;786.9117465657415;1629.7206975414522;584.5110777587192;2105.670381310419;637.5427407805226;1885.0518211581746;626.1716288111315;1889.8612440191387;748.5290920904955;2003.0349077090118;814.7175895765472;1987.581979082864;567.1611692142666;1976.1417318372435;708.4691148135554;2083.2433258483034;733.0587574850299;709.8405406753453;986.1028480223453;946.8397349505839;1086.8996518418687;684.1461139896373;1092.7693066864051;858.7371127394265;1220.8790332947679;868.0904251735058;957.653392628529;797.1;1216.560817610063;825.6043165467626;1090.489518062969;1160.6442112536165;1233.3114393056096;1081.670066201467;1112.8775720164608;1181.8208333333332;1003.725;1266.0;1022.0;1194.0242424242424;984.6909090909091;1320.183937638561;1113.414288779232;1289.397226645435;1233.2330148619956;1730.8910891089108;1151.605610561056;1737.447821681864;1072.5481256332318;1519.375540046527;1202.079871496621;1601.6861081654295;1055.9089784376104;1609.820143884892;1127.0328537170265;1481.5372969460689;1078.5070825211176;1632.5741154184425;1229.7599621135241;2032.0781491550722;1249.0669012207472;2123.5719696969695;1022.0;2020.728465063001;1124.5237686139747;1917.7763923524521;1174.3227051419071;1898.6634997641665;1076.8756822316554;1981.10204196118;981.3566700325367;2138.08676092545;1130.5771208226222
40;0.67;726.0;751.0;876.8169310614962;579.0313356835095;850.000162179695;808.1259055032976;935.055279254559;718.6884468072943;749.8070175438596;567.0;725.2152777777777;721.361111111111;801.5572169461844;690.0427022294066;1156.2441659349138;547.843218647721;1169.7557840616967;553.3287275064267;1224.611111111111;695.5555555555555;1306.856292366637;610.2185676392573;1314.8424669300807;706.2294565653095;1114.872008324662;786.9516129032259;1267.4931980631773;813.0987625855045;1473.4312277126846;743.2851715061979;1718.5724168319011;670.5502974223397;1513.721282091834;582.56191681164;1473.5;727.0;1562.2298850574712;673.574712643678;1682.2174400358663;786.8925128894865;1629.3346686344787;584.5473329116593;2105.0088713219147;637.8040843214757;1884.9948694269149;625.7108922066594;1888.1582539122248;748.4869396399577;2002.9452826063189;814.8680988302175;1987.2746445119028;567.0743995313416;1975.9340418353577;707.944388214125;2083.0694237456532;732.9920516641828;709.4850077589226;986.1124292936877;947.1753103608306;1088.0685694396102;687.1141109257293;1091.9574801557205;858.5563489000386;1220.953557185128;867.9510858534605;957.5648467627359;797.2638966523817;1216.2324079249736;825.6282929800517;1090.2169940612152;1160.5607549120994;1233.1955791106516;1081.8846411804159;1112.6000894254414;1182.117117117117;1006.3513513513514;1263.5619047619048;1014.2666666666665;1211.582262210797;988.7162596401029;1320.205696427303;1113.322324028695;1289.225141577769;1233.3621098380088;1730.7836879432623;1151.6914893617022;1723.6054188726253;1089.83255475968;1519.2677828846572;1202.4654738454803;1601.6907956685498;1055.4811676082861;1612.7165287990194;1126.4547334558824;1503.550771782115;1046.7116341370072;1632.5156492935846;1229.743121746772;2031.9742849505478;1248.8824913124834;2132.6201550387595;1025.2790697674418;2020.6359791988114;1124.3211612092118;1917.4646750338811;1173.9659419008897;1890.8758865248226;1072.4787234042553;1986.1864300745037;977.4718193709833;2135.991002570694;1120.0983290488432
41;0.68;727.3548387096774;752.8817204301075;877.1530562106918;578.6805227987421;850.4185358506803;809.1522241945027;932.7853910795087;723.3354341736693;749.8070175438596;567.0;740.5090909090909;731.1575757575757;801.6309861054903;690.0567921219479;1152.7962640099627;545.9143212951432;1176.0430591259642;554.7258997429306;1225.190476190476;695.0;1306.0512293912943;602.8913229505391;1314.931087815776;706.3189551469325;1114.9006649320613;786.8860942468921;1267.5321192561855;813.1083448593822;1473.560923653715;743.5045160190865;1718.4411020776872;669.9425925925925;1513.7409225248045;582.6784884948279;1474.018018018018;727.2522522522522;1561.7849462365589;673.3118279569892;1679.7869444915013;788.9734598226889;1629.6655839468744;584.075285116212;2101.6782829657864;640.8413649151465;1885.6906298003073;625.0508448540706;1888.0214377257369;748.650471862985;2003.5847152900767;814.5760747061664;1987.3270238477166;567.214255159876;1976.03727156585;708.3471088151974;2083.0672410563775;733.1905475432352;709.543631840796;986.2332338308457;948.238517507958;1086.8465779899955;687.3044307290883;1091.6431833007175;858.4892151181507;1220.9055437512072;867.9183701005194;957.588949605343;795.5234455690972;1216.6101356469048;825.6631570916304;1090.2621499961851;1160.6369178881826;1233.2324555714101;1081.9010807431225;1112.664701679171;1181.0;1001.5;1265.0;1013.0;1223.3708226221079;984.5555912596401;1320.5388471177944;1113.346365914787;1289.1779185639807;1233.3856002111793;1727.5053763440858;1155.579569892473;1723.7945499241591;1090.0305455306238;1519.326981496824;1202.1726042529688;1598.0;1028.0;1608.5111266108674;1087.335658296798;1502.1908977637877;1040.1352219817693;1632.5898424291606;1229.6876986542231;2031.9568049548825;1249.0187943830424;2132.714285714286;1027.873015873016;2020.6977062649778;1124.3878808627182;1917.4013689738595;1173.9505517200682;1895.5652063492062;1086.8955555555553;1986.180929785912;977.401513867706;2139.4839331619537;1119.3997429305914
42;0.7;727.3157894736842;757.078947368421;877.1814732692781;578.7188962798718;850.163278476928;808.8528557599226;932.3685706166524;721.36891162262;747.0;567.320987654321;744.0;738.0;796.6233933161953;693.6066838046272;1153.0102741607604;545.7675677160595;1171.8515424164525;550.5343830334191;1225.0;694.5;1304.1525701893206;600.4832073149288;1314.926123643878;706.230239366282;1114.92485748834;786.9236482984971;1266.9739691315365;813.3822467941334;1473.4461822112023;743.224277873143;1718.3374881452378;669.7892336178476;1513.7357067510547;582.6339662447257;1473.940170940171;727.1880341880342;1562.7555555555555;671.2222222222222;1677.5260478533853;789.2172634198766;1632.0127518995705;585.7061777337298;2101.549545867393;640.8094005449591;1885.6564055674082;624.8557858376511;1887.8891018938073;748.5313117230161;2003.904884318766;817.9405526992289;1987.8374035989718;565.0523778920308;1976.6600257069408;706.1667737789203;2083.022714578291;733.1542232979581;709.4557741999602;986.3896839594514;953.2735042735042;1087.076923076923;687.3633453381352;1091.5299619847938;858.5127908471526;1220.8924668980587;868.0332261521971;957.6158226152197;795.5030378348522;1216.5859569179784;816.7951442697955;1095.7364770127665;1160.552733868878;1233.164420834413;1081.9438357384643;1112.5627115624443;1181.0;1001.5;1264.0;1012.0;1226.1446015424165;980.3949228791773;1320.280552526354;1113.4018902217374;1289.1344255823135;1233.4042637189104;1728.312865497076;1153.8464912280701;1724.8573681265577;1089.514268274073;1519.2299605781866;1202.4504489706526;1607.0;1026.0;1610.166633558469;1085.916633558469;1493.7619735755575;1028.9410955133496;1632.5905090712156;1229.6678174925535;2032.0036289892196;1248.9247518411782;2134.0;1024.0;2020.70813369838;1124.3806753365275;1917.430553096039;1173.899533675698;1897.59479726591;1084.9387484239166;1986.0508198562443;977.4283468104222;2134.5938303341904;1115.9068123393317
