Frame;Time;X_Arena0_6A_HT2_7;Y_Arena0_6A_HT2_7;X_Arena0_6A_HT2_4;Y_Arena0_6A_HT2_4;X_Arena0_6A_HT2_5;Y_Arena0_6A_HT2_5;X_Arena0_6A_HT2_1;Y_Arena0_6A_HT2_1;X_Arena0_6A_HT2_6;Y_Arena0_6A_HT2_6;X_Arena0_6A_HT2_3;Y_Arena0_6A_HT2_3;X_Arena0_6A_HT2_2;Y_Arena0_6A_HT2_2;X_Arena1_6A_CM2_7;Y_Arena1_6A_CM2_7;X_Arena1_6A_CM2_5;Y_Arena1_6A_CM2_5;X_Arena1_6A_CM2_6;Y_Arena1_6A_CM2_6;X_Arena1_6A_CM2_4;Y_Arena1_6A_CM2_4;X_Arena1_6A_CM2_2;Y_Arena1_6A_CM2_2;X_Arena1_6A_CM2_1;Y_Arena1_6A_CM2_1;X_Arena1_6A_CM2_3;Y_Arena1_6A_CM2_3;X_Arena2_6A_HS1_3;Y_Arena2_6A_HS1_3;X_Arena2_6A_HS1_2;Y_Arena2_6A_HS1_2;X_Arena2_6A_HS1_4;Y_Arena2_6A_HS1_4;X_Arena2_6A_HS1_6;Y_Arena2_6A_HS1_6;X_Arena2_6A_HS1_5;Y_Arena2_6A_HS1_5;X_Arena2_6A_HS1_7;Y_Arena2_6A_HS1_7;X_Arena2_6A_HS1_1;Y_Arena2_6A_HS1_1;X_Arena3_6A_Control2_6;Y_Arena3_6A_Control2_6;X_Arena3_6A_Control2_1;Y_Arena3_6A_Control2_1;X_Arena3_6A_Control2_4;Y_Arena3_6A_Control2_4;X_Arena3_6A_Control2_5;Y_Arena3_6A_Control2_5;X_Arena3_6A_Control2_2;Y_Arena3_6A_Control2_2;X_Arena3_6A_Control2_3;Y_Arena3_6A_Control2_3;X_Arena3_6A_Control2_7;Y_Arena3_6A_Control2_7;X_Arena4_6A_CM1_2;Y_Arena4_6A_CM1_2;X_Arena4_6A_CM1_7;Y_Arena4_6A_CM1_7;X_Arena4_6A_CM1_3;Y_Arena4_6A_CM1_3;X_Arena4_6A_CM1_1;Y_Arena4_6A_CM1_1;X_Arena4_6A_CM1_4;Y_Arena4_6A_CM1_4;X_Arena4_6A_CM1_6;Y_Arena4_6A_CM1_6;X_Arena4_6A_CM1_5;Y_Arena4_6A_CM1_5;X_Arena5_6A_HT1_1;Y_Arena5_6A_HT1_1;X_Arena5_6A_HT1_6;Y_Arena5_6A_HT1_6;X_Arena5_6A_HT1_3;Y_Arena5_6A_HT1_3;X_Arena5_6A_HT1_4;Y_Arena5_6A_HT1_4;X_Arena5_6A_HT1_5;Y_Arena5_6A_HT1_5;X_Arena5_6A_HT1_7;Y_Arena5_6A_HT1_7;X_Arena5_6A_HT1_2;Y_Arena5_6A_HT1_2;X_Arena6_6A_HS2_7;Y_Arena6_6A_HS2_7;X_Arena6_6A_HS2_1;Y_Arena6_6A_HS2_1;X_Arena6_6A_HS2_5;Y_Arena6_6A_HS2_5;X_Arena6_6A_HS2_2;Y_Arena6_6A_HS2_2;X_Arena6_6A_HS2_4;Y_Arena6_6A_HS2_4;X_Arena6_6A_HS2_6;Y_Arena6_6A_HS2_6;X_Arena6_6A_HS2_3;Y_Arena6_6A_HS2_3;X_Arena7_6A_Control1_7;Y_Arena7_6A_Control1_7;X_Arena7_6A_Control1_6;Y_Arena7_6A_Control1_6;X_Arena7_6A_Control1_5;Y_Arena7_6A_Control1_5;X_Arena7_6A_Control1_3;Y_Arena7_6A_Control1_3;X_Arena7_6A_Control1_4;Y_Arena7_6A_Control1_4;X_Arena7_6A_Control1_2;Y_Arena7_6A_Control1_2;X_Arena7_6A_Control1_1;Y_Arena7_6A_Control1_1
31;1.03;708.6092544987147;499.33161953727506;713.2471199775217;701.2342886578626;582.8281228094771;595.9937847562969;669.5336525671721;383.2399574354881;609.350443383356;479.87539790814003;861.9029562982005;548.3856041131105;843.879929767693;505.39701512695837;1201.1587403598971;605.2056555269924;997.5154241645245;559.6651670951157;1003.530205655527;470.30269922879177;965.7230077120822;559.6651670951157;1248.417737789203;597.4723650385604;1122.4023024926066;395.14300802703843;1192.5661953727508;645.5906169665809;1531.9061481642407;720.5998262003042;1628.2434969160631;572.5267900241352;1480.5284844141884;666.6429595127195;1425.14163335237;497.50523510375024;1384.856408227848;549.8192246835443;1502.0472823369757;556.0001428469395;1584.5897435897434;444.7457464653726;1801.8334760681319;506.99143591207536;1950.6849143334725;438.39197659841204;1928.967542503864;704.5390119640506;1821.9873385984704;660.8746395888178;2025.7420269312545;545.1339475549256;2015.2270637984923;642.2270637984923;1917.2584122584121;558.038577038577;812.5841149471163;879.6095257101043;691.3179910464465;950.9942641298265;834.3670304422745;1002.6949390516305;673.4345129312732;842.6217533366561;691.3191035833621;1071.9890540384836;591.5107820671014;913.1686350549385;621.6478209658421;1060.7055359246172;1086.6311931984756;883.6252320922505;990.3422874093606;1020.1338716765546;1258.2325380679365;1020.4350533259354;1187.3539605444623;1111.9391377346044;1049.0373298199383;1097.7729468599034;1108.2776349614396;994.5250642673523;1200.836809945217;910.7217656974294;1481.975095224143;1034.3565777908;1489.9831210191082;921.9463375796179;1403.881122833459;1091.9484426023612;1640.0785897906721;959.2036356959236;1527.1139880401947;1126.1607792367918;1415.5722463768116;982.5678985507245;1666.8833333333334;1080.718917018284;1937.4745555315626;1042.5681998128553;2033.8722885380566;930.1927865485817;1807.7992561599256;959.7226406322641;1965.0635041595222;1127.6392963739124;1817.4007707129094;1082.990879897238;2010.8249330954504;1050.3445584299732;1917.2284187289415;917.6944347624026
32;1.07;712.8148258607548;501.5578089273288;712.0058218250745;701.8641574149291;583.1673148148147;595.9421759259259;669.3161648177496;382.8267300581088;609.5190232822259;479.7710391822828;864.5308483290488;552.7654241645243;844.0523828674844;505.4925263087338;1207.1735218508998;607.7834190231363;995.7969151670951;561.383676092545;1000.0931876606684;462.5694087403599;961.4267352185091;561.383676092545;1247.5584832904883;592.3168380462726;1113.9423813734159;400.1696139109932;1200.2994858611826;639.5758354755784;1531.478494623656;721.4949970131421;1628.308762534782;572.8069512259148;1480.4820287305772;666.7872764585165;1425.6355123356743;498.0248514316586;1388.5079015067988;550.5270121278942;1502.6760124610591;555.4905187593118;1585.9577362409136;442.64091381100724;1802.0601333144234;507.32075828487683;1951.095306415249;438.6929698708752;1929.1606665529202;704.7208098731729;1822.3060817547357;662.114766810679;2024.2693289569656;549.0579868708971;2015.33886065793;642.51983596327;1917.5433402188048;558.2120725269681;812.8630173743878;880.1270544039712;691.6900828358554;951.0223980748762;834.2097413630357;1002.5528915738468;673.5514199062586;842.6586159360353;691.292871241147;1072.2243701381633;591.7128868683336;913.2058634959491;621.6459554513482;1062.8089097303634;1087.779848730416;882.6003061408247;990.5164835164835;1020.0679569187031;1259.4640993087883;1019.144449146565;1187.4614974213055;1112.0471871480229;1049.6799336650083;1097.5339966832503;1104.9164524421594;995.8695372750642;1201.0351044649485;911.2298228868384;1480.6489243164478;1032.9106025542126;1490.1731834731677;922.14215608675;1403.866990472632;1091.9645681549287;1640.208197118295;959.5439520523066;1527.0402943882245;1126.2845139527751;1416.1309658733157;975.1755446417327;1666.8734864300627;1080.912665274878;1938.1734258656834;1042.2777416323283;2034.1544281263907;930.5159259965668;1808.3711387736282;960.544121715076;1965.1182375906303;1127.470967342133;1817.397232319367;1083.2402907977807;2011.3565994534306;1050.9827904571976;1916.9928229665072;917.7971064023694
33;1.1;712.8664335664336;501.70722610722606;711.4937497219627;702.1450687308154;583.0746942002697;596.1023208222873;669.4707297514034;382.641807003475;609.5353380033031;479.7514664844239;858.3991002570694;551.8894601542416;844.0171086112226;505.3513794027052;1202.017994858612;606.9241645244216;994.0784061696659;563.1021850899742;997.5154241645245;469.4434447300771;962.2859897172236;557.9466580976864;1254.4325192802057;581.1465295629821;1119.9888682745825;397.79628942486084;1204.5957583547558;638.7165809768637;1531.4185626579992;721.4258577103647;1628.320411392405;572.6615506329114;1480.6752684344783;666.7525656997093;1424.6331775700935;498.5532710280374;1437.9730077120823;563.2236503856041;1502.757625272331;555.6179874727668;1587.959511625819;443.1946314749977;1802.0680630759;507.27101738387006;1950.8397969543148;438.75221658206425;1929.0592681669816;704.7736929508103;1820.1347397073835;660.7948281728479;2023.9510831586304;549.1264849755415;2015.1251592936464;642.916166029492;1917.482729634724;558.0087880177288;812.9956422633413;880.0590640922499;691.6978253813696;950.9529373580006;833.7675918686474;1001.3331378681261;673.4139182058047;842.626154353562;691.3464413015982;1072.0800850868116;591.6186038333041;913.3017994255905;621.8720573183214;1063.6980552712384;1088.1753485587203;883.6592250449063;990.4520864258618;1019.7794821045687;1249.9671542211956;1017.5570952014369;1187.543570447351;1112.0113480260407;1049.3511692429647;1098.2925089179548;1104.9164524421594;997.2140102827764;1201.0017966603255;911.211688860706;1479.5023111313176;1031.1501098734561;1490.114083689515;922.0683341248482;1403.7212707867957;1091.743298585257;1640.1844036140924;959.3308471287368;1527.0584881368402;1126.2575562503832;1417.132985981888;975.1101600297729;1666.7065344625764;1080.8381188459684;1938.2393873085339;1042.0828592268415;2034.1655790147151;930.4115802943057;1808.2252077562327;960.5216989843028;1964.8454017720744;1127.2037274671554;1817.4435946462715;1083.2203314212875;2011.5987152697157;1051.4382787709928;1916.618759794045;917.4713454219834
34;1.13;708.6092544987147;500.2075835475579;711.4573046633041;702.1980355720733;583.3033278023598;596.1023691002949;669.3330605564648;382.35815602836874;609.6301798724954;479.735883424408;854.0192802056555;550.1375321336761;844.1377382972353;505.42725488239006;1198.5809768637532;605.2056555269924;990.6413881748072;579.4280205655527;994.9376606683804;467.72493573264785;958.848971722365;557.0874035989717;1257.8695372750644;591.4575835475579;1116.232179828453;401.2678201715469;1205.4550128534704;640.4350899742931;1528.1214043993232;721.8382684715172;1628.4451919065498;572.8570087609512;1480.6476851006873;668.0981931009309;1425.946682946683;499.2935829602496;1433.5931876606683;565.8515424164525;1502.953502294951;555.8010377170225;1588.8650332575564;443.12376862844155;1802.1400615967777;507.379057095475;1950.7783780178736;439.0349473122582;1929.157094017094;704.8077492877493;1820.2460491889062;662.0706436420722;2023.4279339580544;553.9440725866428;2015.093631948192;643.3041014570966;1917.5926094199606;557.996289565349;813.0002680605817;880.1937407854174;691.756859473489;950.9429922135706;833.281037414966;999.0373441043082;673.4940898345153;842.6887129583813;691.4760834485938;1072.1983633010605;591.7007146592296;913.3951542618094;619.8241112002138;1067.835338144881;1088.4953440461475;884.2060156571898;990.4678439066928;1019.7934924787443;1219.8688946015425;1003.2641388174807;1187.409173879762;1111.8932461873637;1049.7191256830602;1098.4491803278688;1107.6053984575835;995.8695372750642;1201.0057779178485;911.3798718352767;1479.243881118881;1030.864219114219;1490.24728804634;922.1685624012638;1404.026598651849;1092.097589117629;1640.3342896419817;959.7429322813938;1527.0766550522649;1126.356928907635;1414.0296610169491;973.3875706214689;1666.2340654608097;1080.2812230835486;1938.6110509990622;1041.8942508836471;2034.2854953056142;930.6215111451745;1808.5741847826087;960.866938405797;1964.969383354894;1127.477176122713;1817.5325210990543;1083.447363411384;2012.0831392640894;1051.6300263934172;1915.7805710738671;917.2099110283467
35;1.17;713.1611912393162;501.7697315705128;711.2268592121533;702.1980657127716;583.2773766546329;596.2153568453208;671.9404626469473;379.8392112248767;609.6791245214011;479.72181267500997;862.7789203084833;551.013496143959;844.1620554670911;505.4096337579618;1202.8772493573265;606.0649100257069;993.2191516709512;586.3020565552699;999.2339331619537;475.4582262210797;958.848971722365;554.5096401028277;1259.5880462724936;596.6131105398458;1116.3351502445842;399.7863032844165;1208.8920308483291;644.7313624678663;1524.894276687973;723.2975534494159;1628.4317375886524;572.8485607008761;1480.7592626615224;668.22365117276;1428.1942800788954;498.38095238095235;1434.4691516709513;560.5957583547558;1499.8609289617486;560.6884335154826;1600.6909880564604;447.9072747014115;1802.1533797546301;507.3992705224764;1950.3255433359518;438.9133935585232;1929.2007620997554;704.7731900130808;1819.2649410774409;662.1245791245791;2023.009322146757;554.7300572646158;2015.3753315649867;642.8395225464191;1917.6382252559727;557.9709518392111;813.0955422488356;880.017365269461;691.7745736863995;951.0882203428994;833.4808988764045;999.6996254681646;673.5609111918125;842.7236711786068;691.8628859972811;1070.0348935068296;591.7539474450853;913.3966672493153;621.0050707232452;1066.7435281558578;1088.8799624148462;884.3690392295043;990.4742941080464;1019.6674827267286;1186.9293059125964;1006.6253213367609;1187.3705073995773;1111.809960065774;1049.5014524328249;1098.6989832970226;1094.1606683804628;1000.5751928020566;1201.0430647015783;911.4296017560364;1478.5120490944469;1032.1757221972757;1490.2320375052675;922.1490202275601;1404.1298245614034;1092.1862068965518;1640.1969340334358;959.4822258434425;1527.1182478159221;1126.4347852836224;1414.0844481605352;973.2183667781493;1663.5129276573518;1077.3618873509183;1938.8319599971828;1040.9309810550037;2034.3587864764108;930.8819256973903;1808.7149554617906;960.5092358180965;1963.0489833641404;1126.8398028342574;1817.5301120448178;1083.323593073593;2012.3972877547744;1051.9870807254051;1914.6395110115714;916.6416573348264
36;1.2;713.1964512040557;501.9806884130478;711.1963940193491;702.2788038698328;583.3249688063219;596.2284301492674;672.157933853586;379.64659977703457;609.5765167007498;479.72523290161325;863.6548843187661;548.3856041131105;844.1515273177423;505.86727558633606;1204.5957583547558;609.5019280205656;995.7969151670951;572.5539845758356;994.0784061696659;473.73971722365036;957.9897172236504;556.228149100257;1251.8547557840616;590.5983290488432;1117.3959404244101;401.41202056148677;1202.8772493573265;646.4498714652957;1523.2282106782106;723.2462481962482;1628.5485416666666;572.81703125;1480.8735567970205;669.6441340782123;1430.985818778922;497.9329750709061;1466.8798200514138;570.2313624678663;1501.1189323947792;559.1215720780173;1600.875;448.51463414634145;1802.25931691669;507.4260307576186;1950.4179436804188;438.92252783235097;1929.1972023200274;704.8141134993745;1818.686408504176;661.9631738800304;2018.0;565.0;2018.1912260967379;635.0506186726659;1917.675957398595;558.060049852708;813.1756710839279;880.5377505946312;691.8378789976464;951.1548294799021;833.548168344519;998.7937639821027;673.6198878627969;842.7661609498681;691.9022742040286;1069.9766081871346;591.7712988826815;913.4191108007448;620.6240369799692;1067.6700051361067;1092.3327788046827;883.8482439926063;990.3350557080574;1019.8611335378654;1182.8958868894601;1005.2808483290489;1187.236013986014;1111.7325757575757;1048.9737945492664;1098.1656184486374;1094.1606683804628;999.9029562982005;1201.0572590738423;911.4734042553191;1477.8184847811597;1032.2002517958972;1490.2809778617143;922.2408981219179;1404.3930196360152;1092.6160201149426;1640.3394895702586;959.739525431833;1527.3676752676195;1126.5239774766412;1414.0242348705165;973.0872455338596;1663.6641130405173;1077.094484167518;1938.824766680596;1041.1163114639921;2034.4;930.9897139183541;1814.680939405735;961.7712469183857;1963.2978522539534;1124.123515065691;1817.652870493992;1083.441096064594;2011.1775800711744;1060.140806642942;1914.3766129032258;916.4968637992831
37;1.23;713.2599738719726;502.0597259906877;711.1634878587196;702.2938189845474;583.3520656558632;596.2610469699076;672.7123456790124;379.0572016460905;609.7436645500829;479.72924889880437;858.3991002570694;550.1375321336761;844.231659846292;505.5825265329208;1201.1587403598971;606.0649100257069;988.0636246786632;572.5539845758356;996.6561696658098;472.88046272493574;956.2712082262211;557.9466580976864;1246.6992287917737;589.7390745501285;1128.5555555555557;398.3703703703704;1204.5957583547558;648.1683804627249;1525.56940874036;719.1452442159383;1628.5524479166666;572.8990625;1481.771208226221;670.9672236503857;1431.5956028368794;497.9912056737588;1460.7480719794344;577.2390745501285;1499.9244200548765;561.462126881184;1600.3313192346423;449.6735146022155;1802.2074190177639;507.4541654792438;1950.2605363984671;438.9918176504968;1929.2515229148873;704.8177625960717;1812.0442307692308;670.4549145299145;2019.599681383705;558.0043999393112;2034.0;625.5;1917.741772342995;558.1470410628019;813.2001907876805;880.6717089125102;691.8596247394023;951.2258976140838;833.677146311971;999.1541717049577;673.6589557171183;842.771150033047;691.9725911458333;1069.8456380208331;591.8874156780646;913.3547918120493;618.3378545006166;1072.7270859021783;1095.6079074855447;883.2837422513934;990.153527862862;1019.832392928153;1131.133676092545;1010.6587403598971;1187.2380033900286;1111.7564439768544;1047.2943333333333;1099.2226666666666;1054.4987146529563;1020.0700514138817;1201.0696594427245;911.5683178534571;1477.5653038674034;1032.4653406998157;1490.342199704454;922.2653050453873;1404.544122837981;1092.6741969643488;1640.3788559448935;959.7650194669062;1527.3325892857142;1126.586433531746;1414.009240104813;972.9830368225072;1663.5511784511782;1077.0830808080807;1938.8653322440086;1041.256808278867;2034.4195225259916;930.9699011680143;1812.166227781435;960.3287250384024;1963.1305315203956;1124.8830655129789;1817.6130312339988;1083.3253328213004;2020.8004309630367;1051.5100281783523;1914.6042103424177;916.5412299091544
38;1.27;713.2684330255586;502.0576073865917;711.104991394148;702.3881018579814;583.3609489389305;596.2834306366417;672.5372451102787;378.9126092384519;609.5488559586669;479.72957474592624;862.7789203084833;548.3856041131105;844.2657928090186;505.78777266359816;1202.8772493573265;612.0796915167095;972.5;590.0;1006.9672236503857;458.27313624678663;957.9897172236504;550.2133676092545;1255.2917737789203;594.0353470437018;1117.8262249827467;403.60165631469977;1198.5809768637532;642.1535989717224;1507.1741645244215;710.3856041131105;1628.5524479166666;572.8990625;1476.5154241645246;664.8354755784062;1432.9904872091527;497.7353130222393;1445.8566838046272;592.1304627249358;1498.9394337803487;562.581646068893;1600.2014694508891;450.1144624903325;1802.2158540062733;507.4658302442733;1950.1937138775243;439.00467562828754;1929.204655398099;704.8640942462011;1811.6810897435896;670.7457932692307;2018.6863437954687;559.2289891221506;2035.0;623.0;1917.7755760714551;558.0076559333484;813.3323181049069;880.7024703891708;691.8627968337731;951.259454705365;834.1230031948882;998.9399627263045;673.6431638044915;842.7896301188904;691.9687987519501;1069.7784061362454;591.8976501305483;913.3668117203365;618.5494015013187;1074.2724690606613;1095.8597413304476;883.6138506724378;989.8978774951281;1019.8712276820983;1122.3946015424165;1017.3811053984575;1187.2269727235557;1111.7639740669354;1044.628205128205;1101.17;1037.6928020565554;1044.2705655526993;1201.2688409802836;911.7435046987285;1477.0104052972422;1032.6368332969512;1490.3644058885382;922.3331756046266;1404.3920130399347;1092.6293514960996;1640.4342963095876;959.8346192954124;1527.4561174348448;1126.6031597934937;1414.125303152789;972.9302074912421;1663.6047131318176;1076.720209842618;1938.7858187134502;1041.4599282296651;2034.4101727447216;930.988419705694;1813.1375621890545;960.3580845771144;1963.5285725545834;1123.7721289508945;1817.6369116326791;1083.3338463511607;2021.9109147800477;1051.0894533406959;1913.8969268425346;916.0987217840631
39;1.3;712.1131105398458;500.2075835475579;711.1178491214163;702.3350068260888;583.406913168381;596.2759243814289;672.5564102564102;378.6722222222222;609.6149857549857;479.7128205128205;855.7712082262211;547.5096401028277;844.3163441718199;505.61769399561143;1202.8772493573265;612.0796915167095;976.5;606.0;1010.4042416452443;459.99164524421593;957.9897172236504;553.6503856041131;1250.1362467866325;596.6131105398458;1117.266454774202;404.0376109124619;1202.017994858612;642.1535989717224;1508.0501285347045;714.7654241645243;1628.5763780348025;572.9316974054392;1483.5231362467866;666.5874035989717;1434.3379712213105;497.5884171720775;1445.8566838046272;586.8746786632391;1489.0186823992133;579.5975090134382;1600.0396779758482;450.57159286946523;1802.266496260532;507.4186784057559;1950.0274880906397;439.04235869705155;1929.1521887824897;704.8234154126767;1810.9856128550073;670.7647608370702;2018.0682539682539;560.1957671957672;2035.0;623.0;1917.836108610861;558.1631413141314;813.3661661661662;880.6315648982314;691.8860319666435;951.2603659949039;834.0517001391927;998.5089149598992;673.7006208450085;842.8453381682324;691.9875820817891;1069.6713477667251;591.9075396134424;913.3362934587033;618.44214945424;1077.177665827036;1095.8753995257243;883.6487266728528;989.4204865133212;1020.0215676540349;1092.8161953727506;1014.6921593830334;1187.352272060979;1111.8750513046027;1033.1984162557897;1101.8868967578067;1042.3984575835475;1059.732005141388;1200.6898531275629;912.0187131886975;1476.7823407152582;1032.8752956353471;1490.3706334175083;922.3438026094276;1404.5208982796444;1092.6876226763652;1640.437144737629;959.8539460300365;1527.310449612403;1126.6631317829456;1394.7905258583223;976.6049543676662;1663.5029895366217;1076.6485633615678;1938.7414513181934;1041.7568519968677;2034.4103990790484;931.0484778715783;1812.2499729349354;959.9975100140738;1963.4429572976417;1124.42511153601;1817.6015820953116;1083.3051643192487;2022.4926350245498;1049.8719767230405;1914.472548429188;916.5744253738833
40;1.33;713.4589279731993;502.1775209380234;712.1157279587704;701.4294128474139;583.4334724153916;596.2574872508113;671.591470258137;377.7841376730265;583.4347708163818;465.1272036886357;855.7712082262211;548.3856041131105;844.3983211751773;505.67616002131837;1201.1587403598971;608.6426735218508;974.09375;601.5833333333333;1006.107969151671;462.5694087403599;963.1452442159383;551.0726221079692;1251.8547557840616;599.1908740359897;1117.6007633587785;404.8889312977099;1206.3142673521852;639.5758354755784;1502.572963337669;714.5125981596569;1628.7800031294007;572.8559954102122;1448.4845758354757;665.711439588689;1434.6680570038234;497.3459622291739;1416.9498714652957;622.7892030848329;1476.7698589458055;634.2531551596139;1600.1942377408889;450.7580614386567;1802.4866571699904;507.5520417853751;1950.5073452938116;439.14528081123245;1929.2705653690045;704.9070485336991;1811.1419366074538;671.1497735980494;2018.1145950682185;561.8689447990988;2016.66932088596;643.1375617792422;1917.9222972972973;558.1635885885885;814.6214444644896;880.538276504901;691.9453695994079;951.2415579609584;838.7777777777777;997.7555555555555;673.8411861614497;842.8779242174629;692.0373971093395;1069.6708146995916;592.0336530078465;913.3956989247312;619.330383480826;1077.6017699115043;1096.0837601531377;883.6929484194733;995.9701492537314;1019.2516764006056;1093.4884318766067;1016.0366323907456;1187.315807921486;1111.834268021965;1031.4401659535847;1102.7196940230779;1039.0372750642673;1057.71529562982;1199.934996384671;911.7153289949384;1476.5878279118574;1033.0027282266526;1490.4807854285111;922.3653927142556;1404.6854371161241;1092.7131048734286;1640.5195919591956;959.9743774377437;1527.4142804016362;1126.708751704475;1392.9807197943444;989.5623393316196;1663.4812438302074;1076.6192826587692;1938.7648947098098;1041.7868515665125;2034.4706294597347;931.0154179408765;1811.7870680044591;959.5623188405796;1964.1272264631043;1124.5631361323153;1817.734559535334;1083.263375282349;2023.6764828738512;1050.9256474519632;1914.8189878461844;916.6770272962741
41;1.37;713.5973440914439;502.26767523953606;711.2852052263429;702.264836566803;583.4222160304635;596.3157332590322;667.7237772123268;374.6055979643766;582.2166666666666;464.78081761006285;863.6548843187661;553.6413881748072;844.6234642905359;506.02868907789923;1208.0327763496143;606.9241645244216;974.9506172839506;602.716049382716;1009.5449871465296;461.7101542416452;958.848971722365;557.9466580976864;1256.1510282776349;594.8946015424165;1120.4297974596634;410.36388602814964;1204.5957583547558;647.3091259640103;1500.9319358936773;715.6315840906869;1628.8046300641327;572.8372699306533;1446.73264781491;666.5874035989717;1435.3930430929431;497.78143347734573;1423.081619537275;614.905526992288;1476.1143224149002;634.8888888888888;1599.9727051785378;450.9839222284539;1802.4707610653018;507.5566297033456;1950.1411492479754;439.14725543128935;1929.2346735101225;704.8239520958084;1811.7358096156936;671.5952725518572;2017.8280200317574;562.3803591058996;2016.837837837838;643.060242060242;1917.9646532438478;558.0815063385533;815.6087036695556;881.6392525662301;691.9208217913203;951.2343028624191;836.5904761904761;995.8;673.7981027581291;842.8902231726709;692.0491432266407;1069.6384093113481;592.0383228657827;913.3902651779483;620.0132096683529;1082.544969083755;1096.0837206900112;883.7366491064972;995.986550462664;1019.4956961480525;1092.8161953727506;1018.7255784061697;1187.2218928031623;1111.7513661202186;1031.1877770740975;1102.6640278657378;1042.3984575835475;1065.1098971722365;1199.6820644425434;911.7304676361562;1476.3161841283065;1033.1486495868915;1490.4061447811446;922.3929398148147;1404.8489131051704;1092.6687666723421;1640.4902772776377;959.9859560676989;1527.3337667161961;1126.7488236750867;1390.219794344473;1001.986503856041;1663.4715941324255;1076.53399789286;1938.7552968123687;1041.93853788891;2034.5110303494005;930.9999362407548;1811.8867032140167;959.7668494034183;1964.0749624000632;1124.7736879601046;1817.7539267015707;1083.235602094241;2023.8815526210483;1051.093837535014;1914.8501883799324;916.7436049970256
42;1.4;713.8393443733279;502.2436926411324;711.3512752858398;702.188654353562;583.4394002692289;596.2942487118786;665.8273328434974;373.6588292921871;576.7654941373534;459.2328308207705;853.1433161953728;548.3856041131105;844.7087705001528;505.91962921462766;1206.3142673521852;607.7834190231363;975.1748071979434;605.2056555269924;1008.6857326478149;465.1471722365038;955.4119537275064;551.0726221079692;1250.1362467866325;597.4723650385604;1120.2473888391523;411.5096985974336;1204.5957583547558;649.8868894601542;1499.8248175182482;714.8206858559427;1628.865760275043;572.7994478303901;1444.9807197943446;668.3393316195372;1435.8035031847135;497.87303609341825;1419.5777634961441;622.7892030848329;1475.831942125765;634.8280467445743;1600.0768392370571;451.1587647593097;1802.501470309239;507.5081578448112;1950.64703196347;439.15296803652967;1929.1749242813873;704.8230756043203;1812.0220056121696;672.1367597105301;2017.6417901457655;562.7937597879774;2017.084762682639;642.8894636536891;1918.0298351607366;558.0726486163944;815.6324926900585;881.5699926900585;691.9601033162676;951.2062174253955;836.5956284153004;996.3060109289617;673.8255216868786;842.9349939910411;691.9380069524913;1069.5914123857344;592.160570867279;913.3006875830588;621.7402180149168;1085.68743545611;1096.0434424541897;883.6821082973028;996.1236749116608;1019.5905343184494;1067.943444730077;1024.1034704370181;1187.2395978614597;1111.7540678754067;1026.8105959081568;1101.8943982846422;1042.3984575835475;1068.4710796915167;1199.648167911775;911.6858057630736;1476.1558015580156;1033.1919502528358;1490.451333017826;922.3727717305569;1404.842987804878;1092.5630645889792;1640.5613719493913;960.008574683696;1527.3568510954326;1126.7281222923627;1380.556555269923;998.5353470437018;1663.4996386412913;1076.5878904681601;1938.9193057792093;1043.1486252758393;2034.5788400254937;930.9335882727851;1811.439422277639;959.6889027431422;1963.8450792164208;1124.8717708577226;1817.7342281008882;1083.1698761589832;2024.975019516003;1050.4432084309133;1914.7667649950836;916.7839724680432
43;1.43;713.8770647170322;502.3639656106146;711.3289490990398;702.2477530799246;583.4961994809046;596.3347701149424;664.5351960147282;374.1704570067143;574.4473684210526;451.92105263157896;858.3991002570694;551.013496143959;844.8149165649165;506.27377560710886;1196.862467866324;607.7834190231363;988.3636363636364;566.6363636363636;1012.1227506426735;460.8508997429306;961.4267352185091;553.6503856041131;1250.995501285347;593.1760925449871;1120.6696380334954;412.53376553214474;1196.0032133676093;645.5906169665809;1498.639718728162;714.692784765898;1629.0051878635434;572.6512602840224;1449.3605398457585;663.9595115681234;1434.5486654625727;497.2968091511138;1413.4460154241647;614.905526992288;1473.6474769012082;634.7107320540156;1600.133120906355;451.6622411046203;1802.581123467351;507.62337230301296;1950.4004148032923;439.21310519152246;1929.091646530894;704.8848809112875;1811.440595436839;672.1576238174734;2017.694313654473;562.7311964264155;2017.215270221255;642.9094124047878;1918.1135432953613;557.9677611495792;814.6356807511736;882.6982981220657;692.0044832686264;951.2224070992789;836.3101851851851;996.3194444444445;673.8460908047861;842.9785281101459;691.7616305112945;1069.564087796762;592.1887174151783;913.3151840934049;622.207030838859;1087.06704557415;1096.1499229583976;883.7046738572162;996.1279923396106;1019.708479625492;1074.6658097686377;1026.7924164524422;1187.1476595498466;1111.691893768443;1026.151399166454;1102.2088968274218;1037.6928020565554;1083.2602827763496;1199.6497558904691;911.748319535838;1475.0003250763928;1032.6314283856705;1490.4278717016907;922.5019223679359;1404.90240596408;1092.665932452276;1640.58708789565;960.0254293065277;1527.3733308605342;1126.7818372898118;1379.866323907455;1000.6060411311054;1663.443381942784;1076.4280819188778;1938.8883586159877;1043.027271177774;2034.6754873761583;930.9917545541707;1812.5905023388243;959.5326418547895;1961.3141139615611;1123.342308017949;1817.697843595739;1083.1400363730838;2025.4101719721916;1050.520856201976;1914.932744231713;916.8492881688757
